고객ID,기준일자,주차,상품구분,수신잔액
C100097,2026-05-15,5,입출금예금,23057557
C100098,2026-05-15,5,적금,20330208
C100099,2026-05-15,5,입출금예금,63016007
C100100,2026-05-15,5,입출금예금,73655734
C100101,2026-05-15,5,적금,39164346
C100102,2026-05-15,5,정기예금,53540792
C100103,2026-05-15,5,입출금예금,67421605
C100104,2026-05-15,5,적금,64176486
C100105,2026-05-15,5,입출금예금,39549470
C100106,2026-05-15,5,입출금예금,24156689
C100107,2026-05-15,5,입출금예금,64478353
C100108,2026-05-15,5,적금,4185742
C100109,2026-05-15,5,입출금예금,61049286
C100110,2026-05-15,5,입출금예금,25558189
C100111,2026-05-15,5,정기예금,38714914
C100112,2026-05-15,5,정기예금,30830357
C100113,2026-05-15,5,정기예금,22943979
C100114,2026-05-15,5,입출금예금,10995929
C100115,2026-05-15,5,적금,62649883
C100116,2026-05-15,5,입출금예금,39329420
C100117,2026-05-15,5,입출금예금,64180464
C100118,2026-05-15,5,정기예금,54980358
C100119,2026-05-15,5,입출금예금,41080319
C100120,2026-05-15,5,적금,43400208
C100121,2026-05-15,5,입출금예금,65688189
C100122,2026-05-15,5,입출금예금,66758565
C100123,2026-05-15,5,입출금예금,29719405
C100124,2026-05-15,5,입출금예금,33174847
C100125,2026-05-15,5,적금,23506902
C100126,2026-05-15,5,입출금예금,0
C100127,2026-05-15,5,입출금예금,77053457
C100128,2026-05-15,5,적금,41950932
C100129,2026-05-15,5,적금,49229493
C100130,2026-05-15,5,적금,47404064
C100131,2026-05-15,5,적금,37479591
C100132,2026-05-15,5,정기예금,71709335
C100133,2026-05-15,5,적금,72611812
C100134,2026-05-15,5,적금,27413475
C100135,2026-05-15,5,정기예금,23652034
C100136,2026-05-15,5,입출금예금,61149404
C100137,2026-05-15,5,정기예금,20223595
C100138,2026-05-15,5,적금,76411266
C100139,2026-05-15,5,정기예금,76206986
C100140,2026-05-15,5,입출금예금,43655374
C100141,2026-05-15,5,입출금예금,23135979
C100142,2026-05-15,5,입출금예금,47701692
C100143,2026-05-15,5,정기예금,34696604
C100144,2026-05-15,5,적금,8542379
C100145,2026-05-15,5,적금,40356208
C100146,2026-05-15,5,적금,29452040
C100147,2026-05-15,5,정기예금,0
C100148,2026-05-15,5,적금,39285551
C100149,2026-05-15,5,입출금예금,6126791
C100150,2026-05-15,5,입출금예금,74503160
C100151,2026-05-15,5,입출금예금,53236512
C100152,2026-05-15,5,적금,58476587
C100153,2026-05-15,5,입출금예금,70422956
C100154,2026-05-15,5,정기예금,34413126
C100155,2026-05-15,5,입출금예금,22245893
C100156,2026-05-15,5,적금,0
C100157,2026-05-15,5,적금,27095139
C100158,2026-05-15,5,입출금예금,6145583
C100159,2026-05-15,5,정기예금,10016658
C100160,2026-05-15,5,입출금예금,62424413
C100161,2026-05-15,5,입출금예금,42205508
C100162,2026-05-15,5,입출금예금,7787711
C100163,2026-05-15,5,정기예금,32613441
C100164,2026-05-15,5,적금,8468678
C100165,2026-05-15,5,적금,0
C100166,2026-05-15,5,정기예금,58093363
C100167,2026-05-15,5,적금,57414246
C100168,2026-05-15,5,입출금예금,81493018
C100169,2026-05-15,5,입출금예금,3785738
C100170,2026-05-15,5,입출금예금,31776843
C100171,2026-05-15,5,적금,50892294
C100172,2026-05-15,5,정기예금,31618031
C100173,2026-05-15,5,입출금예금,40570264
C100174,2026-05-15,5,입출금예금,44310935
C100175,2026-05-15,5,정기예금,20398854
C100176,2026-05-15,5,입출금예금,75854173
C100177,2026-05-15,5,정기예금,19321299
C100178,2026-05-15,5,입출금예금,69452101
C100179,2026-05-15,5,정기예금,2551943
C100180,2026-05-15,5,입출금예금,40772076
C100181,2026-05-15,5,적금,28058065
C100182,2026-05-15,5,적금,27322372
C100183,2026-05-15,5,정기예금,34690934
C100184,2026-05-15,5,적금,15200952
C100185,2026-05-15,5,입출금예금,30799722
C100186,2026-05-15,5,적금,3998210
C100187,2026-05-15,5,정기예금,9701376
C100188,2026-05-15,5,적금,83596655
C100189,2026-05-15,5,정기예금,14152882
C100190,2026-05-15,5,적금,67349406
C100191,2026-05-15,5,적금,76992979
C100192,2026-05-15,5,입출금예금,583399
C100193,2026-05-15,5,입출금예금,41536664
C100194,2026-05-15,5,정기예금,5429493
C100195,2026-05-15,5,적금,63080126
C100196,2026-05-15,5,정기예금,69252728
C100197,2026-05-15,5,적금,2843237
C100198,2026-05-15,5,적금,49707415
C100199,2026-05-15,5,적금,54178906
C100200,2026-05-15,5,정기예금,18036652
C100201,2026-05-15,5,입출금예금,74513197
C100202,2026-05-15,5,입출금예금,0
C100203,2026-05-15,5,정기예금,50155947
C100204,2026-05-15,5,정기예금,34726954
C100205,2026-05-15,5,입출금예금,10251134
C100206,2026-05-15,5,입출금예금,17333595
C100207,2026-05-15,5,입출금예금,59435051
C100208,2026-05-15,5,적금,1490002
C100209,2026-05-15,5,적금,61246356
C100210,2026-05-15,5,정기예금,65251743
C100211,2026-05-15,5,정기예금,30372527
C100212,2026-05-15,5,적금,60046884
C100213,2026-05-15,5,적금,15709017
C100214,2026-05-15,5,정기예금,71355412
C100215,2026-05-15,5,적금,78664437
C100216,2026-05-15,5,적금,68264005
C100217,2026-05-15,5,정기예금,24348591
C100218,2026-05-15,5,입출금예금,16302524
C100219,2026-05-15,5,입출금예금,37445819
C100220,2026-05-15,5,입출금예금,15365853
C100221,2026-05-15,5,입출금예금,49469634
C100222,2026-05-15,5,적금,38439222
C100223,2026-05-15,5,적금,73305562
C100224,2026-05-15,5,적금,20992269
C100225,2026-05-15,5,입출금예금,70216837
C100226,2026-05-15,5,적금,1842395
C100227,2026-05-15,5,정기예금,62157399
C100228,2026-05-15,5,입출금예금,40878882
C100229,2026-05-15,5,입출금예금,73305562
C100230,2026-05-15,5,정기예금,15939985
C100231,2026-05-15,5,입출금예금,70888828
C100232,2026-05-15,5,정기예금,3199875
C100233,2026-05-15,5,입출금예금,39199152
C100234,2026-05-15,5,적금,32701419
C100235,2026-05-15,5,입출금예금,13206483
C100236,2026-05-15,5,적금,74868709
C100237,2026-05-15,5,정기예금,16098369
C100238,2026-05-15,5,입출금예금,60131410
C100239,2026-05-15,5,적금,11084191
C100240,2026-05-15,5,적금,24093321
C100241,2026-05-15,5,적금,71033807
C100242,2026-05-15,5,적금,49026268
C100243,2026-05-15,5,정기예금,71251119
C100244,2026-05-15,5,입출금예금,22111115
C100245,2026-05-15,5,적금,32670083
C100246,2026-05-15,5,정기예금,4043622
C100247,2026-05-15,5,적금,76755534
C100248,2026-05-15,5,적금,32980908
C100249,2026-05-15,5,입출금예금,50854008
C100250,2026-05-15,5,입출금예금,60278009
C100251,2026-05-15,5,정기예금,61275042
C100252,2026-05-15,5,적금,62112381
C100253,2026-05-15,5,입출금예금,50977155
C100254,2026-05-15,5,적금,62635959
C100255,2026-05-15,5,적금,60370074
C100256,2026-05-15,5,정기예금,73305562
C100257,2026-05-15,5,정기예금,61045018
C100258,2026-05-15,5,적금,1314554
C100259,2026-05-15,5,정기예금,34587790
C100260,2026-05-15,5,정기예금,67524074
C100261,2026-05-15,5,정기예금,59536758
C100262,2026-05-15,5,정기예금,10344315
C100263,2026-05-15,5,입출금예금,71020057
C100264,2026-05-15,5,적금,65521875
C100265,2026-05-15,5,정기예금,58827624
C100266,2026-05-15,5,정기예금,10735953
C100267,2026-05-15,5,입출금예금,0
C100268,2026-05-15,5,적금,36053920
C100269,2026-05-15,5,입출금예금,55342883
C100270,2026-05-15,5,입출금예금,75723872
C100271,2026-05-15,5,정기예금,77523619
C100272,2026-05-15,5,입출금예금,37236148
C100273,2026-05-15,5,적금,0
C100274,2026-05-15,5,적금,56984963
C100275,2026-05-15,5,적금,46218321
C100276,2026-05-15,5,입출금예금,66501792
C100277,2026-05-15,5,정기예금,47569836
C100278,2026-05-15,5,적금,31594814
C100279,2026-05-15,5,적금,76454991
C100280,2026-05-15,5,적금,47116011
C100281,2026-05-15,5,정기예금,69105771
C100282,2026-05-15,5,정기예금,18381998
C100283,2026-05-15,5,적금,64306191
C100284,2026-05-15,5,입출금예금,19168832
C100285,2026-05-15,5,입출금예금,40872369
C100286,2026-05-15,5,입출금예금,7212249
C100287,2026-05-15,5,적금,1496578
C100288,2026-05-15,5,입출금예금,48109229
C100289,2026-05-15,5,정기예금,29355563
C100290,2026-05-15,5,입출금예금,75007375
C100291,2026-05-15,5,정기예금,9143347
C100292,2026-05-15,5,정기예금,59473228
C100293,2026-05-15,5,입출금예금,78846630
C100294,2026-05-15,5,입출금예금,35740289
C100295,2026-05-15,5,입출금예금,41870856
C100296,2026-05-15,5,입출금예금,21438236
C100297,2026-05-15,5,정기예금,25930451
C100298,2026-05-15,5,입출금예금,5899251
C100299,2026-05-15,5,입출금예금,10992618
C100300,2026-05-15,5,적금,61550696
C100301,2026-05-15,5,입출금예금,0
C100302,2026-05-15,5,정기예금,7608022
C100303,2026-05-15,5,적금,28732729
C100304,2026-05-15,5,입출금예금,48181927
C100305,2026-05-15,5,정기예금,34041122
C100306,2026-05-15,5,정기예금,77761995
C100307,2026-05-15,5,정기예금,59929435
C100308,2026-05-15,5,입출금예금,78672250
C100309,2026-05-15,5,적금,35694438
C100310,2026-05-15,5,입출금예금,33387450
C100311,2026-05-15,5,입출금예금,66104029
C100312,2026-05-15,5,적금,2347121
C100313,2026-05-15,5,정기예금,67685570
C100314,2026-05-15,5,입출금예금,36326441
C100315,2026-05-15,5,정기예금,55783409
C100316,2026-05-15,5,입출금예금,66101580
C100317,2026-05-15,5,정기예금,0
C100318,2026-05-15,5,정기예금,66323353
C100319,2026-05-15,5,정기예금,60750616
C100320,2026-05-15,5,입출금예금,8513709
C100321,2026-05-15,5,입출금예금,18330266
C100322,2026-05-15,5,입출금예금,43781365
C100323,2026-05-15,5,적금,72140662
C100324,2026-05-15,5,적금,40516936
C100325,2026-05-15,5,정기예금,50553646
C100326,2026-05-15,5,입출금예금,78769498
C100327,2026-05-15,5,정기예금,46268837
C100328,2026-05-15,5,적금,52183170
C100329,2026-05-15,5,입출금예금,59119614
C100330,2026-05-15,5,입출금예금,3574197
C100331,2026-05-15,5,입출금예금,5553494
C100332,2026-05-15,5,입출금예금,21758177
C100333,2026-05-15,5,정기예금,70347767
C100334,2026-05-15,5,적금,27742872
C100335,2026-05-15,5,정기예금,68889427
C100336,2026-05-15,5,적금,77998683
C100337,2026-05-15,5,정기예금,7984517
C100338,2026-05-15,5,적금,57405384
C100339,2026-05-15,5,입출금예금,50494045
C100340,2026-05-15,5,정기예금,10993154
C100341,2026-05-15,5,적금,892433
C100342,2026-05-15,5,정기예금,30057358
C100343,2026-05-15,5,적금,60245891
C100344,2026-05-15,5,입출금예금,64607617
C100345,2026-05-15,5,적금,52578574
C100346,2026-05-15,5,정기예금,42906405
C100347,2026-05-15,5,적금,27525991
C100348,2026-05-15,5,적금,31397436
C100349,2026-05-15,5,정기예금,49890524
C100350,2026-05-15,5,입출금예금,36965992
C100351,2026-05-15,5,입출금예금,43862573
C100352,2026-05-15,5,적금,43603578
C100353,2026-05-15,5,정기예금,59338395
C100354,2026-05-15,5,적금,16560594
C100355,2026-05-15,5,적금,16899826
C100356,2026-05-15,5,입출금예금,39544291
C100357,2026-05-15,5,입출금예금,0
C100358,2026-05-15,5,입출금예금,35062499
C100359,2026-05-15,5,정기예금,63414146
C100360,2026-05-15,5,정기예금,49331801
C100361,2026-05-15,5,정기예금,80349248
C100362,2026-05-15,5,적금,30079154
C100363,2026-05-15,5,적금,21414169
C100364,2026-05-15,5,정기예금,7499465
C100365,2026-05-15,5,입출금예금,42822459
C100366,2026-05-15,5,적금,31230775
C100367,2026-05-15,5,입출금예금,18322188
C100368,2026-05-15,5,정기예금,69409797
C100369,2026-05-15,5,적금,43435505
C100370,2026-05-15,5,적금,0
C100371,2026-05-15,5,적금,7293491
C100372,2026-05-15,5,입출금예금,62546282
C100373,2026-05-15,5,정기예금,24123559
C100374,2026-05-15,5,입출금예금,76931515
C100375,2026-05-15,5,정기예금,39569505
C100376,2026-05-15,5,정기예금,52891969
C100377,2026-05-15,5,적금,28989217
C100378,2026-05-15,5,적금,20813320
C100379,2026-05-15,5,정기예금,22457460
C100380,2026-05-15,5,정기예금,31719073
C100381,2026-05-15,5,정기예금,21930723
C100382,2026-05-15,5,입출금예금,3090075
C100383,2026-05-15,5,적금,21139623
C100384,2026-05-15,5,적금,73960311
C100385,2026-05-15,5,정기예금,50936639
C100386,2026-05-15,5,정기예금,49606211
C100387,2026-05-15,5,입출금예금,41502573
C100388,2026-05-15,5,정기예금,22837314
C100389,2026-05-15,5,정기예금,68798449
C100390,2026-05-15,5,정기예금,9488853
C100391,2026-05-15,5,적금,0
C100392,2026-05-15,5,적금,28108921
C100393,2026-05-15,5,적금,67976628
C100394,2026-05-15,5,정기예금,76034561
C100395,2026-05-15,5,적금,0
C100396,2026-05-15,5,입출금예금,701777
C100397,2026-05-15,5,적금,67685022
C100398,2026-05-15,5,적금,39411833
C100399,2026-05-15,5,정기예금,41891404
C100400,2026-05-15,5,정기예금,10979732
C100401,2026-05-15,5,정기예금,60943680
C100402,2026-05-15,5,적금,61459826
C100403,2026-05-15,5,정기예금,5027178
C100404,2026-05-15,5,정기예금,12899609
C100405,2026-05-15,5,적금,49488576
C100406,2026-05-15,5,정기예금,52479190
C100407,2026-05-15,5,적금,74444910
C100408,2026-05-15,5,적금,16174917
C100409,2026-05-15,5,정기예금,65048998
C100410,2026-05-15,5,적금,24781763
C100411,2026-05-15,5,입출금예금,17684672
C100412,2026-05-15,5,적금,78690162
C100413,2026-05-15,5,정기예금,73305562
C100414,2026-05-15,5,입출금예금,12827878
C100415,2026-05-15,5,입출금예금,1515322
C100416,2026-05-15,5,정기예금,47190084
C100417,2026-05-15,5,정기예금,11470743
C100418,2026-05-15,5,입출금예금,60383954
C100419,2026-05-15,5,적금,45776537
C100420,2026-05-15,5,적금,73165375
C100421,2026-05-15,5,입출금예금,67025679
C100422,2026-05-15,5,적금,36610195
C100423,2026-05-15,5,입출금예금,34150378
C100424,2026-05-15,5,정기예금,79348500
C100425,2026-05-15,5,정기예금,33797920
C100426,2026-05-15,5,입출금예금,74387731
C100427,2026-05-15,5,입출금예금,39891094
C100428,2026-05-15,5,적금,8171341
C100429,2026-05-15,5,적금,53385921
C100430,2026-05-15,5,입출금예금,26957038
C100431,2026-05-15,5,적금,16050854
C100432,2026-05-15,5,적금,26111667
C100433,2026-05-15,5,입출금예금,5370561
C100434,2026-05-15,5,정기예금,33092169
C100435,2026-05-15,5,입출금예금,62546214
C100436,2026-05-15,5,적금,48988861
C100437,2026-05-15,5,입출금예금,14188264
C100438,2026-05-15,5,입출금예금,42894996
C100439,2026-05-15,5,정기예금,64543649
C100440,2026-05-15,5,입출금예금,65530946
C100441,2026-05-15,5,정기예금,50827274
C100442,2026-05-15,5,정기예금,77913967
C100443,2026-05-15,5,적금,58572304
C100444,2026-05-15,5,입출금예금,26720324
C100445,2026-05-15,5,입출금예금,0
C100446,2026-05-15,5,적금,59207748
C100447,2026-05-15,5,입출금예금,73472200
C100448,2026-05-15,5,정기예금,0
C100449,2026-05-15,5,정기예금,43410973
C100450,2026-05-15,5,적금,80665223
C100451,2026-05-15,5,입출금예금,41455826
C100452,2026-05-15,5,정기예금,14970053
C100453,2026-05-15,5,정기예금,74877208
C100454,2026-05-15,5,정기예금,54053313
C100455,2026-05-15,5,적금,36702658
C100456,2026-05-15,5,정기예금,1819325
C100457,2026-05-15,5,적금,3505386
C100458,2026-05-15,5,적금,56092287
C100459,2026-05-15,5,적금,4750606
C100460,2026-05-15,5,적금,79633439
C100461,2026-05-15,5,적금,25089633
C100462,2026-05-15,5,입출금예금,63201814
C100463,2026-05-15,5,적금,72340749
C100464,2026-05-15,5,입출금예금,5220329
C100465,2026-05-15,5,입출금예금,47942543
C100466,2026-05-15,5,적금,8590451
C100467,2026-05-15,5,적금,76421707
C100468,2026-05-15,5,입출금예금,36280502
C100469,2026-05-15,5,적금,35218202
C100470,2026-05-15,5,적금,58449959
C100471,2026-05-15,5,입출금예금,15326341
C100472,2026-05-15,5,적금,67363708
C100473,2026-05-15,5,정기예금,22044131
C100474,2026-05-15,5,정기예금,8050419
C100475,2026-05-15,5,정기예금,33964436
C100476,2026-05-15,5,입출금예금,57782683
C100477,2026-05-15,5,정기예금,64495540
C100478,2026-05-15,5,정기예금,0
C100479,2026-05-15,5,정기예금,60077422
C100480,2026-05-15,5,적금,2632847
C100481,2026-05-15,5,정기예금,76042639
C100482,2026-05-15,5,정기예금,73439801
C100483,2026-05-15,5,정기예금,55626210
C100484,2026-05-15,5,적금,48190630
C100485,2026-05-15,5,적금,39211786
C100486,2026-05-15,5,입출금예금,78066482
C100487,2026-05-15,5,정기예금,36425800
C100488,2026-05-15,5,정기예금,33851410
C100489,2026-05-15,5,적금,42277435
C100490,2026-05-15,5,적금,18597733
C100491,2026-05-15,5,정기예금,24932959
C100492,2026-05-15,5,정기예금,24581998
C100493,2026-05-15,5,정기예금,18781119
C100494,2026-05-15,5,정기예금,55001655
C100495,2026-05-15,5,입출금예금,49587027
C100496,2026-05-15,5,입출금예금,18651002
C100497,2026-05-15,5,입출금예금,54284187
C100498,2026-05-15,5,입출금예금,49454439
C100499,2026-05-15,5,입출금예금,15581579
C100500,2026-05-15,5,적금,65553669
