고객ID,기준일자,주차,상품구분,수신잔액
C100101,2026-06-19,10,적금,37141693
C100102,2026-06-19,10,정기예금,49370327
C100103,2026-06-19,10,입출금예금,67246118
C100104,2026-06-19,10,적금,66089537
C100105,2026-06-19,10,입출금예금,37213831
C100106,2026-06-19,10,입출금예금,23190640
C100107,2026-06-19,10,입출금예금,70507867
C100108,2026-06-19,10,적금,3765575
C100109,2026-06-19,10,입출금예금,61447762
C100110,2026-06-19,10,입출금예금,26387943
C100111,2026-06-19,10,정기예금,38728080
C100112,2026-06-19,10,정기예금,32048035
C100113,2026-06-19,10,정기예금,24708929
C100114,2026-06-19,10,입출금예금,10971173
C100115,2026-06-19,10,적금,64443080
C100116,2026-06-19,10,입출금예금,39885059
C100117,2026-06-19,10,입출금예금,61805254
C100118,2026-06-19,10,정기예금,56578034
C100119,2026-06-19,10,입출금예금,45389491
C100120,2026-06-19,10,적금,44342787
C100121,2026-06-19,10,입출금예금,58491132
C100122,2026-06-19,10,입출금예금,72509942
C100123,2026-06-19,10,입출금예금,31759634
C100124,2026-06-19,10,입출금예금,35289833
C100125,2026-06-19,10,적금,22482204
C100126,2026-06-19,10,입출금예금,0
C100127,2026-06-19,10,입출금예금,84486267
C100128,2026-06-19,10,적금,39661896
C100129,2026-06-19,10,적금,48711221
C100130,2026-06-19,10,적금,46984279
C100131,2026-06-19,10,적금,37394476
C100132,2026-06-19,10,정기예금,66829729
C100133,2026-06-19,10,적금,67208992
C100134,2026-06-19,10,적금,26346615
C100135,2026-06-19,10,정기예금,23588039
C100136,2026-06-19,10,입출금예금,63827948
C100137,2026-06-19,10,정기예금,21851088
C100138,2026-06-19,10,적금,80022566
C100139,2026-06-19,10,정기예금,79998125
C100140,2026-06-19,10,입출금예금,45547313
C100141,2026-06-19,10,입출금예금,24676808
C100142,2026-06-19,10,입출금예금,45023706
C100143,2026-06-19,10,정기예금,33663562
C100144,2026-06-19,10,적금,9375267
C100145,2026-06-19,10,적금,39607617
C100146,2026-06-19,10,적금,29467716
C100147,2026-06-19,10,정기예금,0
C100148,2026-06-19,10,적금,37521797
C100149,2026-06-19,10,입출금예금,6132259
C100150,2026-06-19,10,입출금예금,74198172
C100151,2026-06-19,10,입출금예금,53177679
C100152,2026-06-19,10,적금,58567763
C100153,2026-06-19,10,입출금예금,76203673
C100154,2026-06-19,10,정기예금,33127078
C100155,2026-06-19,10,입출금예금,22258421
C100156,2026-06-19,10,적금,0
C100157,2026-06-19,10,적금,28336430
C100158,2026-06-19,10,입출금예금,5775338
C100159,2026-06-19,10,정기예금,10309775
C100160,2026-06-19,10,입출금예금,56227479
C100161,2026-06-19,10,입출금예금,42183148
C100162,2026-06-19,10,입출금예금,8488941
C100163,2026-06-19,10,정기예금,32610015
C100164,2026-06-19,10,적금,9005149
C100165,2026-06-19,10,적금,0
C100166,2026-06-19,10,정기예금,57407752
C100167,2026-06-19,10,적금,58733149
C100168,2026-06-19,10,입출금예금,83501342
C100169,2026-06-19,10,입출금예금,3745095
C100170,2026-06-19,10,입출금예금,33029161
C100171,2026-06-19,10,적금,50854445
C100172,2026-06-19,10,정기예금,33634038
C100173,2026-06-19,10,입출금예금,42413945
C100174,2026-06-19,10,입출금예금,43393200
C100175,2026-06-19,10,정기예금,19058523
C100176,2026-06-19,10,입출금예금,76433560
C100177,2026-06-19,10,정기예금,17276707
C100178,2026-06-19,10,입출금예금,71489760
C100179,2026-06-19,10,정기예금,2718234
C100180,2026-06-19,10,입출금예금,42393811
C100181,2026-06-19,10,적금,28009853
C100182,2026-06-19,10,적금,27000701
C100183,2026-06-19,10,정기예금,36421925
C100184,2026-06-19,10,적금,15175507
C100185,2026-06-19,10,입출금예금,33398492
C100186,2026-06-19,10,적금,4126189
C100187,2026-06-19,10,정기예금,10207996
C100188,2026-06-19,10,적금,79575967
C100189,2026-06-19,10,정기예금,13474774
C100190,2026-06-19,10,적금,70724989
C100191,2026-06-19,10,적금,80528817
C100192,2026-06-19,10,입출금예금,597732
C100193,2026-06-19,10,입출금예금,42786336
C100194,2026-06-19,10,정기예금,5246729
C100195,2026-06-19,10,적금,65301863
C100196,2026-06-19,10,정기예금,75485381
C100197,2026-06-19,10,적금,2927328
C100198,2026-06-19,10,적금,52580441
C100199,2026-06-19,10,적금,53414923
C100200,2026-06-19,10,정기예금,19305426
C100201,2026-06-19,10,입출금예금,85099418
C100202,2026-06-19,10,입출금예금,0
C100203,2026-06-19,10,정기예금,48634280
C100204,2026-06-19,10,정기예금,34885849
C100205,2026-06-19,10,입출금예금,9611428
C100206,2026-06-19,10,입출금예금,16207225
C100207,2026-06-19,10,입출금예금,59438323
C100208,2026-06-19,10,적금,1404036
C100209,2026-06-19,10,적금,67693274
C100210,2026-06-19,10,정기예금,66703204
C100211,2026-06-19,10,정기예금,30119898
C100212,2026-06-19,10,적금,54821785
C100213,2026-06-19,10,적금,15866735
C100214,2026-06-19,10,정기예금,72734672
C100215,2026-06-19,10,적금,78344598
C100216,2026-06-19,10,적금,72385181
C100217,2026-06-19,10,정기예금,26314489
C100218,2026-06-19,10,입출금예금,15509742
C100219,2026-06-19,10,입출금예금,41561106
C100220,2026-06-19,10,입출금예금,15705575
C100221,2026-06-19,10,입출금예금,52219775
C100222,2026-06-19,10,적금,40712406
C100223,2026-06-19,10,적금,56722446
C100224,2026-06-19,10,적금,21642712
C100225,2026-06-19,10,입출금예금,74137524
C100226,2026-06-19,10,적금,2026177
C100227,2026-06-19,10,정기예금,65160718
C100228,2026-06-19,10,입출금예금,42572665
C100229,2026-06-19,10,입출금예금,56722446
C100230,2026-06-19,10,정기예금,15604834
C100231,2026-06-19,10,입출금예금,74601570
C100232,2026-06-19,10,정기예금,3392421
C100233,2026-06-19,10,입출금예금,40208554
C100234,2026-06-19,10,적금,31827593
C100235,2026-06-19,10,입출금예금,13071223
C100236,2026-06-19,10,적금,71339421
C100237,2026-06-19,10,정기예금,16561207
C100238,2026-06-19,10,입출금예금,60442884
C100239,2026-06-19,10,적금,11576393
C100240,2026-06-19,10,적금,22539549
C100241,2026-06-19,10,적금,73849853
C100242,2026-06-19,10,적금,44986644
C100243,2026-06-19,10,정기예금,73330290
C100244,2026-06-19,10,입출금예금,20655939
C100245,2026-06-19,10,적금,33091290
C100246,2026-06-19,10,정기예금,4300586
C100247,2026-06-19,10,적금,79589569
C100248,2026-06-19,10,적금,32125728
C100249,2026-06-19,10,입출금예금,53395403
C100250,2026-06-19,10,입출금예금,67942016
C100251,2026-06-19,10,정기예금,67080708
C100252,2026-06-19,10,적금,65379030
C100253,2026-06-19,10,입출금예금,55493393
C100254,2026-06-19,10,적금,59084825
C100255,2026-06-19,10,적금,58971619
C100256,2026-06-19,10,정기예금,56722446
C100257,2026-06-19,10,정기예금,63479595
C100258,2026-06-19,10,적금,1284965
C100259,2026-06-19,10,정기예금,34789845
C100260,2026-06-19,10,정기예금,71557065
C100261,2026-06-19,10,정기예금,60719517
C100262,2026-06-19,10,정기예금,11382030
C100263,2026-06-19,10,입출금예금,72547233
C100264,2026-06-19,10,적금,67050813
C100265,2026-06-19,10,정기예금,60644780
C100266,2026-06-19,10,정기예금,11320945
C100267,2026-06-19,10,입출금예금,0
C100268,2026-06-19,10,적금,34520988
C100269,2026-06-19,10,입출금예금,52042990
C100270,2026-06-19,10,입출금예금,77039007
C100271,2026-06-19,10,정기예금,69105899
C100272,2026-06-19,10,입출금예금,39452022
C100273,2026-06-19,10,적금,0
C100274,2026-06-19,10,적금,54050588
C100275,2026-06-19,10,적금,46601877
C100276,2026-06-19,10,입출금예금,64521799
C100277,2026-06-19,10,정기예금,52493849
C100278,2026-06-19,10,적금,31071353
C100279,2026-06-19,10,적금,78490174
C100280,2026-06-19,10,적금,49850701
C100281,2026-06-19,10,정기예금,69861397
C100282,2026-06-19,10,정기예금,18996336
C100283,2026-06-19,10,적금,64265328
C100284,2026-06-19,10,입출금예금,19400176
C100285,2026-06-19,10,입출금예금,38331086
C100286,2026-06-19,10,입출금예금,7599183
C100287,2026-06-19,10,적금,1474187
C100288,2026-06-19,10,입출금예금,47749239
C100289,2026-06-19,10,정기예금,30048726
C100290,2026-06-19,10,입출금예금,73996939
C100291,2026-06-19,10,정기예금,9115967
C100292,2026-06-19,10,정기예금,55402084
C100293,2026-06-19,10,입출금예금,82421620
C100294,2026-06-19,10,입출금예금,35281849
C100295,2026-06-19,10,입출금예금,44118621
C100296,2026-06-19,10,입출금예금,21259096
C100297,2026-06-19,10,정기예금,25104193
C100298,2026-06-19,10,입출금예금,5806440
C100299,2026-06-19,10,입출금예금,11186007
C100300,2026-06-19,10,적금,57856522
C100301,2026-06-19,10,입출금예금,0
C100302,2026-06-19,10,정기예금,7351896
C100303,2026-06-19,10,적금,30517468
C100304,2026-06-19,10,입출금예금,55111720
C100305,2026-06-19,10,정기예금,35553459
C100306,2026-06-19,10,정기예금,75632553
C100307,2026-06-19,10,정기예금,54411003
C100308,2026-06-19,10,입출금예금,81159439
C100309,2026-06-19,10,적금,37071783
C100310,2026-06-19,10,입출금예금,34305042
C100311,2026-06-19,10,입출금예금,68435289
C100312,2026-06-19,10,적금,2523112
C100313,2026-06-19,10,정기예금,69486396
C100314,2026-06-19,10,입출금예금,37147769
C100315,2026-06-19,10,정기예금,55607342
C100316,2026-06-19,10,입출금예금,65443916
C100317,2026-06-19,10,정기예금,0
C100318,2026-06-19,10,정기예금,62921716
C100319,2026-06-19,10,정기예금,59844682
C100320,2026-06-19,10,입출금예금,8675269
C100321,2026-06-19,10,입출금예금,19952107
C100322,2026-06-19,10,입출금예금,46951945
C100323,2026-06-19,10,적금,67863737
C100324,2026-06-19,10,적금,38426147
C100325,2026-06-19,10,정기예금,55393903
C100326,2026-06-19,10,입출금예금,80202453
C100327,2026-06-19,10,정기예금,40848717
C100328,2026-06-19,10,적금,49578432
C100329,2026-06-19,10,입출금예금,60648768
C100330,2026-06-19,10,입출금예금,3398620
C100331,2026-06-19,10,입출금예금,6201618
C100332,2026-06-19,10,입출금예금,22572507
C100333,2026-06-19,10,정기예금,70820883
C100334,2026-06-19,10,적금,28276761
C100335,2026-06-19,10,정기예금,67041143
C100336,2026-06-19,10,적금,74540342
C100337,2026-06-19,10,정기예금,8189656
C100338,2026-06-19,10,적금,58709403
C100339,2026-06-19,10,입출금예금,54768261
C100340,2026-06-19,10,정기예금,11456213
C100341,2026-06-19,10,적금,983545
C100342,2026-06-19,10,정기예금,29429440
C100343,2026-06-19,10,적금,61206761
C100344,2026-06-19,10,입출금예금,66324973
C100345,2026-06-19,10,적금,56661005
C100346,2026-06-19,10,정기예금,42645437
C100347,2026-06-19,10,적금,28041195
C100348,2026-06-19,10,적금,30284721
C100349,2026-06-19,10,정기예금,45176902
C100350,2026-06-19,10,입출금예금,38230028
C100351,2026-06-19,10,입출금예금,40261381
C100352,2026-06-19,10,적금,40710538
C100353,2026-06-19,10,정기예금,55592831
C100354,2026-06-19,10,적금,15820123
C100355,2026-06-19,10,적금,17524207
C100356,2026-06-19,10,입출금예금,39550719
C100357,2026-06-19,10,입출금예금,0
C100358,2026-06-19,10,입출금예금,37195602
C100359,2026-06-19,10,정기예금,64979278
C100360,2026-06-19,10,정기예금,50777611
C100361,2026-06-19,10,정기예금,86002639
C100362,2026-06-19,10,적금,33419627
C100363,2026-06-19,10,적금,22161702
C100364,2026-06-19,10,정기예금,7616531
C100365,2026-06-19,10,입출금예금,42087601
C100366,2026-06-19,10,적금,33892459
C100367,2026-06-19,10,입출금예금,18375383
C100368,2026-06-19,10,정기예금,65623094
C100369,2026-06-19,10,적금,46974740
C100370,2026-06-19,10,적금,0
C100371,2026-06-19,10,적금,7762429
C100372,2026-06-19,10,입출금예금,62097187
C100373,2026-06-19,10,정기예금,24406207
C100374,2026-06-19,10,입출금예금,80299123
C100375,2026-06-19,10,정기예금,42307909
C100376,2026-06-19,10,정기예금,48908381
C100377,2026-06-19,10,적금,28240944
C100378,2026-06-19,10,적금,18973564
C100379,2026-06-19,10,정기예금,22687804
C100380,2026-06-19,10,정기예금,28565584
C100381,2026-06-19,10,정기예금,21078474
C100382,2026-06-19,10,입출금예금,3350089
C100383,2026-06-19,10,적금,22664358
C100384,2026-06-19,10,적금,73870719
C100385,2026-06-19,10,정기예금,53199028
C100386,2026-06-19,10,정기예금,50806614
C100387,2026-06-19,10,입출금예금,42693593
C100388,2026-06-19,10,정기예금,23516632
C100389,2026-06-19,10,정기예금,76511761
C100390,2026-06-19,10,정기예금,10060779
C100391,2026-06-19,10,적금,0
C100392,2026-06-19,10,적금,28249087
C100393,2026-06-19,10,적금,64640547
C100394,2026-06-19,10,정기예금,75805923
C100395,2026-06-19,10,적금,0
C100396,2026-06-19,10,입출금예금,745763
C100397,2026-06-19,10,적금,68896767
C100398,2026-06-19,10,적금,39750130
C100399,2026-06-19,10,정기예금,40094218
C100400,2026-06-19,10,정기예금,10951471
C100401,2026-06-19,10,정기예금,63886182
C100402,2026-06-19,10,적금,62129936
C100403,2026-06-19,10,정기예금,5637058
C100404,2026-06-19,10,정기예금,13295546
C100405,2026-06-19,10,적금,47159247
C100406,2026-06-19,10,정기예금,54834197
C100407,2026-06-19,10,적금,80418812
C100408,2026-06-19,10,적금,16356795
C100409,2026-06-19,10,정기예금,67072008
C100410,2026-06-19,10,적금,25193233
C100411,2026-06-19,10,입출금예금,18720373
C100412,2026-06-19,10,적금,84945404
C100413,2026-06-19,10,정기예금,56722446
C100414,2026-06-19,10,입출금예금,12235239
C100415,2026-06-19,10,입출금예금,1552852
C100416,2026-06-19,10,정기예금,50337589
C100417,2026-06-19,10,정기예금,11544030
C100418,2026-06-19,10,입출금예금,53335004
C100419,2026-06-19,10,적금,47310013
C100420,2026-06-19,10,적금,72416701
C100421,2026-06-19,10,입출금예금,65060428
C100422,2026-06-19,10,적금,37057287
C100423,2026-06-19,10,입출금예금,37710927
C100424,2026-06-19,10,정기예금,76461050
C100425,2026-06-19,10,정기예금,33570853
C100426,2026-06-19,10,입출금예금,73460503
C100427,2026-06-19,10,입출금예금,38743717
C100428,2026-06-19,10,적금,8290296
C100429,2026-06-19,10,적금,54278424
C100430,2026-06-19,10,입출금예금,26151016
C100431,2026-06-19,10,적금,16163205
C100432,2026-06-19,10,적금,25873920
C100433,2026-06-19,10,입출금예금,5851805
C100434,2026-06-19,10,정기예금,36283867
C100435,2026-06-19,10,입출금예금,64610734
C100436,2026-06-19,10,적금,47929306
C100437,2026-06-19,10,입출금예금,14381633
C100438,2026-06-19,10,입출금예금,43472012
C100439,2026-06-19,10,정기예금,66446345
C100440,2026-06-19,10,입출금예금,72037896
C100441,2026-06-19,10,정기예금,48547449
C100442,2026-06-19,10,정기예금,81301499
C100443,2026-06-19,10,적금,61767474
C100444,2026-06-19,10,입출금예금,27045535
C100445,2026-06-19,10,입출금예금,0
C100446,2026-06-19,10,적금,58123201
C100447,2026-06-19,10,입출금예금,75882773
C100448,2026-06-19,10,정기예금,0
C100449,2026-06-19,10,정기예금,42899353
C100450,2026-06-19,10,적금,74788377
C100451,2026-06-19,10,입출금예금,44582526
C100452,2026-06-19,10,정기예금,15579956
C100453,2026-06-19,10,정기예금,80430001
C100454,2026-06-19,10,정기예금,52503415
C100455,2026-06-19,10,적금,37605850
C100456,2026-06-19,10,정기예금,1736528
C100457,2026-06-19,10,적금,3574977
C100458,2026-06-19,10,적금,54025974
C100459,2026-06-19,10,적금,4569787
C100460,2026-06-19,10,적금,78484403
C100461,2026-06-19,10,적금,25611280
C100462,2026-06-19,10,입출금예금,64607670
C100463,2026-06-19,10,적금,71789405
C100464,2026-06-19,10,입출금예금,4972089
C100465,2026-06-19,10,입출금예금,52956696
C100466,2026-06-19,10,적금,8773496
C100467,2026-06-19,10,적금,77198902
C100468,2026-06-19,10,입출금예금,35276876
C100469,2026-06-19,10,적금,35916428
C100470,2026-06-19,10,적금,54917730
C100471,2026-06-19,10,입출금예금,15700732
C100472,2026-06-19,10,적금,64759148
C100473,2026-06-19,10,정기예금,19848041
C100474,2026-06-19,10,정기예금,7648677
C100475,2026-06-19,10,정기예금,28769753
C100476,2026-06-19,10,입출금예금,60231149
C100477,2026-06-19,10,정기예금,64314775
C100478,2026-06-19,10,정기예금,0
C100479,2026-06-19,10,정기예금,60407828
C100480,2026-06-19,10,적금,2558743
C100481,2026-06-19,10,정기예금,76687025
C100482,2026-06-19,10,정기예금,76290739
C100483,2026-06-19,10,정기예금,58933188
C100484,2026-06-19,10,적금,50714382
C100485,2026-06-19,10,적금,38928997
C100486,2026-06-19,10,입출금예금,78167259
C100487,2026-06-19,10,정기예금,36278700
C100488,2026-06-19,10,정기예금,33261711
C100489,2026-06-19,10,적금,44177541
C100490,2026-06-19,10,적금,19978228
C100491,2026-06-19,10,정기예금,23363814
C100492,2026-06-19,10,정기예금,23190741
C100493,2026-06-19,10,정기예금,18655396
C100494,2026-06-19,10,정기예금,55594334
C100495,2026-06-19,10,입출금예금,48957202
C100496,2026-06-19,10,입출금예금,17757319
C100497,2026-06-19,10,입출금예금,54497626
C100498,2026-06-19,10,입출금예금,50118747
C100499,2026-06-19,10,입출금예금,16570553
C100500,2026-06-19,10,적금,70922779
