고객ID,기준일자,주차,카드구분,사용금액,사용건수
C100066,2026-06-19,10,체크카드,1331973,27
C100067,2026-06-19,10,신용카드,3362904,67
C100068,2026-06-19,10,체크카드,3209481,64
C100069,2026-06-19,10,신용카드,3372309,67
C100070,2026-06-19,10,체크카드,918993,18
C100071,2026-06-19,10,신용카드,324943,6
C100072,2026-06-19,10,체크카드,3236018,65
C100073,2026-06-19,10,신용카드,906289,18
C100074,2026-06-19,10,신용카드,3603711,72
C100075,2026-06-19,10,신용카드,2897796,58
C100076,2026-06-19,10,체크카드,3121482,62
C100077,2026-06-19,10,체크카드,1624130,32
C100078,2026-06-19,10,체크카드,1831039,37
C100079,2026-06-19,10,체크카드,0,0
C100080,2026-06-19,10,신용카드,2044092,41
C100081,2026-06-19,10,신용카드,1415112,28
C100082,2026-06-19,10,신용카드,413286,8
C100083,2026-06-19,10,신용카드,1124315,22
C100084,2026-06-19,10,신용카드,1964886,39
C100085,2026-06-19,10,체크카드,0,0
C100086,2026-06-19,10,체크카드,2095188,42
C100087,2026-06-19,10,신용카드,0,0
C100088,2026-06-19,10,신용카드,0,0
C100089,2026-06-19,10,체크카드,1160465,23
C100090,2026-06-19,10,신용카드,535123,11
C100091,2026-06-19,10,체크카드,3507264,70
C100092,2026-06-19,10,신용카드,3643052,73
C100093,2026-06-19,10,체크카드,769274,15
C100094,2026-06-19,10,신용카드,2533357,51
C100095,2026-06-19,10,체크카드,766432,15
C100096,2026-06-19,10,신용카드,1355376,27
C100097,2026-06-19,10,신용카드,3644061,73
C100098,2026-06-19,10,체크카드,1504937,30
C100099,2026-06-19,10,체크카드,425847,9
C100100,2026-06-19,10,체크카드,1519733,30
C100101,2026-06-19,10,체크카드,3232780,65
C100102,2026-06-19,10,신용카드,3830220,77
C100103,2026-06-19,10,체크카드,3037890,61
C100104,2026-06-19,10,신용카드,3145500,63
C100105,2026-06-19,10,체크카드,75307,2
C100106,2026-06-19,10,체크카드,75076,2
C100107,2026-06-19,10,체크카드,1271086,25
C100108,2026-06-19,10,체크카드,1420112,28
C100109,2026-06-19,10,신용카드,1897749,38
C100110,2026-06-19,10,체크카드,1144874,23
C100111,2026-06-19,10,신용카드,3749010,75
C100112,2026-06-19,10,신용카드,0,0
C100113,2026-06-19,10,신용카드,2871866,57
C100114,2026-06-19,10,체크카드,3702240,74
C100115,2026-06-19,10,체크카드,4203228,84
C100116,2026-06-19,10,신용카드,1238134,25
C100117,2026-06-19,10,신용카드,186201,4
C100118,2026-06-19,10,신용카드,505479,10
C100119,2026-06-19,10,신용카드,843254,17
C100120,2026-06-19,10,체크카드,111042,2
C100121,2026-06-19,10,체크카드,827558,17
C100122,2026-06-19,10,신용카드,446595,9
C100123,2026-06-19,10,체크카드,0,0
C100124,2026-06-19,10,체크카드,877537,18
C100125,2026-06-19,10,신용카드,894229,18
C100126,2026-06-19,10,신용카드,3233162,65
C100127,2026-06-19,10,신용카드,2225129,45
C100128,2026-06-19,10,신용카드,3929074,79
C100129,2026-06-19,10,신용카드,2950559,59
C100130,2026-06-19,10,신용카드,2923531,58
C100131,2026-06-19,10,신용카드,1926478,39
C100132,2026-06-19,10,신용카드,295508,6
C100133,2026-06-19,10,신용카드,557377,11
C100134,2026-06-19,10,체크카드,0,0
C100135,2026-06-19,10,체크카드,1566939,31
C100136,2026-06-19,10,체크카드,2423016,48
C100137,2026-06-19,10,신용카드,673047,13
C100138,2026-06-19,10,체크카드,2633616,53
C100139,2026-06-19,10,체크카드,3380625,68
C100140,2026-06-19,10,체크카드,4484361,90
C100141,2026-06-19,10,신용카드,1554434,31
C100142,2026-06-19,10,신용카드,2393160,48
C100143,2026-06-19,10,신용카드,3004453,60
C100144,2026-06-19,10,신용카드,3917618,78
C100145,2026-06-19,10,체크카드,2479503,50
C100146,2026-06-19,10,체크카드,3948455,79
C100147,2026-06-19,10,체크카드,583799,12
C100148,2026-06-19,10,신용카드,1743629,35
C100149,2026-06-19,10,신용카드,3069366,61
C100150,2026-06-19,10,체크카드,4209705,84
C100151,2026-06-19,10,신용카드,0,0
C100152,2026-06-19,10,체크카드,2998385,60
C100153,2026-06-19,10,신용카드,1183320,24
C100154,2026-06-19,10,신용카드,3399036,68
C100155,2026-06-19,10,신용카드,3254131,65
C100156,2026-06-19,10,체크카드,3234062,65
C100157,2026-06-19,10,신용카드,2129919,43
C100158,2026-06-19,10,신용카드,3137741,63
C100159,2026-06-19,10,체크카드,0,0
C100160,2026-06-19,10,체크카드,1642270,33
C100161,2026-06-19,10,체크카드,1832984,37
C100162,2026-06-19,10,신용카드,2889210,58
C100163,2026-06-19,10,체크카드,0,0
C100164,2026-06-19,10,체크카드,0,0
C100165,2026-06-19,10,체크카드,2843708,57
C100166,2026-06-19,10,체크카드,219397,4
C100167,2026-06-19,10,체크카드,1005535,20
C100168,2026-06-19,10,체크카드,3190511,64
C100169,2026-06-19,10,신용카드,166367,3
C100170,2026-06-19,10,신용카드,0,0
C100171,2026-06-19,10,신용카드,0,0
C100172,2026-06-19,10,체크카드,1206297,24
C100173,2026-06-19,10,체크카드,2608371,52
C100174,2026-06-19,10,체크카드,0,0
C100175,2026-06-19,10,체크카드,0,0
C100176,2026-06-19,10,체크카드,1882783,38
C100177,2026-06-19,10,체크카드,660393,13
C100178,2026-06-19,10,체크카드,0,0
C100179,2026-06-19,10,체크카드,2723818,54
C100180,2026-06-19,10,신용카드,845110,17
C100181,2026-06-19,10,체크카드,481809,10
C100182,2026-06-19,10,체크카드,0,0
C100183,2026-06-19,10,체크카드,3085116,62
C100184,2026-06-19,10,체크카드,0,0
C100185,2026-06-19,10,신용카드,3548749,71
C100186,2026-06-19,10,신용카드,4689301,94
C100187,2026-06-19,10,신용카드,0,0
C100188,2026-06-19,10,체크카드,0,0
C100189,2026-06-19,10,신용카드,304311,6
C100190,2026-06-19,10,신용카드,1931963,39
C100191,2026-06-19,10,신용카드,260614,5
C100192,2026-06-19,10,신용카드,2941673,59
C100193,2026-06-19,10,신용카드,1151363,23
C100194,2026-06-19,10,체크카드,2378291,48
C100195,2026-06-19,10,신용카드,2956307,59
C100196,2026-06-19,10,체크카드,0,0
C100197,2026-06-19,10,신용카드,678819,14
C100198,2026-06-19,10,체크카드,1720288,34
C100199,2026-06-19,10,체크카드,0,0
C100200,2026-06-19,10,신용카드,594263,12
C100201,2026-06-19,10,신용카드,0,0
C100202,2026-06-19,10,신용카드,2136762,43
C100203,2026-06-19,10,신용카드,0,0
C100204,2026-06-19,10,신용카드,4486458,90
C100205,2026-06-19,10,체크카드,927061,19
C100206,2026-06-19,10,신용카드,2644622,53
C100207,2026-06-19,10,신용카드,1072187,21
C100208,2026-06-19,10,신용카드,649190,13
C100209,2026-06-19,10,체크카드,3516172,70
C100210,2026-06-19,10,신용카드,2413506,48
C100211,2026-06-19,10,체크카드,1726260,35
C100212,2026-06-19,10,체크카드,911283,18
C100213,2026-06-19,10,체크카드,3860179,77
C100214,2026-06-19,10,신용카드,1891242,38
C100215,2026-06-19,10,체크카드,0,0
C100216,2026-06-19,10,신용카드,506362,10
C100217,2026-06-19,10,신용카드,4629562,93
C100218,2026-06-19,10,체크카드,1105224,22
C100219,2026-06-19,10,체크카드,4143432,83
C100220,2026-06-19,10,신용카드,1405721,28
C100221,2026-06-19,10,체크카드,2091958,42
C100222,2026-06-19,10,신용카드,2779752,56
C100223,2026-06-19,10,신용카드,501169,10
C100224,2026-06-19,10,체크카드,968880,19
C100225,2026-06-19,10,신용카드,1881633,38
C100226,2026-06-19,10,신용카드,0,0
C100227,2026-06-19,10,체크카드,3063773,61
C100228,2026-06-19,10,신용카드,3119916,62
C100229,2026-06-19,10,체크카드,0,0
C100230,2026-06-19,10,신용카드,1026988,21
C100231,2026-06-19,10,체크카드,952553,19
C100232,2026-06-19,10,체크카드,0,0
C100233,2026-06-19,10,신용카드,1693406,34
C100234,2026-06-19,10,신용카드,474386,9
C100235,2026-06-19,10,체크카드,2613579,52
C100236,2026-06-19,10,체크카드,3287061,66
C100237,2026-06-19,10,신용카드,109861,2
C100238,2026-06-19,10,체크카드,1991593,40
C100239,2026-06-19,10,체크카드,0,0
C100240,2026-06-19,10,체크카드,343110,7
C100241,2026-06-19,10,체크카드,2152947,43
C100242,2026-06-19,10,체크카드,1459816,29
C100243,2026-06-19,10,신용카드,0,0
C100244,2026-06-19,10,신용카드,943316,19
C100245,2026-06-19,10,신용카드,0,0
C100246,2026-06-19,10,체크카드,2036900,41
C100247,2026-06-19,10,체크카드,2577952,52
C100248,2026-06-19,10,체크카드,1206344,24
C100249,2026-06-19,10,신용카드,2112409,42
C100250,2026-06-19,10,신용카드,3455439,69
C100251,2026-06-19,10,신용카드,0,0
C100252,2026-06-19,10,신용카드,1634926,33
C100253,2026-06-19,10,신용카드,2308725,46
C100254,2026-06-19,10,신용카드,1839891,37
C100255,2026-06-19,10,신용카드,3163230,63
C100256,2026-06-19,10,체크카드,2867660,57
C100257,2026-06-19,10,체크카드,1866787,37
C100258,2026-06-19,10,신용카드,2472049,49
C100259,2026-06-19,10,체크카드,623806,12
C100260,2026-06-19,10,신용카드,0,0
C100261,2026-06-19,10,신용카드,939050,19
C100262,2026-06-19,10,체크카드,2358014,47
C100263,2026-06-19,10,신용카드,1618013,32
C100264,2026-06-19,10,체크카드,1561665,31
C100265,2026-06-19,10,체크카드,3311357,66
C100266,2026-06-19,10,체크카드,1506259,30
C100267,2026-06-19,10,신용카드,3448992,69
C100268,2026-06-19,10,체크카드,1989609,40
C100269,2026-06-19,10,신용카드,1768584,35
C100270,2026-06-19,10,체크카드,0,0
C100271,2026-06-19,10,체크카드,714477,14
C100272,2026-06-19,10,신용카드,3065234,61
C100273,2026-06-19,10,체크카드,3010641,60
C100274,2026-06-19,10,체크카드,3426464,69
C100275,2026-06-19,10,신용카드,2315768,46
C100276,2026-06-19,10,체크카드,414864,8
C100277,2026-06-19,10,체크카드,0,0
C100278,2026-06-19,10,체크카드,2825083,57
C100279,2026-06-19,10,신용카드,0,0
C100280,2026-06-19,10,체크카드,3564878,71
C100281,2026-06-19,10,신용카드,4069845,81
C100282,2026-06-19,10,신용카드,952376,19
C100283,2026-06-19,10,신용카드,0,0
C100284,2026-06-19,10,체크카드,1892629,38
C100285,2026-06-19,10,체크카드,2754481,55
C100286,2026-06-19,10,체크카드,2047119,41
C100287,2026-06-19,10,체크카드,0,0
C100288,2026-06-19,10,체크카드,0,0
C100289,2026-06-19,10,신용카드,1445847,29
C100290,2026-06-19,10,체크카드,409012,8
C100291,2026-06-19,10,신용카드,3732823,75
C100292,2026-06-19,10,체크카드,3424930,68
C100293,2026-06-19,10,체크카드,2238813,45
C100294,2026-06-19,10,체크카드,2481285,50
C100295,2026-06-19,10,신용카드,2716048,54
C100296,2026-06-19,10,체크카드,0,0
C100297,2026-06-19,10,체크카드,0,0
C100298,2026-06-19,10,신용카드,3755343,75
C100299,2026-06-19,10,신용카드,0,0
C100300,2026-06-19,10,체크카드,334058,7
C100301,2026-06-19,10,신용카드,0,0
C100302,2026-06-19,10,신용카드,326888,7
C100303,2026-06-19,10,체크카드,1239996,25
C100304,2026-06-19,10,체크카드,4282806,86
C100305,2026-06-19,10,신용카드,0,0
C100306,2026-06-19,10,신용카드,1633660,33
C100307,2026-06-19,10,신용카드,2572217,51
C100308,2026-06-19,10,신용카드,751714,15
C100309,2026-06-19,10,신용카드,2056307,41
C100310,2026-06-19,10,체크카드,0,0
C100311,2026-06-19,10,체크카드,952005,19
C100312,2026-06-19,10,체크카드,855180,17
C100313,2026-06-19,10,체크카드,808524,16
C100314,2026-06-19,10,체크카드,1517923,30
C100315,2026-06-19,10,신용카드,2673141,53
C100316,2026-06-19,10,신용카드,2861138,57
C100317,2026-06-19,10,체크카드,631821,13
C100318,2026-06-19,10,신용카드,31000000,15
C100319,2026-06-19,10,체크카드,3726554,75
C100320,2026-06-19,10,신용카드,3130510,63
C100321,2026-06-19,10,체크카드,2114914,42
C100322,2026-06-19,10,신용카드,4173926,83
C100323,2026-06-19,10,신용카드,2761261,55
C100324,2026-06-19,10,신용카드,185730,4
C100325,2026-06-19,10,체크카드,4391121,88
C100326,2026-06-19,10,체크카드,4303997,86
C100327,2026-06-19,10,신용카드,2189113,44
C100328,2026-06-19,10,신용카드,0,0
C100329,2026-06-19,10,신용카드,0,0
C100330,2026-06-19,10,신용카드,0,0
C100331,2026-06-19,10,체크카드,2125111,43
C100332,2026-06-19,10,체크카드,0,0
C100333,2026-06-19,10,신용카드,1077446,22
C100334,2026-06-19,10,체크카드,0,0
C100335,2026-06-19,10,신용카드,3380813,68
C100336,2026-06-19,10,체크카드,0,0
C100337,2026-06-19,10,신용카드,1161431,23
C100338,2026-06-19,10,체크카드,3606090,72
C100339,2026-06-19,10,신용카드,4605301,92
C100340,2026-06-19,10,체크카드,766330,15
C100341,2026-06-19,10,신용카드,737042,15
C100342,2026-06-19,10,신용카드,1364581,27
C100343,2026-06-19,10,신용카드,1982974,40
C100344,2026-06-19,10,체크카드,0,0
C100345,2026-06-19,10,신용카드,1561966,31
C100346,2026-06-19,10,체크카드,0,0
C100347,2026-06-19,10,신용카드,2973192,59
C100348,2026-06-19,10,신용카드,78009,2
C100349,2026-06-19,10,신용카드,0,0
C100350,2026-06-19,10,체크카드,611168,12
C100351,2026-06-19,10,체크카드,911497,18
C100352,2026-06-19,10,신용카드,583765,12
C100353,2026-06-19,10,체크카드,103417,2
C100354,2026-06-19,10,신용카드,1764441,35
C100355,2026-06-19,10,신용카드,3755020,75
C100356,2026-06-19,10,신용카드,1011899,20
C100357,2026-06-19,10,신용카드,353368,7
C100358,2026-06-19,10,체크카드,3504274,70
C100359,2026-06-19,10,체크카드,1093432,22
C100360,2026-06-19,10,체크카드,357204,7
C100361,2026-06-19,10,체크카드,0,0
C100362,2026-06-19,10,신용카드,3283486,66
C100363,2026-06-19,10,체크카드,886734,18
C100364,2026-06-19,10,체크카드,369213,7
C100365,2026-06-19,10,체크카드,3185344,64
C100366,2026-06-19,10,체크카드,2736524,55
C100367,2026-06-19,10,신용카드,2307908,46
C100368,2026-06-19,10,체크카드,296424,6
C100369,2026-06-19,10,체크카드,2296322,46
C100370,2026-06-19,10,신용카드,2612896,52
C100371,2026-06-19,10,체크카드,762296,15
C100372,2026-06-19,10,체크카드,3407895,68
C100373,2026-06-19,10,신용카드,0,0
C100374,2026-06-19,10,신용카드,820655,16
C100375,2026-06-19,10,신용카드,2798067,56
C100376,2026-06-19,10,신용카드,263521,5
C100377,2026-06-19,10,신용카드,1753845,35
C100378,2026-06-19,10,신용카드,601369,12
C100379,2026-06-19,10,체크카드,3639676,73
C100380,2026-06-19,10,체크카드,2797983,56
C100381,2026-06-19,10,체크카드,943567,19
C100382,2026-06-19,10,체크카드,3092567,62
C100383,2026-06-19,10,체크카드,3703606,74
C100384,2026-06-19,10,체크카드,0,0
C100385,2026-06-19,10,체크카드,0,0
C100386,2026-06-19,10,체크카드,0,0
C100387,2026-06-19,10,신용카드,0,0
C100388,2026-06-19,10,신용카드,3940670,79
C100389,2026-06-19,10,신용카드,2137618,43
C100390,2026-06-19,10,신용카드,0,0
C100391,2026-06-19,10,신용카드,0,0
C100392,2026-06-19,10,신용카드,4346497,87
C100393,2026-06-19,10,체크카드,303146,6
C100394,2026-06-19,10,신용카드,513894,10
C100395,2026-06-19,10,신용카드,1311960,26
C100396,2026-06-19,10,신용카드,670106,13
C100397,2026-06-19,10,신용카드,558238,11
C100398,2026-06-19,10,신용카드,797444,16
C100399,2026-06-19,10,신용카드,2232931,45
C100400,2026-06-19,10,체크카드,2590048,52
C100401,2026-06-19,10,신용카드,1198913,24
C100402,2026-06-19,10,체크카드,3400622,68
C100403,2026-06-19,10,신용카드,3353272,67
C100404,2026-06-19,10,체크카드,2256356,45
C100405,2026-06-19,10,체크카드,4108393,82
C100406,2026-06-19,10,신용카드,4224976,84
C100407,2026-06-19,10,신용카드,0,0
C100408,2026-06-19,10,신용카드,2647232,53
C100409,2026-06-19,10,신용카드,2821593,56
C100410,2026-06-19,10,체크카드,628176,13
C100411,2026-06-19,10,신용카드,3192857,64
C100412,2026-06-19,10,신용카드,1270561,25
C100413,2026-06-19,10,신용카드,214715,4
C100414,2026-06-19,10,체크카드,3881393,78
C100415,2026-06-19,10,체크카드,1810798,36
C100416,2026-06-19,10,체크카드,3209086,64
C100417,2026-06-19,10,체크카드,0,0
C100418,2026-06-19,10,체크카드,733757,15
C100419,2026-06-19,10,체크카드,4071369,81
C100420,2026-06-19,10,신용카드,1015883,20
C100421,2026-06-19,10,신용카드,1813106,36
C100422,2026-06-19,10,신용카드,2718805,54
C100423,2026-06-19,10,신용카드,0,0
C100424,2026-06-19,10,신용카드,1210108,24
C100425,2026-06-19,10,체크카드,2503793,50
C100426,2026-06-19,10,체크카드,1109544,22
C100427,2026-06-19,10,신용카드,3530711,71
C100428,2026-06-19,10,체크카드,3574075,71
C100429,2026-06-19,10,체크카드,1131733,23
C100430,2026-06-19,10,신용카드,2416846,48
C100431,2026-06-19,10,체크카드,3242782,65
C100432,2026-06-19,10,신용카드,335056,7
C100433,2026-06-19,10,신용카드,2067985,41
C100434,2026-06-19,10,신용카드,2141274,43
C100435,2026-06-19,10,신용카드,3377959,68
C100436,2026-06-19,10,체크카드,1877033,38
C100437,2026-06-19,10,신용카드,0,0
C100438,2026-06-19,10,체크카드,2211329,44
C100439,2026-06-19,10,신용카드,627030,13
C100440,2026-06-19,10,체크카드,619081,12
C100441,2026-06-19,10,체크카드,1053220,21
C100442,2026-06-19,10,신용카드,139848,3
C100443,2026-06-19,10,신용카드,0,0
C100444,2026-06-19,10,체크카드,810882,16
C100445,2026-06-19,10,신용카드,1841500,37
C100446,2026-06-19,10,체크카드,555791,11
C100447,2026-06-19,10,신용카드,1550917,31
C100448,2026-06-19,10,신용카드,1513556,30
C100449,2026-06-19,10,신용카드,2537300,51
C100450,2026-06-19,10,체크카드,0,0
C100451,2026-06-19,10,신용카드,2589123,52
C100452,2026-06-19,10,신용카드,1262023,25
C100453,2026-06-19,10,신용카드,2434788,49
C100454,2026-06-19,10,신용카드,948264,19
C100455,2026-06-19,10,신용카드,2216643,44
C100456,2026-06-19,10,체크카드,1265294,25
C100457,2026-06-19,10,체크카드,2589745,52
C100458,2026-06-19,10,체크카드,568737,11
C100459,2026-06-19,10,체크카드,0,0
C100460,2026-06-19,10,신용카드,1754881,35
C100461,2026-06-19,10,신용카드,0,0
C100462,2026-06-19,10,체크카드,4459491,89
C100463,2026-06-19,10,체크카드,264933,5
C100464,2026-06-19,10,체크카드,534457,11
C100465,2026-06-19,10,신용카드,4475289,90
C100466,2026-06-19,10,신용카드,2027489,41
C100467,2026-06-19,10,체크카드,644516,13
C100468,2026-06-19,10,신용카드,4000434,80
C100469,2026-06-19,10,신용카드,694243,14
C100470,2026-06-19,10,체크카드,3063927,61
C100471,2026-06-19,10,신용카드,1466879,29
C100472,2026-06-19,10,신용카드,2256832,45
C100473,2026-06-19,10,신용카드,74565,1
C100474,2026-06-19,10,체크카드,2359430,47
C100475,2026-06-19,10,체크카드,0,0
C100476,2026-06-19,10,체크카드,2765442,55
C100477,2026-06-19,10,신용카드,3347094,67
C100478,2026-06-19,10,체크카드,0,0
C100479,2026-06-19,10,신용카드,1603728,32
C100480,2026-06-19,10,체크카드,2212988,44
C100481,2026-06-19,10,신용카드,3159646,63
C100482,2026-06-19,10,체크카드,2293133,46
C100483,2026-06-19,10,신용카드,1923654,38
C100484,2026-06-19,10,체크카드,3057913,61
C100485,2026-06-19,10,신용카드,280667,6
C100486,2026-06-19,10,체크카드,319564,6
C100487,2026-06-19,10,체크카드,3956398,79
C100488,2026-06-19,10,신용카드,0,0
C100489,2026-06-19,10,체크카드,3565280,71
C100490,2026-06-19,10,체크카드,815468,16
C100491,2026-06-19,10,신용카드,2310643,46
C100492,2026-06-19,10,신용카드,0,0
C100493,2026-06-19,10,체크카드,3513143,70
C100494,2026-06-19,10,신용카드,646171,13
C100495,2026-06-19,10,체크카드,2643921,53
C100496,2026-06-19,10,체크카드,3262491,65
C100497,2026-06-19,10,신용카드,2667797,53
C100498,2026-06-19,10,체크카드,0,0
C100499,2026-06-19,10,신용카드,2399197,48
C100500,2026-06-19,10,체크카드,0,0
