고객ID,기준일자,주차,상품구분,보험잔액
C100111,2026-06-12,9,저축성보험,44977831
C100112,2026-06-12,9,보장성보험,0
C100113,2026-06-12,9,보장성보험,0
C100114,2026-06-12,9,저축성보험,30816663
C100115,2026-06-12,9,저축성보험,41581363
C100116,2026-06-12,9,보장성보험,3343668
C100117,2026-06-12,9,저축성보험,0
C100118,2026-06-12,9,저축성보험,0
C100119,2026-06-12,9,보장성보험,0
C100120,2026-06-12,9,저축성보험,42523684
C100121,2026-06-12,9,저축성보험,16082241
C100122,2026-06-12,9,보장성보험,23266248
C100123,2026-06-12,9,저축성보험,14875003
C100124,2026-06-12,9,보장성보험,32554765
C100125,2026-06-12,9,저축성보험,40632634
C100126,2026-06-12,9,저축성보험,0
C100127,2026-06-12,9,보장성보험,0
C100128,2026-06-12,9,보장성보험,24275333
C100129,2026-06-12,9,보장성보험,3121289
C100130,2026-06-12,9,저축성보험,27105085
C100131,2026-06-12,9,저축성보험,23000507
C100132,2026-06-12,9,보장성보험,0
C100133,2026-06-12,9,보장성보험,2637757
C100134,2026-06-12,9,보장성보험,31395684
C100135,2026-06-12,9,저축성보험,5355371
C100136,2026-06-12,9,보장성보험,0
C100137,2026-06-12,9,저축성보험,45237765
C100138,2026-06-12,9,보장성보험,8189176
C100139,2026-06-12,9,보장성보험,17711096
C100140,2026-06-12,9,저축성보험,0
C100141,2026-06-12,9,저축성보험,0
C100142,2026-06-12,9,보장성보험,42290829
C100143,2026-06-12,9,저축성보험,0
C100144,2026-06-12,9,저축성보험,0
C100145,2026-06-12,9,보장성보험,0
C100146,2026-06-12,9,보장성보험,45791373
C100147,2026-06-12,9,보장성보험,10714161
C100148,2026-06-12,9,보장성보험,27471973
C100149,2026-06-12,9,저축성보험,31576238
C100150,2026-06-12,9,저축성보험,0
C100151,2026-06-12,9,보장성보험,40268172
C100152,2026-06-12,9,보장성보험,0
C100153,2026-06-12,9,보장성보험,0
C100154,2026-06-12,9,보장성보험,44904524
C100155,2026-06-12,9,저축성보험,27383919
C100156,2026-06-12,9,보장성보험,4239407
C100157,2026-06-12,9,보장성보험,25591614
C100158,2026-06-12,9,저축성보험,48132466
C100159,2026-06-12,9,보장성보험,2253027
C100160,2026-06-12,9,보장성보험,0
C100161,2026-06-12,9,보장성보험,12905532
C100162,2026-06-12,9,저축성보험,38201822
C100163,2026-06-12,9,보장성보험,25520063
C100164,2026-06-12,9,저축성보험,34308665
C100165,2026-06-12,9,보장성보험,28269670
C100166,2026-06-12,9,저축성보험,26629351
C100167,2026-06-12,9,저축성보험,43746951
C100168,2026-06-12,9,보장성보험,0
C100169,2026-06-12,9,저축성보험,45841771
C100170,2026-06-12,9,저축성보험,32193376
C100171,2026-06-12,9,저축성보험,29899230
C100172,2026-06-12,9,저축성보험,24366228
C100173,2026-06-12,9,보장성보험,23094907
C100174,2026-06-12,9,보장성보험,28913461
C100175,2026-06-12,9,보장성보험,12414510
C100176,2026-06-12,9,저축성보험,35684839
C100177,2026-06-12,9,저축성보험,2419897
C100178,2026-06-12,9,보장성보험,17511519
C100179,2026-06-12,9,저축성보험,0
C100180,2026-06-12,9,저축성보험,0
C100181,2026-06-12,9,보장성보험,0
C100182,2026-06-12,9,보장성보험,6399626
C100183,2026-06-12,9,보장성보험,0
C100184,2026-06-12,9,저축성보험,41732330
C100185,2026-06-12,9,보장성보험,44178561
C100186,2026-06-12,9,저축성보험,25952926
C100187,2026-06-12,9,저축성보험,6955177
C100188,2026-06-12,9,보장성보험,0
C100189,2026-06-12,9,저축성보험,30099258
C100190,2026-06-12,9,저축성보험,23656091
C100191,2026-06-12,9,보장성보험,0
C100192,2026-06-12,9,보장성보험,0
C100193,2026-06-12,9,저축성보험,0
C100194,2026-06-12,9,보장성보험,30307702
C100195,2026-06-12,9,보장성보험,19138058
C100196,2026-06-12,9,보장성보험,45137899
C100197,2026-06-12,9,저축성보험,29675370
C100198,2026-06-12,9,보장성보험,40092422
C100199,2026-06-12,9,저축성보험,27189894
C100200,2026-06-12,9,저축성보험,0
C100201,2026-06-12,9,저축성보험,0
C100202,2026-06-12,9,저축성보험,0
C100203,2026-06-12,9,저축성보험,0
C100204,2026-06-12,9,저축성보험,0
C100205,2026-06-12,9,저축성보험,24201224
C100206,2026-06-12,9,저축성보험,6480315
C100207,2026-06-12,9,저축성보험,30432341
C100208,2026-06-12,9,저축성보험,2368138
C100209,2026-06-12,9,보장성보험,0
C100210,2026-06-12,9,저축성보험,0
C100211,2026-06-12,9,보장성보험,0
C100212,2026-06-12,9,보장성보험,10659873
C100213,2026-06-12,9,저축성보험,18081755
C100214,2026-06-12,9,저축성보험,27951934
C100215,2026-06-12,9,저축성보험,27175272
C100216,2026-06-12,9,저축성보험,6069770
C100217,2026-06-12,9,보장성보험,0
C100218,2026-06-12,9,저축성보험,12886482
C100219,2026-06-12,9,보장성보험,6220595
C100220,2026-06-12,9,보장성보험,29221154
C100221,2026-06-12,9,보장성보험,23302573
C100222,2026-06-12,9,저축성보험,32443295
C100223,2026-06-12,9,저축성보험,42297020
C100224,2026-06-12,9,보장성보험,28689049
C100225,2026-06-12,9,보장성보험,0
C100226,2026-06-12,9,저축성보험,0
C100227,2026-06-12,9,저축성보험,0
C100228,2026-06-12,9,저축성보험,13698726
C100229,2026-06-12,9,저축성보험,0
C100230,2026-06-12,9,보장성보험,0
C100231,2026-06-12,9,저축성보험,5041238
C100232,2026-06-12,9,저축성보험,4674872
C100233,2026-06-12,9,저축성보험,1218716
C100234,2026-06-12,9,저축성보험,20381617
C100235,2026-06-12,9,저축성보험,16377350
C100236,2026-06-12,9,보장성보험,0
C100237,2026-06-12,9,저축성보험,2660121
C100238,2026-06-12,9,저축성보험,0
C100239,2026-06-12,9,보장성보험,0
C100240,2026-06-12,9,보장성보험,0
C100241,2026-06-12,9,저축성보험,18260934
C100242,2026-06-12,9,보장성보험,18749697
C100243,2026-06-12,9,저축성보험,40023026
C100244,2026-06-12,9,보장성보험,3057086
C100245,2026-06-12,9,보장성보험,28700027
C100246,2026-06-12,9,저축성보험,0
C100247,2026-06-12,9,보장성보험,0
C100248,2026-06-12,9,보장성보험,48230993
C100249,2026-06-12,9,보장성보험,52816130
C100250,2026-06-12,9,보장성보험,45520126
C100251,2026-06-12,9,보장성보험,0
C100252,2026-06-12,9,저축성보험,25290820
C100253,2026-06-12,9,저축성보험,33924402
C100254,2026-06-12,9,저축성보험,0
C100255,2026-06-12,9,보장성보험,0
C100256,2026-06-12,9,보장성보험,0
C100257,2026-06-12,9,보장성보험,39254086
C100258,2026-06-12,9,보장성보험,19494401
C100259,2026-06-12,9,저축성보험,0
C100260,2026-06-12,9,저축성보험,17171664
C100261,2026-06-12,9,저축성보험,0
C100262,2026-06-12,9,보장성보험,18390913
C100263,2026-06-12,9,저축성보험,0
C100264,2026-06-12,9,저축성보험,21480682
C100265,2026-06-12,9,보장성보험,0
C100266,2026-06-12,9,저축성보험,0
C100267,2026-06-12,9,보장성보험,8348584
C100268,2026-06-12,9,저축성보험,0
C100269,2026-06-12,9,저축성보험,0
C100270,2026-06-12,9,보장성보험,21258817
C100271,2026-06-12,9,저축성보험,10648126
C100272,2026-06-12,9,저축성보험,49407338
C100273,2026-06-12,9,저축성보험,13229267
C100274,2026-06-12,9,저축성보험,0
C100275,2026-06-12,9,저축성보험,0
C100276,2026-06-12,9,저축성보험,14649957
C100277,2026-06-12,9,보장성보험,0
C100278,2026-06-12,9,저축성보험,42540513
C100279,2026-06-12,9,저축성보험,0
C100280,2026-06-12,9,보장성보험,0
C100281,2026-06-12,9,저축성보험,0
C100282,2026-06-12,9,보장성보험,35750192
C100283,2026-06-12,9,보장성보험,0
C100284,2026-06-12,9,보장성보험,40366670
C100285,2026-06-12,9,저축성보험,9447197
C100286,2026-06-12,9,저축성보험,0
C100287,2026-06-12,9,보장성보험,35929860
C100288,2026-06-12,9,보장성보험,15237720
C100289,2026-06-12,9,저축성보험,12532396
C100290,2026-06-12,9,보장성보험,0
C100291,2026-06-12,9,보장성보험,13934768
C100292,2026-06-12,9,보장성보험,0
C100293,2026-06-12,9,저축성보험,0
C100294,2026-06-12,9,저축성보험,27419516
C100295,2026-06-12,9,저축성보험,27472292
C100296,2026-06-12,9,보장성보험,0
C100297,2026-06-12,9,저축성보험,9657942
C100298,2026-06-12,9,저축성보험,19998016
C100299,2026-06-12,9,보장성보험,18400148
C100300,2026-06-12,9,저축성보험,0
C100301,2026-06-12,9,보장성보험,46835550
C100302,2026-06-12,9,보장성보험,0
C100303,2026-06-12,9,보장성보험,0
C100304,2026-06-12,9,저축성보험,0
C100305,2026-06-12,9,저축성보험,9767710
C100306,2026-06-12,9,보장성보험,10935589
C100307,2026-06-12,9,저축성보험,0
C100308,2026-06-12,9,보장성보험,0
C100309,2026-06-12,9,보장성보험,49996428
C100310,2026-06-12,9,보장성보험,8978871
C100311,2026-06-12,9,저축성보험,4776199
C100312,2026-06-12,9,보장성보험,28918720
C100313,2026-06-12,9,보장성보험,1779738
C100314,2026-06-12,9,보장성보험,0
C100315,2026-06-12,9,보장성보험,33732624
C100316,2026-06-12,9,보장성보험,0
C100317,2026-06-12,9,저축성보험,50229346
C100318,2026-06-12,9,저축성보험,21570887
C100319,2026-06-12,9,보장성보험,34084218
C100320,2026-06-12,9,저축성보험,13526660
C100321,2026-06-12,9,보장성보험,0
C100322,2026-06-12,9,저축성보험,0
C100323,2026-06-12,9,저축성보험,45090235
C100324,2026-06-12,9,보장성보험,5672594
C100325,2026-06-12,9,보장성보험,17180004
C100326,2026-06-12,9,저축성보험,45857171
C100327,2026-06-12,9,저축성보험,37595866
C100328,2026-06-12,9,보장성보험,39356194
C100329,2026-06-12,9,저축성보험,41878399
C100330,2026-06-12,9,보장성보험,41012910
C100331,2026-06-12,9,보장성보험,26959153
C100332,2026-06-12,9,보장성보험,0
C100333,2026-06-12,9,보장성보험,29082726
C100334,2026-06-12,9,보장성보험,15393113
C100335,2026-06-12,9,저축성보험,0
C100336,2026-06-12,9,보장성보험,0
C100337,2026-06-12,9,보장성보험,0
C100338,2026-06-12,9,보장성보험,42879595
C100339,2026-06-12,9,저축성보험,4522193
C100340,2026-06-12,9,보장성보험,32434822
C100341,2026-06-12,9,보장성보험,0
C100342,2026-06-12,9,저축성보험,28449577
C100343,2026-06-12,9,보장성보험,47956576
C100344,2026-06-12,9,보장성보험,0
C100345,2026-06-12,9,보장성보험,0
C100346,2026-06-12,9,저축성보험,0
C100347,2026-06-12,9,저축성보험,50056237
C100348,2026-06-12,9,보장성보험,6032892
C100349,2026-06-12,9,저축성보험,0
C100350,2026-06-12,9,저축성보험,28403135
C100351,2026-06-12,9,저축성보험,0
C100352,2026-06-12,9,보장성보험,0
C100353,2026-06-12,9,저축성보험,53098539
C100354,2026-06-12,9,보장성보험,17799411
C100355,2026-06-12,9,저축성보험,0
C100356,2026-06-12,9,저축성보험,16484601
C100357,2026-06-12,9,보장성보험,12210931
C100358,2026-06-12,9,저축성보험,16595528
C100359,2026-06-12,9,보장성보험,6475244
C100360,2026-06-12,9,저축성보험,38743347
C100361,2026-06-12,9,보장성보험,23317519
C100362,2026-06-12,9,저축성보험,12783417
C100363,2026-06-12,9,저축성보험,5264672
C100364,2026-06-12,9,저축성보험,1903742
C100365,2026-06-12,9,보장성보험,48611052
C100366,2026-06-12,9,저축성보험,2469817
C100367,2026-06-12,9,저축성보험,47017395
C100368,2026-06-12,9,보장성보험,0
C100369,2026-06-12,9,저축성보험,50820191
C100370,2026-06-12,9,보장성보험,0
C100371,2026-06-12,9,보장성보험,14983767
C100372,2026-06-12,9,저축성보험,0
C100373,2026-06-12,9,저축성보험,24590489
C100374,2026-06-12,9,보장성보험,11447529
C100375,2026-06-12,9,보장성보험,0
C100376,2026-06-12,9,저축성보험,0
C100377,2026-06-12,9,저축성보험,10370226
C100378,2026-06-12,9,저축성보험,29925063
C100379,2026-06-12,9,보장성보험,0
C100380,2026-06-12,9,저축성보험,46091159
C100381,2026-06-12,9,저축성보험,32771835
C100382,2026-06-12,9,보장성보험,11910086
C100383,2026-06-12,9,저축성보험,0
C100384,2026-06-12,9,저축성보험,1020963
C100385,2026-06-12,9,보장성보험,0
C100386,2026-06-12,9,보장성보험,0
C100387,2026-06-12,9,보장성보험,0
C100388,2026-06-12,9,보장성보험,0
C100389,2026-06-12,9,저축성보험,14548023
C100390,2026-06-12,9,보장성보험,15757132
C100391,2026-06-12,9,보장성보험,4533226
C100392,2026-06-12,9,보장성보험,0
C100393,2026-06-12,9,저축성보험,0
C100394,2026-06-12,9,저축성보험,0
C100395,2026-06-12,9,보장성보험,43158691
C100396,2026-06-12,9,저축성보험,45852588
C100397,2026-06-12,9,보장성보험,50198242
C100398,2026-06-12,9,저축성보험,0
C100399,2026-06-12,9,저축성보험,24404699
C100400,2026-06-12,9,저축성보험,0
C100401,2026-06-12,9,저축성보험,0
C100402,2026-06-12,9,보장성보험,0
C100403,2026-06-12,9,저축성보험,32931342
C100404,2026-06-12,9,저축성보험,16165556
C100405,2026-06-12,9,저축성보험,21403612
C100406,2026-06-12,9,보장성보험,0
C100407,2026-06-12,9,저축성보험,0
C100408,2026-06-12,9,보장성보험,15690041
C100409,2026-06-12,9,저축성보험,36517950
C100410,2026-06-12,9,저축성보험,33803334
C100411,2026-06-12,9,저축성보험,26270308
C100412,2026-06-12,9,보장성보험,0
C100413,2026-06-12,9,보장성보험,0
C100414,2026-06-12,9,저축성보험,0
C100415,2026-06-12,9,보장성보험,33619067
C100416,2026-06-12,9,보장성보험,0
C100417,2026-06-12,9,저축성보험,29135156
C100418,2026-06-12,9,저축성보험,23125966
C100419,2026-06-12,9,저축성보험,0
C100420,2026-06-12,9,저축성보험,9889200
C100421,2026-06-12,9,보장성보험,0
C100422,2026-06-12,9,보장성보험,26524080
C100423,2026-06-12,9,저축성보험,0
C100424,2026-06-12,9,저축성보험,47758628
C100425,2026-06-12,9,보장성보험,16788156
C100426,2026-06-12,9,저축성보험,37603478
C100427,2026-06-12,9,보장성보험,44500981
C100428,2026-06-12,9,보장성보험,0
C100429,2026-06-12,9,저축성보험,11107105
C100430,2026-06-12,9,보장성보험,0
C100431,2026-06-12,9,저축성보험,0
C100432,2026-06-12,9,저축성보험,0
C100433,2026-06-12,9,저축성보험,0
C100434,2026-06-12,9,보장성보험,46970176
C100435,2026-06-12,9,저축성보험,29756884
C100436,2026-06-12,9,저축성보험,39838254
C100437,2026-06-12,9,보장성보험,0
C100438,2026-06-12,9,보장성보험,20689959
C100439,2026-06-12,9,저축성보험,6936108
C100440,2026-06-12,9,저축성보험,37981289
C100441,2026-06-12,9,보장성보험,20001253
C100442,2026-06-12,9,저축성보험,6040142
C100443,2026-06-12,9,저축성보험,37696528
C100444,2026-06-12,9,저축성보험,0
C100445,2026-06-12,9,저축성보험,33398486
C100446,2026-06-12,9,저축성보험,0
C100447,2026-06-12,9,저축성보험,44644075
C100448,2026-06-12,9,저축성보험,36463232
C100449,2026-06-12,9,보장성보험,23227070
C100450,2026-06-12,9,저축성보험,3216945
C100451,2026-06-12,9,저축성보험,29578986
C100452,2026-06-12,9,저축성보험,37590857
C100453,2026-06-12,9,저축성보험,4476432
C100454,2026-06-12,9,보장성보험,37781540
C100455,2026-06-12,9,저축성보험,11010554
C100456,2026-06-12,9,보장성보험,0
C100457,2026-06-12,9,저축성보험,12985381
C100458,2026-06-12,9,보장성보험,27490870
C100459,2026-06-12,9,보장성보험,0
C100460,2026-06-12,9,보장성보험,0
C100461,2026-06-12,9,저축성보험,22976140
C100462,2026-06-12,9,보장성보험,11747564
C100463,2026-06-12,9,저축성보험,0
C100464,2026-06-12,9,저축성보험,6111210
C100465,2026-06-12,9,보장성보험,0
C100466,2026-06-12,9,보장성보험,0
C100467,2026-06-12,9,보장성보험,32370659
C100468,2026-06-12,9,보장성보험,10630627
C100469,2026-06-12,9,보장성보험,21521958
C100470,2026-06-12,9,저축성보험,15303105
C100471,2026-06-12,9,보장성보험,0
C100472,2026-06-12,9,보장성보험,50922910
C100473,2026-06-12,9,보장성보험,26490560
C100474,2026-06-12,9,저축성보험,24202234
C100475,2026-06-12,9,저축성보험,4806361
C100476,2026-06-12,9,저축성보험,20307445
C100477,2026-06-12,9,저축성보험,38019875
C100478,2026-06-12,9,저축성보험,0
C100479,2026-06-12,9,저축성보험,26148855
C100480,2026-06-12,9,보장성보험,43084507
C100481,2026-06-12,9,저축성보험,0
C100482,2026-06-12,9,저축성보험,27974865
C100483,2026-06-12,9,보장성보험,0
C100484,2026-06-12,9,보장성보험,20817852
C100485,2026-06-12,9,저축성보험,23480313
C100486,2026-06-12,9,보장성보험,26683593
C100487,2026-06-12,9,저축성보험,34928457
C100488,2026-06-12,9,저축성보험,25396843
C100489,2026-06-12,9,보장성보험,0
C100490,2026-06-12,9,저축성보험,0
C100491,2026-06-12,9,저축성보험,0
C100492,2026-06-12,9,보장성보험,0
C100493,2026-06-12,9,저축성보험,0
C100494,2026-06-12,9,보장성보험,32050264
C100495,2026-06-12,9,저축성보험,41592375
C100496,2026-06-12,9,저축성보험,49993289
C100497,2026-06-12,9,보장성보험,0
C100498,2026-06-12,9,저축성보험,0
C100499,2026-06-12,9,보장성보험,0
C100500,2026-06-12,9,저축성보험,0
