고객ID,기준일자,주차,상품구분,보험잔액
C100202,2026-04-17,1,저축성보험,0
C100203,2026-04-17,1,저축성보험,0
C100204,2026-04-17,1,저축성보험,0
C100205,2026-04-17,1,저축성보험,26075770
C100206,2026-04-17,1,저축성보험,6512641
C100207,2026-04-17,1,저축성보험,29601061
C100208,2026-04-17,1,저축성보험,2291921
C100209,2026-04-17,1,보장성보험,0
C100210,2026-04-17,1,저축성보험,0
C100211,2026-04-17,1,보장성보험,0
C100212,2026-04-17,1,보장성보험,10359145
C100213,2026-04-17,1,저축성보험,18186364
C100214,2026-04-17,1,저축성보험,27044535
C100215,2026-04-17,1,저축성보험,29364213
C100216,2026-04-17,1,저축성보험,6719942
C100217,2026-04-17,1,보장성보험,0
C100218,2026-04-17,1,저축성보험,13412089
C100219,2026-04-17,1,보장성보험,6806925
C100220,2026-04-17,1,보장성보험,29149288
C100221,2026-04-17,1,보장성보험,22383680
C100222,2026-04-17,1,저축성보험,31774449
C100223,2026-04-17,1,저축성보험,45585709
C100224,2026-04-17,1,보장성보험,27712013
C100225,2026-04-17,1,보장성보험,0
C100226,2026-04-17,1,저축성보험,0
C100227,2026-04-17,1,저축성보험,0
C100228,2026-04-17,1,저축성보험,12854057
C100229,2026-04-17,1,저축성보험,0
C100230,2026-04-17,1,보장성보험,0
C100231,2026-04-17,1,저축성보험,4974276
C100232,2026-04-17,1,저축성보험,4346799
C100233,2026-04-17,1,저축성보험,1181478
C100234,2026-04-17,1,저축성보험,19668071
C100235,2026-04-17,1,저축성보험,14580573
C100236,2026-04-17,1,보장성보험,0
C100237,2026-04-17,1,저축성보험,2548681
C100238,2026-04-17,1,저축성보험,0
C100239,2026-04-17,1,보장성보험,0
C100240,2026-04-17,1,보장성보험,0
C100241,2026-04-17,1,저축성보험,19177750
C100242,2026-04-17,1,보장성보험,20910719
C100243,2026-04-17,1,저축성보험,42166509
C100244,2026-04-17,1,보장성보험,3321952
C100245,2026-04-17,1,보장성보험,28337401
C100246,2026-04-17,1,저축성보험,0
C100247,2026-04-17,1,보장성보험,0
C100248,2026-04-17,1,보장성보험,47829309
C100249,2026-04-17,1,보장성보험,50068341
C100250,2026-04-17,1,보장성보험,44795245
C100251,2026-04-17,1,보장성보험,0
C100252,2026-04-17,1,저축성보험,25246904
C100253,2026-04-17,1,저축성보험,32642880
C100254,2026-04-17,1,저축성보험,0
C100255,2026-04-17,1,보장성보험,0
C100256,2026-04-17,1,보장성보험,0
C100257,2026-04-17,1,보장성보험,42186292
C100258,2026-04-17,1,보장성보험,19786935
C100259,2026-04-17,1,저축성보험,0
C100260,2026-04-17,1,저축성보험,15448733
C100261,2026-04-17,1,저축성보험,0
C100262,2026-04-17,1,보장성보험,17997705
C100263,2026-04-17,1,저축성보험,0
C100264,2026-04-17,1,저축성보험,21760157
C100265,2026-04-17,1,보장성보험,0
C100266,2026-04-17,1,저축성보험,0
C100267,2026-04-17,1,보장성보험,8047954
C100268,2026-04-17,1,저축성보험,0
C100269,2026-04-17,1,저축성보험,0
C100270,2026-04-17,1,보장성보험,20688827
C100271,2026-04-17,1,저축성보험,10711881
C100272,2026-04-17,1,저축성보험,48015876
C100273,2026-04-17,1,저축성보험,13707637
C100274,2026-04-17,1,저축성보험,0
C100275,2026-04-17,1,저축성보험,0
C100276,2026-04-17,1,저축성보험,15147543
C100277,2026-04-17,1,보장성보험,0
C100278,2026-04-17,1,저축성보험,43806469
C100279,2026-04-17,1,저축성보험,0
C100280,2026-04-17,1,보장성보험,0
C100281,2026-04-17,1,저축성보험,0
C100282,2026-04-17,1,보장성보험,34217945
C100283,2026-04-17,1,보장성보험,0
C100284,2026-04-17,1,보장성보험,41183448
C100285,2026-04-17,1,저축성보험,9426641
C100286,2026-04-17,1,저축성보험,0
C100287,2026-04-17,1,보장성보험,33016135
C100288,2026-04-17,1,보장성보험,15329229
C100289,2026-04-17,1,저축성보험,13034476
C100290,2026-04-17,1,보장성보험,0
C100291,2026-04-17,1,보장성보험,14234631
C100292,2026-04-17,1,보장성보험,0
C100293,2026-04-17,1,저축성보험,0
C100294,2026-04-17,1,저축성보험,26043499
C100295,2026-04-17,1,저축성보험,27575526
C100296,2026-04-17,1,보장성보험,0
C100297,2026-04-17,1,저축성보험,10081786
C100298,2026-04-17,1,저축성보험,20552931
C100299,2026-04-17,1,보장성보험,19005953
C100300,2026-04-17,1,저축성보험,0
C100301,2026-04-17,1,보장성보험,46097186
C100302,2026-04-17,1,보장성보험,0
C100303,2026-04-17,1,보장성보험,0
C100304,2026-04-17,1,저축성보험,0
C100305,2026-04-17,1,저축성보험,9485514
C100306,2026-04-17,1,보장성보험,10755050
C100307,2026-04-17,1,저축성보험,0
C100308,2026-04-17,1,보장성보험,0
C100309,2026-04-17,1,보장성보험,46611414
C100310,2026-04-17,1,보장성보험,8382358
C100311,2026-04-17,1,저축성보험,4671801
C100312,2026-04-17,1,보장성보험,25788154
C100313,2026-04-17,1,보장성보험,1810010
C100314,2026-04-17,1,보장성보험,0
C100315,2026-04-17,1,보장성보험,34327410
C100316,2026-04-17,1,보장성보험,0
C100317,2026-04-17,1,저축성보험,43786750
C100318,2026-04-17,1,저축성보험,20925032
C100319,2026-04-17,1,보장성보험,35001082
C100320,2026-04-17,1,저축성보험,14137154
C100321,2026-04-17,1,보장성보험,0
C100322,2026-04-17,1,저축성보험,0
C100323,2026-04-17,1,저축성보험,43032445
C100324,2026-04-17,1,보장성보험,5540516
C100325,2026-04-17,1,보장성보험,16997005
C100326,2026-04-17,1,저축성보험,43546525
C100327,2026-04-17,1,저축성보험,37906206
C100328,2026-04-17,1,보장성보험,39433186
C100329,2026-04-17,1,저축성보험,46144920
C100330,2026-04-17,1,보장성보험,38425812
C100331,2026-04-17,1,보장성보험,26682282
C100332,2026-04-17,1,보장성보험,0
C100333,2026-04-17,1,보장성보험,26938660
C100334,2026-04-17,1,보장성보험,15902032
C100335,2026-04-17,1,저축성보험,0
C100336,2026-04-17,1,보장성보험,0
C100337,2026-04-17,1,보장성보험,0
C100338,2026-04-17,1,보장성보험,39091582
C100339,2026-04-17,1,저축성보험,4593583
C100340,2026-04-17,1,보장성보험,35599193
C100341,2026-04-17,1,보장성보험,0
C100342,2026-04-17,1,저축성보험,30345485
C100343,2026-04-17,1,보장성보험,45628906
C100344,2026-04-17,1,보장성보험,0
C100345,2026-04-17,1,보장성보험,0
C100346,2026-04-17,1,저축성보험,0
C100347,2026-04-17,1,저축성보험,48277221
C100348,2026-04-17,1,보장성보험,6109788
C100349,2026-04-17,1,저축성보험,0
C100350,2026-04-17,1,저축성보험,29298029
C100351,2026-04-17,1,저축성보험,0
C100352,2026-04-17,1,보장성보험,0
C100353,2026-04-17,1,저축성보험,48434200
C100354,2026-04-17,1,보장성보험,17230194
C100355,2026-04-17,1,저축성보험,0
C100356,2026-04-17,1,저축성보험,16182873
C100357,2026-04-17,1,보장성보험,11681744
C100358,2026-04-17,1,저축성보험,16977486
C100359,2026-04-17,1,보장성보험,6388669
C100360,2026-04-17,1,저축성보험,41289910
C100361,2026-04-17,1,보장성보험,21986440
C100362,2026-04-17,1,저축성보험,13041438
C100363,2026-04-17,1,저축성보험,4755819
C100364,2026-04-17,1,저축성보험,1907068
C100365,2026-04-17,1,보장성보험,48009343
C100366,2026-04-17,1,저축성보험,2443704
C100367,2026-04-17,1,저축성보험,48141958
C100368,2026-04-17,1,보장성보험,0
C100369,2026-04-17,1,저축성보험,46837481
C100370,2026-04-17,1,보장성보험,0
C100371,2026-04-17,1,보장성보험,13145480
C100372,2026-04-17,1,저축성보험,0
C100373,2026-04-17,1,저축성보험,24677349
C100374,2026-04-17,1,보장성보험,10629606
C100375,2026-04-17,1,보장성보험,0
C100376,2026-04-17,1,저축성보험,0
C100377,2026-04-17,1,저축성보험,10495540
C100378,2026-04-17,1,저축성보험,28997505
C100379,2026-04-17,1,보장성보험,0
C100380,2026-04-17,1,저축성보험,40579776
C100381,2026-04-17,1,저축성보험,32110186
C100382,2026-04-17,1,보장성보험,11331249
C100383,2026-04-17,1,저축성보험,0
C100384,2026-04-17,1,저축성보험,1016372
C100385,2026-04-17,1,보장성보험,0
C100386,2026-04-17,1,보장성보험,0
C100387,2026-04-17,1,보장성보험,0
C100388,2026-04-17,1,보장성보험,0
C100389,2026-04-17,1,저축성보험,13556272
C100390,2026-04-17,1,보장성보험,15423921
C100391,2026-04-17,1,보장성보험,4428010
C100392,2026-04-17,1,보장성보험,0
C100393,2026-04-17,1,저축성보험,0
C100394,2026-04-17,1,저축성보험,0
C100395,2026-04-17,1,보장성보험,48802051
C100396,2026-04-17,1,저축성보험,42041788
C100397,2026-04-17,1,보장성보험,49208537
C100398,2026-04-17,1,저축성보험,0
C100399,2026-04-17,1,저축성보험,22887758
C100400,2026-04-17,1,저축성보험,0
C100401,2026-04-17,1,저축성보험,0
C100402,2026-04-17,1,보장성보험,0
C100403,2026-04-17,1,저축성보험,31081118
C100404,2026-04-17,1,저축성보험,17377970
C100405,2026-04-17,1,저축성보험,21773183
C100406,2026-04-17,1,보장성보험,0
C100407,2026-04-17,1,저축성보험,0
C100408,2026-04-17,1,보장성보험,14774466
C100409,2026-04-17,1,저축성보험,37439700
C100410,2026-04-17,1,저축성보험,32196083
C100411,2026-04-17,1,저축성보험,24516279
C100412,2026-04-17,1,보장성보험,0
C100413,2026-04-17,1,보장성보험,0
C100414,2026-04-17,1,저축성보험,0
C100415,2026-04-17,1,보장성보험,36277843
C100416,2026-04-17,1,보장성보험,0
C100417,2026-04-17,1,저축성보험,27830823
C100418,2026-04-17,1,저축성보험,21915946
C100419,2026-04-17,1,저축성보험,0
C100420,2026-04-17,1,저축성보험,8728163
C100421,2026-04-17,1,보장성보험,0
C100422,2026-04-17,1,보장성보험,25826574
C100423,2026-04-17,1,저축성보험,0
C100424,2026-04-17,1,저축성보험,45182499
C100425,2026-04-17,1,보장성보험,15984122
C100426,2026-04-17,1,저축성보험,37021517
C100427,2026-04-17,1,보장성보험,45312679
C100428,2026-04-17,1,보장성보험,0
C100429,2026-04-17,1,저축성보험,10653428
C100430,2026-04-17,1,보장성보험,0
C100431,2026-04-17,1,저축성보험,0
C100432,2026-04-17,1,저축성보험,0
C100433,2026-04-17,1,저축성보험,0
C100434,2026-04-17,1,보장성보험,41442167
C100435,2026-04-17,1,저축성보험,29134137
C100436,2026-04-17,1,저축성보험,36534693
C100437,2026-04-17,1,보장성보험,0
C100438,2026-04-17,1,보장성보험,20106797
C100439,2026-04-17,1,저축성보험,7109172
C100440,2026-04-17,1,저축성보험,36336886
C100441,2026-04-17,1,보장성보험,21327637
C100442,2026-04-17,1,저축성보험,5672747
C100443,2026-04-17,1,저축성보험,37608802
C100444,2026-04-17,1,저축성보험,0
C100445,2026-04-17,1,저축성보험,30910463
C100446,2026-04-17,1,저축성보험,0
C100447,2026-04-17,1,저축성보험,41429538
C100448,2026-04-17,1,저축성보험,37173322
C100449,2026-04-17,1,보장성보험,20393396
C100450,2026-04-17,1,저축성보험,3203636
C100451,2026-04-17,1,저축성보험,29885579
C100452,2026-04-17,1,저축성보험,33819449
C100453,2026-04-17,1,저축성보험,4771705
C100454,2026-04-17,1,보장성보험,34970014
C100455,2026-04-17,1,저축성보험,10763667
C100456,2026-04-17,1,보장성보험,0
C100457,2026-04-17,1,저축성보험,13363653
C100458,2026-04-17,1,보장성보험,26886850
C100459,2026-04-17,1,보장성보험,0
C100460,2026-04-17,1,보장성보험,0
C100461,2026-04-17,1,저축성보험,22810900
C100462,2026-04-17,1,보장성보험,11555766
C100463,2026-04-17,1,저축성보험,0
C100464,2026-04-17,1,저축성보험,5869116
C100465,2026-04-17,1,보장성보험,0
C100466,2026-04-17,1,보장성보험,0
C100467,2026-04-17,1,보장성보험,32241306
C100468,2026-04-17,1,보장성보험,10295559
C100469,2026-04-17,1,보장성보험,20743236
C100470,2026-04-17,1,저축성보험,15652218
C100471,2026-04-17,1,보장성보험,0
C100472,2026-04-17,1,보장성보험,48411844
C100473,2026-04-17,1,보장성보험,29023078
C100474,2026-04-17,1,저축성보험,26433294
C100475,2026-04-17,1,저축성보험,4493908
C100476,2026-04-17,1,저축성보험,19757756
C100477,2026-04-17,1,저축성보험,38383458
C100478,2026-04-17,1,저축성보험,0
C100479,2026-04-17,1,저축성보험,24476890
C100480,2026-04-17,1,보장성보험,46320812
C100481,2026-04-17,1,저축성보험,0
C100482,2026-04-17,1,저축성보험,29801854
C100483,2026-04-17,1,보장성보험,0
C100484,2026-04-17,1,보장성보험,19807739
C100485,2026-04-17,1,저축성보험,26550492
C100486,2026-04-17,1,보장성보험,24528679
C100487,2026-04-17,1,저축성보험,36814426
C100488,2026-04-17,1,저축성보험,25552486
C100489,2026-04-17,1,보장성보험,0
C100490,2026-04-17,1,저축성보험,0
C100491,2026-04-17,1,저축성보험,0
C100492,2026-04-17,1,보장성보험,0
C100493,2026-04-17,1,저축성보험,0
C100494,2026-04-17,1,보장성보험,29022743
C100495,2026-04-17,1,저축성보험,38389863
C100496,2026-04-17,1,저축성보험,51850144
C100497,2026-04-17,1,보장성보험,0
C100498,2026-04-17,1,저축성보험,0
C100499,2026-04-17,1,보장성보험,0
C100500,2026-04-17,1,저축성보험,0
