고객ID,기준일자,주차,카드구분,사용금액,사용건수
C100083,2026-06-26,11,신용카드,1144428,23
C100084,2026-06-26,11,신용카드,2037316,41
C100085,2026-06-26,11,체크카드,0,0
C100086,2026-06-26,11,체크카드,2126399,43
C100087,2026-06-26,11,신용카드,0,0
C100088,2026-06-26,11,신용카드,0,0
C100089,2026-06-26,11,체크카드,1117516,22
C100090,2026-06-26,11,신용카드,567141,11
C100091,2026-06-26,11,체크카드,3125790,63
C100092,2026-06-26,11,신용카드,3771234,75
C100093,2026-06-26,11,체크카드,771607,15
C100094,2026-06-26,11,신용카드,2588382,52
C100095,2026-06-26,11,체크카드,762103,15
C100096,2026-06-26,11,신용카드,1271928,25
C100097,2026-06-26,11,신용카드,3695062,74
C100098,2026-06-26,11,체크카드,1657872,33
C100099,2026-06-26,11,체크카드,423790,8
C100100,2026-06-26,11,체크카드,1465517,29
C100101,2026-06-26,11,체크카드,3333386,67
C100102,2026-06-26,11,신용카드,3743095,75
C100103,2026-06-26,11,체크카드,3012669,60
C100104,2026-06-26,11,신용카드,3262267,65
C100105,2026-06-26,11,체크카드,72631,1
C100106,2026-06-26,11,체크카드,74841,1
C100107,2026-06-26,11,체크카드,1246208,25
C100108,2026-06-26,11,체크카드,1460140,29
C100109,2026-06-26,11,신용카드,1799651,36
C100110,2026-06-26,11,체크카드,1074708,21
C100111,2026-06-26,11,신용카드,3925799,79
C100112,2026-06-26,11,신용카드,0,0
C100113,2026-06-26,11,신용카드,2914430,58
C100114,2026-06-26,11,체크카드,3893563,78
C100115,2026-06-26,11,체크카드,4140937,83
C100116,2026-06-26,11,신용카드,1271134,25
C100117,2026-06-26,11,신용카드,204223,4
C100118,2026-06-26,11,신용카드,510870,10
C100119,2026-06-26,11,신용카드,805218,16
C100120,2026-06-26,11,체크카드,114947,2
C100121,2026-06-26,11,체크카드,848017,17
C100122,2026-06-26,11,신용카드,432009,9
C100123,2026-06-26,11,체크카드,0,0
C100124,2026-06-26,11,체크카드,887109,18
C100125,2026-06-26,11,신용카드,885309,18
C100126,2026-06-26,11,신용카드,3096611,62
C100127,2026-06-26,11,신용카드,2063035,41
C100128,2026-06-26,11,신용카드,3873030,77
C100129,2026-06-26,11,신용카드,3068940,61
C100130,2026-06-26,11,신용카드,2743847,55
C100131,2026-06-26,11,신용카드,1868794,37
C100132,2026-06-26,11,신용카드,302830,6
C100133,2026-06-26,11,신용카드,588798,12
C100134,2026-06-26,11,체크카드,0,0
C100135,2026-06-26,11,체크카드,1506686,30
C100136,2026-06-26,11,체크카드,2431047,49
C100137,2026-06-26,11,신용카드,687450,14
C100138,2026-06-26,11,체크카드,2830564,57
C100139,2026-06-26,11,체크카드,3582041,72
C100140,2026-06-26,11,체크카드,4436503,89
C100141,2026-06-26,11,신용카드,1500497,30
C100142,2026-06-26,11,신용카드,2385547,48
C100143,2026-06-26,11,신용카드,3134982,63
C100144,2026-06-26,11,신용카드,4010987,80
C100145,2026-06-26,11,체크카드,2505461,50
C100146,2026-06-26,11,체크카드,4099835,82
C100147,2026-06-26,11,체크카드,587482,12
C100148,2026-06-26,11,신용카드,1704924,34
C100149,2026-06-26,11,신용카드,3138739,63
C100150,2026-06-26,11,체크카드,4258786,85
C100151,2026-06-26,11,신용카드,0,0
C100152,2026-06-26,11,체크카드,3052689,61
C100153,2026-06-26,11,신용카드,1116789,22
C100154,2026-06-26,11,신용카드,3241327,65
C100155,2026-06-26,11,신용카드,3227385,65
C100156,2026-06-26,11,체크카드,3162984,63
C100157,2026-06-26,11,신용카드,2091844,42
C100158,2026-06-26,11,신용카드,3204734,64
C100159,2026-06-26,11,체크카드,0,0
C100160,2026-06-26,11,체크카드,1683119,34
C100161,2026-06-26,11,체크카드,1860791,37
C100162,2026-06-26,11,신용카드,2893941,58
C100163,2026-06-26,11,체크카드,0,0
C100164,2026-06-26,11,체크카드,0,0
C100165,2026-06-26,11,체크카드,2884212,58
C100166,2026-06-26,11,체크카드,218443,4
C100167,2026-06-26,11,체크카드,1070556,21
C100168,2026-06-26,11,체크카드,3060103,61
C100169,2026-06-26,11,신용카드,176143,4
C100170,2026-06-26,11,신용카드,0,0
C100171,2026-06-26,11,신용카드,0,0
C100172,2026-06-26,11,체크카드,1122777,22
C100173,2026-06-26,11,체크카드,2514296,50
C100174,2026-06-26,11,체크카드,0,0
C100175,2026-06-26,11,체크카드,0,0
C100176,2026-06-26,11,체크카드,1869489,37
C100177,2026-06-26,11,체크카드,693689,14
C100178,2026-06-26,11,체크카드,0,0
C100179,2026-06-26,11,체크카드,2738446,55
C100180,2026-06-26,11,신용카드,845798,17
C100181,2026-06-26,11,체크카드,481888,10
C100182,2026-06-26,11,체크카드,0,0
C100183,2026-06-26,11,체크카드,3244488,65
C100184,2026-06-26,11,체크카드,0,0
C100185,2026-06-26,11,신용카드,3406352,68
C100186,2026-06-26,11,신용카드,4814390,96
C100187,2026-06-26,11,신용카드,0,0
C100188,2026-06-26,11,체크카드,0,0
C100189,2026-06-26,11,신용카드,313804,6
C100190,2026-06-26,11,신용카드,1921368,38
C100191,2026-06-26,11,신용카드,264625,5
C100192,2026-06-26,11,신용카드,2763967,55
C100193,2026-06-26,11,신용카드,1142720,23
C100194,2026-06-26,11,체크카드,2289522,46
C100195,2026-06-26,11,신용카드,2853034,57
C100196,2026-06-26,11,체크카드,0,0
C100197,2026-06-26,11,신용카드,658534,13
C100198,2026-06-26,11,체크카드,1565268,31
C100199,2026-06-26,11,체크카드,0,0
C100200,2026-06-26,11,신용카드,612757,12
C100201,2026-06-26,11,신용카드,0,0
C100202,2026-06-26,11,신용카드,2205374,44
C100203,2026-06-26,11,신용카드,0,0
C100204,2026-06-26,11,신용카드,4304351,86
C100205,2026-06-26,11,체크카드,916976,18
C100206,2026-06-26,11,신용카드,2529013,51
C100207,2026-06-26,11,신용카드,1081217,22
C100208,2026-06-26,11,신용카드,662798,13
C100209,2026-06-26,11,체크카드,3532348,71
C100210,2026-06-26,11,신용카드,2532670,51
C100211,2026-06-26,11,체크카드,1557220,31
C100212,2026-06-26,11,체크카드,935858,19
C100213,2026-06-26,11,체크카드,3769816,75
C100214,2026-06-26,11,신용카드,1872604,37
C100215,2026-06-26,11,체크카드,0,0
C100216,2026-06-26,11,신용카드,509280,10
C100217,2026-06-26,11,신용카드,4457862,89
C100218,2026-06-26,11,체크카드,1248637,25
C100219,2026-06-26,11,체크카드,3725397,75
C100220,2026-06-26,11,신용카드,1342198,27
C100221,2026-06-26,11,체크카드,1981160,40
C100222,2026-06-26,11,신용카드,2900940,58
C100223,2026-06-26,11,신용카드,535112,11
C100224,2026-06-26,11,체크카드,1010301,20
C100225,2026-06-26,11,신용카드,1825142,37
C100226,2026-06-26,11,신용카드,0,0
C100227,2026-06-26,11,체크카드,3073835,61
C100228,2026-06-26,11,신용카드,3203176,64
C100229,2026-06-26,11,체크카드,0,0
C100230,2026-06-26,11,신용카드,1040181,21
C100231,2026-06-26,11,체크카드,891007,18
C100232,2026-06-26,11,체크카드,0,0
C100233,2026-06-26,11,신용카드,1719402,34
C100234,2026-06-26,11,신용카드,477724,10
C100235,2026-06-26,11,체크카드,2731596,55
C100236,2026-06-26,11,체크카드,3314468,66
C100237,2026-06-26,11,신용카드,110615,2
C100238,2026-06-26,11,체크카드,2017852,40
C100239,2026-06-26,11,체크카드,0,0
C100240,2026-06-26,11,체크카드,359582,7
C100241,2026-06-26,11,체크카드,2046311,41
C100242,2026-06-26,11,체크카드,1611745,32
C100243,2026-06-26,11,신용카드,0,0
C100244,2026-06-26,11,신용카드,985889,20
C100245,2026-06-26,11,신용카드,0,0
C100246,2026-06-26,11,체크카드,1910003,38
C100247,2026-06-26,11,체크카드,2424688,48
C100248,2026-06-26,11,체크카드,1268206,25
C100249,2026-06-26,11,신용카드,2233971,45
C100250,2026-06-26,11,신용카드,3334158,67
C100251,2026-06-26,11,신용카드,0,0
C100252,2026-06-26,11,신용카드,1572631,31
C100253,2026-06-26,11,신용카드,2232711,45
C100254,2026-06-26,11,신용카드,1943366,39
C100255,2026-06-26,11,신용카드,3252873,65
C100256,2026-06-26,11,체크카드,2806548,56
C100257,2026-06-26,11,체크카드,1856339,37
C100258,2026-06-26,11,신용카드,2475022,50
C100259,2026-06-26,11,체크카드,626624,13
C100260,2026-06-26,11,신용카드,0,0
C100261,2026-06-26,11,신용카드,886992,18
C100262,2026-06-26,11,체크카드,2300111,46
C100263,2026-06-26,11,신용카드,1581791,32
C100264,2026-06-26,11,체크카드,1563983,31
C100265,2026-06-26,11,체크카드,3398269,68
C100266,2026-06-26,11,체크카드,1462098,29
C100267,2026-06-26,11,신용카드,3315198,66
C100268,2026-06-26,11,체크카드,2011925,40
C100269,2026-06-26,11,신용카드,1756228,35
C100270,2026-06-26,11,체크카드,0,0
C100271,2026-06-26,11,체크카드,735690,15
C100272,2026-06-26,11,신용카드,2911363,58
C100273,2026-06-26,11,체크카드,3046969,61
C100274,2026-06-26,11,체크카드,3702969,74
C100275,2026-06-26,11,신용카드,2213427,44
C100276,2026-06-26,11,체크카드,417534,8
C100277,2026-06-26,11,체크카드,0,0
C100278,2026-06-26,11,체크카드,2762989,55
C100279,2026-06-26,11,신용카드,0,0
C100280,2026-06-26,11,체크카드,3583674,72
C100281,2026-06-26,11,신용카드,4147341,83
C100282,2026-06-26,11,신용카드,1036239,21
C100283,2026-06-26,11,신용카드,0,0
C100284,2026-06-26,11,체크카드,1860538,37
C100285,2026-06-26,11,체크카드,2713438,54
C100286,2026-06-26,11,체크카드,1996768,40
C100287,2026-06-26,11,체크카드,0,0
C100288,2026-06-26,11,체크카드,0,0
C100289,2026-06-26,11,신용카드,1481687,30
C100290,2026-06-26,11,체크카드,395037,8
C100291,2026-06-26,11,신용카드,3625388,73
C100292,2026-06-26,11,체크카드,3482379,70
C100293,2026-06-26,11,체크카드,2223238,44
C100294,2026-06-26,11,체크카드,2365197,47
C100295,2026-06-26,11,신용카드,2636204,53
C100296,2026-06-26,11,체크카드,0,0
C100297,2026-06-26,11,체크카드,0,0
C100298,2026-06-26,11,신용카드,3803602,76
C100299,2026-06-26,11,신용카드,0,0
C100300,2026-06-26,11,체크카드,347453,7
C100301,2026-06-26,11,신용카드,0,0
C100302,2026-06-26,11,신용카드,323304,6
C100303,2026-06-26,11,체크카드,1228637,25
C100304,2026-06-26,11,체크카드,4257379,85
C100305,2026-06-26,11,신용카드,0,0
C100306,2026-06-26,11,신용카드,1611832,32
C100307,2026-06-26,11,신용카드,2795053,56
C100308,2026-06-26,11,신용카드,747786,15
C100309,2026-06-26,11,신용카드,2078957,42
C100310,2026-06-26,11,체크카드,0,0
C100311,2026-06-26,11,체크카드,980934,20
C100312,2026-06-26,11,체크카드,824463,16
C100313,2026-06-26,11,체크카드,820115,16
C100314,2026-06-26,11,체크카드,1494652,30
C100315,2026-06-26,11,신용카드,2735245,55
C100316,2026-06-26,11,신용카드,2940731,59
C100317,2026-06-26,11,체크카드,665152,13
C100318,2026-06-26,11,신용카드,40000000,14
C100319,2026-06-26,11,체크카드,3841713,77
C100320,2026-06-26,11,신용카드,3030632,61
C100321,2026-06-26,11,체크카드,2058298,41
C100322,2026-06-26,11,신용카드,4177410,84
C100323,2026-06-26,11,신용카드,2710993,54
C100324,2026-06-26,11,신용카드,186685,4
C100325,2026-06-26,11,체크카드,4427910,89
C100326,2026-06-26,11,체크카드,4637058,93
C100327,2026-06-26,11,신용카드,2451354,49
C100328,2026-06-26,11,신용카드,0,0
C100329,2026-06-26,11,신용카드,0,0
C100330,2026-06-26,11,신용카드,0,0
C100331,2026-06-26,11,체크카드,2194963,44
C100332,2026-06-26,11,체크카드,0,0
C100333,2026-06-26,11,신용카드,1091757,22
C100334,2026-06-26,11,체크카드,0,0
C100335,2026-06-26,11,신용카드,3441272,69
C100336,2026-06-26,11,체크카드,0,0
C100337,2026-06-26,11,신용카드,1143410,23
C100338,2026-06-26,11,체크카드,3616181,72
C100339,2026-06-26,11,신용카드,4604618,92
C100340,2026-06-26,11,체크카드,738196,15
C100341,2026-06-26,11,신용카드,741697,15
C100342,2026-06-26,11,신용카드,1365091,27
C100343,2026-06-26,11,신용카드,1958612,39
C100344,2026-06-26,11,체크카드,0,0
C100345,2026-06-26,11,신용카드,1508255,30
C100346,2026-06-26,11,체크카드,0,0
C100347,2026-06-26,11,신용카드,3075402,62
C100348,2026-06-26,11,신용카드,81794,2
C100349,2026-06-26,11,신용카드,0,0
C100350,2026-06-26,11,체크카드,602405,12
C100351,2026-06-26,11,체크카드,930556,19
C100352,2026-06-26,11,신용카드,609029,12
C100353,2026-06-26,11,체크카드,105517,2
C100354,2026-06-26,11,신용카드,1863152,37
C100355,2026-06-26,11,신용카드,3725019,75
C100356,2026-06-26,11,신용카드,1075765,22
C100357,2026-06-26,11,신용카드,344663,7
C100358,2026-06-26,11,체크카드,3311385,66
C100359,2026-06-26,11,체크카드,1101945,22
C100360,2026-06-26,11,체크카드,337626,7
C100361,2026-06-26,11,체크카드,0,0
C100362,2026-06-26,11,신용카드,3249373,65
C100363,2026-06-26,11,체크카드,863950,17
C100364,2026-06-26,11,체크카드,397196,8
C100365,2026-06-26,11,체크카드,3224370,64
C100366,2026-06-26,11,체크카드,2684081,54
C100367,2026-06-26,11,신용카드,2419803,48
C100368,2026-06-26,11,체크카드,310500,6
C100369,2026-06-26,11,체크카드,2163410,43
C100370,2026-06-26,11,신용카드,2484090,50
C100371,2026-06-26,11,체크카드,732821,15
C100372,2026-06-26,11,체크카드,3317566,66
C100373,2026-06-26,11,신용카드,0,0
C100374,2026-06-26,11,신용카드,826699,17
C100375,2026-06-26,11,신용카드,2570423,51
C100376,2026-06-26,11,신용카드,264661,5
C100377,2026-06-26,11,신용카드,1755684,35
C100378,2026-06-26,11,신용카드,662763,13
C100379,2026-06-26,11,체크카드,4062733,81
C100380,2026-06-26,11,체크카드,2957663,59
C100381,2026-06-26,11,체크카드,901155,18
C100382,2026-06-26,11,체크카드,3080211,62
C100383,2026-06-26,11,체크카드,3738732,75
C100384,2026-06-26,11,체크카드,0,0
C100385,2026-06-26,11,체크카드,0,0
C100386,2026-06-26,11,체크카드,0,0
C100387,2026-06-26,11,신용카드,0,0
C100388,2026-06-26,11,신용카드,4039462,81
C100389,2026-06-26,11,신용카드,2155084,43
C100390,2026-06-26,11,신용카드,0,0
C100391,2026-06-26,11,신용카드,0,0
C100392,2026-06-26,11,신용카드,4366698,87
C100393,2026-06-26,11,체크카드,311988,6
C100394,2026-06-26,11,신용카드,514167,10
C100395,2026-06-26,11,신용카드,1345258,27
C100396,2026-06-26,11,신용카드,688981,14
C100397,2026-06-26,11,신용카드,550377,11
C100398,2026-06-26,11,신용카드,784159,16
C100399,2026-06-26,11,신용카드,2293453,46
C100400,2026-06-26,11,체크카드,2568000,51
C100401,2026-06-26,11,신용카드,1129378,23
C100402,2026-06-26,11,체크카드,3398837,68
C100403,2026-06-26,11,신용카드,3136653,63
C100404,2026-06-26,11,체크카드,2294184,46
C100405,2026-06-26,11,체크카드,4047533,81
C100406,2026-06-26,11,신용카드,4350103,87
C100407,2026-06-26,11,신용카드,0,0
C100408,2026-06-26,11,신용카드,2562324,51
C100409,2026-06-26,11,신용카드,2828942,57
C100410,2026-06-26,11,체크카드,615269,12
C100411,2026-06-26,11,신용카드,2987208,60
C100412,2026-06-26,11,신용카드,1216581,24
C100413,2026-06-26,11,신용카드,202351,4
C100414,2026-06-26,11,체크카드,3859648,77
C100415,2026-06-26,11,체크카드,1745485,35
C100416,2026-06-26,11,체크카드,3126651,63
C100417,2026-06-26,11,체크카드,0,0
C100418,2026-06-26,11,체크카드,763215,15
C100419,2026-06-26,11,체크카드,3761751,75
C100420,2026-06-26,11,신용카드,1002746,20
C100421,2026-06-26,11,신용카드,1808505,36
C100422,2026-06-26,11,신용카드,2650567,53
C100423,2026-06-26,11,신용카드,0,0
C100424,2026-06-26,11,신용카드,1078030,22
C100425,2026-06-26,11,체크카드,2703682,54
C100426,2026-06-26,11,체크카드,1140009,23
C100427,2026-06-26,11,신용카드,3686066,74
C100428,2026-06-26,11,체크카드,3298427,66
C100429,2026-06-26,11,체크카드,1173776,23
C100430,2026-06-26,11,신용카드,2236217,45
C100431,2026-06-26,11,체크카드,3303317,66
C100432,2026-06-26,11,신용카드,334591,7
C100433,2026-06-26,11,신용카드,1969481,39
C100434,2026-06-26,11,신용카드,2088864,42
C100435,2026-06-26,11,신용카드,3283755,66
C100436,2026-06-26,11,체크카드,1963427,39
C100437,2026-06-26,11,신용카드,0,0
C100438,2026-06-26,11,체크카드,2317134,46
C100439,2026-06-26,11,신용카드,708170,14
C100440,2026-06-26,11,체크카드,614540,12
C100441,2026-06-26,11,체크카드,1084335,22
C100442,2026-06-26,11,신용카드,141862,3
C100443,2026-06-26,11,신용카드,0,0
C100444,2026-06-26,11,체크카드,891621,18
C100445,2026-06-26,11,신용카드,1843867,37
C100446,2026-06-26,11,체크카드,587999,12
C100447,2026-06-26,11,신용카드,1352921,27
C100448,2026-06-26,11,신용카드,1389985,28
C100449,2026-06-26,11,신용카드,2666954,53
C100450,2026-06-26,11,체크카드,0,0
C100451,2026-06-26,11,신용카드,2585318,52
C100452,2026-06-26,11,신용카드,1153637,23
C100453,2026-06-26,11,신용카드,2393788,48
C100454,2026-06-26,11,신용카드,1012526,20
C100455,2026-06-26,11,신용카드,2056450,41
C100456,2026-06-26,11,체크카드,1280330,26
C100457,2026-06-26,11,체크카드,2483467,50
C100458,2026-06-26,11,체크카드,562314,11
C100459,2026-06-26,11,체크카드,0,0
C100460,2026-06-26,11,신용카드,1636747,33
C100461,2026-06-26,11,신용카드,0,0
C100462,2026-06-26,11,체크카드,4461971,89
C100463,2026-06-26,11,체크카드,261788,5
C100464,2026-06-26,11,체크카드,547950,11
C100465,2026-06-26,11,신용카드,4482909,90
C100466,2026-06-26,11,신용카드,2165878,43
C100467,2026-06-26,11,체크카드,650478,13
C100468,2026-06-26,11,신용카드,4224758,84
C100469,2026-06-26,11,신용카드,727917,15
C100470,2026-06-26,11,체크카드,3089445,62
C100471,2026-06-26,11,신용카드,1339587,27
C100472,2026-06-26,11,신용카드,2320457,46
C100473,2026-06-26,11,신용카드,79790,2
C100474,2026-06-26,11,체크카드,2260019,45
C100475,2026-06-26,11,체크카드,0,0
C100476,2026-06-26,11,체크카드,2836601,57
C100477,2026-06-26,11,신용카드,3496764,70
C100478,2026-06-26,11,체크카드,0,0
C100479,2026-06-26,11,신용카드,1572729,31
C100480,2026-06-26,11,체크카드,2226045,45
C100481,2026-06-26,11,신용카드,3241224,65
C100482,2026-06-26,11,체크카드,2211232,44
C100483,2026-06-26,11,신용카드,1900084,38
C100484,2026-06-26,11,체크카드,3065707,61
C100485,2026-06-26,11,신용카드,272837,5
C100486,2026-06-26,11,체크카드,301092,6
C100487,2026-06-26,11,체크카드,3918106,78
C100488,2026-06-26,11,신용카드,0,0
C100489,2026-06-26,11,체크카드,3536342,71
C100490,2026-06-26,11,체크카드,791347,16
C100491,2026-06-26,11,신용카드,2540951,51
C100492,2026-06-26,11,신용카드,0,0
C100493,2026-06-26,11,체크카드,3659973,73
C100494,2026-06-26,11,신용카드,631950,13
C100495,2026-06-26,11,체크카드,2655669,53
C100496,2026-06-26,11,체크카드,3393237,68
C100497,2026-06-26,11,신용카드,2787462,56
C100498,2026-06-26,11,체크카드,0,0
C100499,2026-06-26,11,신용카드,2423086,48
C100500,2026-06-26,11,체크카드,0,0
