고객ID,기준일자,주차,카드구분,사용금액,사용건수
C100130,2026-05-08,4,신용카드,3149352,63
C100131,2026-05-08,4,신용카드,1944543,39
C100132,2026-05-08,4,신용카드,314106,6
C100133,2026-05-08,4,신용카드,564102,11
C100134,2026-05-08,4,체크카드,0,0
C100135,2026-05-08,4,체크카드,1523131,30
C100136,2026-05-08,4,체크카드,2736450,55
C100137,2026-05-08,4,신용카드,616467,12
C100138,2026-05-08,4,체크카드,2494729,50
C100139,2026-05-08,4,체크카드,3319180,66
C100140,2026-05-08,4,체크카드,3912846,78
C100141,2026-05-08,4,신용카드,1487948,30
C100142,2026-05-08,4,신용카드,2478987,50
C100143,2026-05-08,4,신용카드,3526016,71
C100144,2026-05-08,4,신용카드,3441852,69
C100145,2026-05-08,4,체크카드,2382500,48
C100146,2026-05-08,4,체크카드,3859694,77
C100147,2026-05-08,4,체크카드,557719,11
C100148,2026-05-08,4,신용카드,1638093,33
C100149,2026-05-08,4,신용카드,2973694,59
C100150,2026-05-08,4,체크카드,3992655,80
C100151,2026-05-08,4,신용카드,0,0
C100152,2026-05-08,4,체크카드,2656769,53
C100153,2026-05-08,4,신용카드,1192456,24
C100154,2026-05-08,4,신용카드,3248314,65
C100155,2026-05-08,4,신용카드,3661404,73
C100156,2026-05-08,4,체크카드,3083060,62
C100157,2026-05-08,4,신용카드,1940396,39
C100158,2026-05-08,4,신용카드,3141277,63
C100159,2026-05-08,4,체크카드,0,0
C100160,2026-05-08,4,체크카드,1637612,33
C100161,2026-05-08,4,체크카드,1897715,38
C100162,2026-05-08,4,신용카드,2646405,53
C100163,2026-05-08,4,체크카드,0,0
C100164,2026-05-08,4,체크카드,0,0
C100165,2026-05-08,4,체크카드,2594757,52
C100166,2026-05-08,4,체크카드,215156,4
C100167,2026-05-08,4,체크카드,967247,19
C100168,2026-05-08,4,체크카드,3344005,67
C100169,2026-05-08,4,신용카드,159511,3
C100170,2026-05-08,4,신용카드,0,0
C100171,2026-05-08,4,신용카드,0,0
C100172,2026-05-08,4,체크카드,1316003,26
C100173,2026-05-08,4,체크카드,2681723,54
C100174,2026-05-08,4,체크카드,0,0
C100175,2026-05-08,4,체크카드,0,0
C100176,2026-05-08,4,체크카드,1736525,35
C100177,2026-05-08,4,체크카드,723304,14
C100178,2026-05-08,4,체크카드,0,0
C100179,2026-05-08,4,체크카드,2980284,60
C100180,2026-05-08,4,신용카드,800954,16
C100181,2026-05-08,4,체크카드,447216,9
C100182,2026-05-08,4,체크카드,0,0
C100183,2026-05-08,4,체크카드,2933458,59
C100184,2026-05-08,4,체크카드,0,0
C100185,2026-05-08,4,신용카드,3517458,70
C100186,2026-05-08,4,신용카드,4089461,82
C100187,2026-05-08,4,신용카드,0,0
C100188,2026-05-08,4,체크카드,0,0
C100189,2026-05-08,4,신용카드,281216,6
C100190,2026-05-08,4,신용카드,1763772,35
C100191,2026-05-08,4,신용카드,244799,5
C100192,2026-05-08,4,신용카드,3248487,65
C100193,2026-05-08,4,신용카드,1046262,21
C100194,2026-05-08,4,체크카드,2132673,43
C100195,2026-05-08,4,신용카드,2900381,58
C100196,2026-05-08,4,체크카드,0,0
C100197,2026-05-08,4,신용카드,708674,14
C100198,2026-05-08,4,체크카드,1566209,31
C100199,2026-05-08,4,체크카드,0,0
C100200,2026-05-08,4,신용카드,544863,11
C100201,2026-05-08,4,신용카드,0,0
C100202,2026-05-08,4,신용카드,1972015,39
C100203,2026-05-08,4,신용카드,0,0
C100204,2026-05-08,4,신용카드,3833396,77
C100205,2026-05-08,4,체크카드,904118,18
C100206,2026-05-08,4,신용카드,2371551,47
C100207,2026-05-08,4,신용카드,1011752,20
C100208,2026-05-08,4,신용카드,618800,12
C100209,2026-05-08,4,체크카드,3176623,64
C100210,2026-05-08,4,신용카드,2183569,44
C100211,2026-05-08,4,체크카드,1860826,37
C100212,2026-05-08,4,체크카드,1050830,21
C100213,2026-05-08,4,체크카드,3351015,67
C100214,2026-05-08,4,신용카드,1626958,33
C100215,2026-05-08,4,체크카드,0,0
C100216,2026-05-08,4,신용카드,528439,11
C100217,2026-05-08,4,신용카드,3929321,79
C100218,2026-05-08,4,체크카드,1085809,22
C100219,2026-05-08,4,체크카드,3300672,66
C100220,2026-05-08,4,신용카드,1330397,27
C100221,2026-05-08,4,체크카드,2135477,43
C100222,2026-05-08,4,신용카드,2807616,56
C100223,2026-05-08,4,신용카드,498993,10
C100224,2026-05-08,4,체크카드,1019067,20
C100225,2026-05-08,4,신용카드,1564484,31
C100226,2026-05-08,4,신용카드,0,0
C100227,2026-05-08,4,체크카드,3018949,60
C100228,2026-05-08,4,신용카드,3172812,63
C100229,2026-05-08,4,체크카드,0,0
C100230,2026-05-08,4,신용카드,1042892,21
C100231,2026-05-08,4,체크카드,1024104,20
C100232,2026-05-08,4,체크카드,0,0
C100233,2026-05-08,4,신용카드,1712050,34
C100234,2026-05-08,4,신용카드,485970,10
C100235,2026-05-08,4,체크카드,2410026,48
C100236,2026-05-08,4,체크카드,3221982,64
C100237,2026-05-08,4,신용카드,114968,2
C100238,2026-05-08,4,체크카드,1720864,34
C100239,2026-05-08,4,체크카드,0,0
C100240,2026-05-08,4,체크카드,356993,7
C100241,2026-05-08,4,체크카드,2172808,43
C100242,2026-05-08,4,체크카드,1553169,31
C100243,2026-05-08,4,신용카드,0,0
C100244,2026-05-08,4,신용카드,992881,20
C100245,2026-05-08,4,신용카드,0,0
C100246,2026-05-08,4,체크카드,2179715,44
C100247,2026-05-08,4,체크카드,2615107,52
C100248,2026-05-08,4,체크카드,1243556,25
C100249,2026-05-08,4,신용카드,1890861,38
C100250,2026-05-08,4,신용카드,3177751,64
C100251,2026-05-08,4,신용카드,0,0
C100252,2026-05-08,4,신용카드,1514380,30
C100253,2026-05-08,4,신용카드,2129582,43
C100254,2026-05-08,4,신용카드,1769093,35
C100255,2026-05-08,4,신용카드,3474079,69
C100256,2026-05-08,4,체크카드,2618486,52
C100257,2026-05-08,4,체크카드,1672948,33
C100258,2026-05-08,4,신용카드,2660617,53
C100259,2026-05-08,4,체크카드,564647,11
C100260,2026-05-08,4,신용카드,0,0
C100261,2026-05-08,4,신용카드,993152,20
C100262,2026-05-08,4,체크카드,2445843,49
C100263,2026-05-08,4,신용카드,1530306,31
C100264,2026-05-08,4,체크카드,1726966,35
C100265,2026-05-08,4,체크카드,3391992,68
C100266,2026-05-08,4,체크카드,1493706,30
C100267,2026-05-08,4,신용카드,3737850,75
C100268,2026-05-08,4,체크카드,2017465,40
C100269,2026-05-08,4,신용카드,1760598,35
C100270,2026-05-08,4,체크카드,0,0
C100271,2026-05-08,4,체크카드,810670,16
C100272,2026-05-08,4,신용카드,2997121,60
C100273,2026-05-08,4,체크카드,2915303,58
C100274,2026-05-08,4,체크카드,3507427,70
C100275,2026-05-08,4,신용카드,2264010,45
C100276,2026-05-08,4,체크카드,382822,8
C100277,2026-05-08,4,체크카드,0,0
C100278,2026-05-08,4,체크카드,3063144,61
C100279,2026-05-08,4,신용카드,0,0
C100280,2026-05-08,4,체크카드,3410336,68
C100281,2026-05-08,4,신용카드,3396502,68
C100282,2026-05-08,4,신용카드,942360,19
C100283,2026-05-08,4,신용카드,0,0
C100284,2026-05-08,4,체크카드,2025117,41
C100285,2026-05-08,4,체크카드,3015342,60
C100286,2026-05-08,4,체크카드,2060181,41
C100287,2026-05-08,4,체크카드,0,0
C100288,2026-05-08,4,체크카드,0,0
C100289,2026-05-08,4,신용카드,1660299,33
C100290,2026-05-08,4,체크카드,434314,9
C100291,2026-05-08,4,신용카드,3882990,78
C100292,2026-05-08,4,체크카드,3345928,67
C100293,2026-05-08,4,체크카드,2171641,43
C100294,2026-05-08,4,체크카드,2583412,52
C100295,2026-05-08,4,신용카드,2899287,58
C100296,2026-05-08,4,체크카드,0,0
C100297,2026-05-08,4,체크카드,0,0
C100298,2026-05-08,4,신용카드,3272989,65
C100299,2026-05-08,4,신용카드,0,0
C100300,2026-05-08,4,체크카드,385574,8
C100301,2026-05-08,4,신용카드,0,0
C100302,2026-05-08,4,신용카드,333105,7
C100303,2026-05-08,4,체크카드,1284732,26
C100304,2026-05-08,4,체크카드,3792170,76
C100305,2026-05-08,4,신용카드,0,0
C100306,2026-05-08,4,신용카드,1756074,35
C100307,2026-05-08,4,신용카드,3080447,62
C100308,2026-05-08,4,신용카드,772081,15
C100309,2026-05-08,4,신용카드,2081789,42
C100310,2026-05-08,4,체크카드,0,0
C100311,2026-05-08,4,체크카드,906226,18
C100312,2026-05-08,4,체크카드,799874,16
C100313,2026-05-08,4,체크카드,742512,15
C100314,2026-05-08,4,체크카드,1721552,34
C100315,2026-05-08,4,신용카드,2503350,50
C100316,2026-05-08,4,신용카드,2742205,55
C100317,2026-05-08,4,체크카드,598953,12
C100318,2026-05-08,4,신용카드,864218,17
C100319,2026-05-08,4,체크카드,3689621,74
C100320,2026-05-08,4,신용카드,2731121,55
C100321,2026-05-08,4,체크카드,2233412,45
C100322,2026-05-08,4,신용카드,3803966,76
C100323,2026-05-08,4,신용카드,2989365,60
C100324,2026-05-08,4,신용카드,171066,3
C100325,2026-05-08,4,체크카드,3580121,72
C100326,2026-05-08,4,체크카드,3907548,78
C100327,2026-05-08,4,신용카드,2072094,41
C100328,2026-05-08,4,신용카드,0,0
C100329,2026-05-08,4,신용카드,0,0
C100330,2026-05-08,4,신용카드,0,0
C100331,2026-05-08,4,체크카드,2171648,43
C100332,2026-05-08,4,체크카드,0,0
C100333,2026-05-08,4,신용카드,1181844,24
C100334,2026-05-08,4,체크카드,0,0
C100335,2026-05-08,4,신용카드,3587398,72
C100336,2026-05-08,4,체크카드,0,0
C100337,2026-05-08,4,신용카드,1159305,23
C100338,2026-05-08,4,체크카드,3081334,62
C100339,2026-05-08,4,신용카드,3888149,78
C100340,2026-05-08,4,체크카드,668770,13
C100341,2026-05-08,4,신용카드,627758,13
C100342,2026-05-08,4,신용카드,1201356,24
C100343,2026-05-08,4,신용카드,2390485,48
C100344,2026-05-08,4,체크카드,0,0
C100345,2026-05-08,4,신용카드,1547667,31
C100346,2026-05-08,4,체크카드,0,0
C100347,2026-05-08,4,신용카드,2737384,55
C100348,2026-05-08,4,신용카드,74093,1
C100349,2026-05-08,4,신용카드,0,0
C100350,2026-05-08,4,체크카드,660182,13
C100351,2026-05-08,4,체크카드,989617,20
C100352,2026-05-08,4,신용카드,662217,13
C100353,2026-05-08,4,체크카드,115937,2
C100354,2026-05-08,4,신용카드,2061520,41
C100355,2026-05-08,4,신용카드,3242481,65
C100356,2026-05-08,4,신용카드,1138677,23
C100357,2026-05-08,4,신용카드,413978,8
C100358,2026-05-08,4,체크카드,3176102,64
C100359,2026-05-08,4,체크카드,1035314,21
C100360,2026-05-08,4,체크카드,372297,7
C100361,2026-05-08,4,체크카드,0,0
C100362,2026-05-08,4,신용카드,3032171,61
C100363,2026-05-08,4,체크카드,878558,18
C100364,2026-05-08,4,체크카드,331896,7
C100365,2026-05-08,4,체크카드,3049856,61
C100366,2026-05-08,4,체크카드,2916214,58
C100367,2026-05-08,4,신용카드,2289582,46
C100368,2026-05-08,4,체크카드,313663,6
C100369,2026-05-08,4,체크카드,2427467,49
C100370,2026-05-08,4,신용카드,2898955,58
C100371,2026-05-08,4,체크카드,793099,16
C100372,2026-05-08,4,체크카드,3694857,74
C100373,2026-05-08,4,신용카드,0,0
C100374,2026-05-08,4,신용카드,799370,16
C100375,2026-05-08,4,신용카드,2731349,55
C100376,2026-05-08,4,신용카드,293279,6
C100377,2026-05-08,4,신용카드,1963889,39
C100378,2026-05-08,4,신용카드,591650,12
C100379,2026-05-08,4,체크카드,3756434,75
C100380,2026-05-08,4,체크카드,2872339,57
C100381,2026-05-08,4,체크카드,933701,19
C100382,2026-05-08,4,체크카드,3075103,62
C100383,2026-05-08,4,체크카드,3712134,74
C100384,2026-05-08,4,체크카드,0,0
C100385,2026-05-08,4,체크카드,0,0
C100386,2026-05-08,4,체크카드,0,0
C100387,2026-05-08,4,신용카드,0,0
C100388,2026-05-08,4,신용카드,3762996,75
C100389,2026-05-08,4,신용카드,2120061,42
C100390,2026-05-08,4,신용카드,0,0
C100391,2026-05-08,4,신용카드,0,0
C100392,2026-05-08,4,신용카드,4073794,81
C100393,2026-05-08,4,체크카드,291528,6
C100394,2026-05-08,4,신용카드,558079,11
C100395,2026-05-08,4,신용카드,1421864,28
C100396,2026-05-08,4,신용카드,635717,13
C100397,2026-05-08,4,신용카드,516456,10
C100398,2026-05-08,4,신용카드,810080,16
C100399,2026-05-08,4,신용카드,2658978,53
C100400,2026-05-08,4,체크카드,2598825,52
C100401,2026-05-08,4,신용카드,1142185,23
C100402,2026-05-08,4,체크카드,3737379,75
C100403,2026-05-08,4,신용카드,3516374,70
C100404,2026-05-08,4,체크카드,2013176,40
C100405,2026-05-08,4,체크카드,3610446,72
C100406,2026-05-08,4,신용카드,3821555,76
C100407,2026-05-08,4,신용카드,0,0
C100408,2026-05-08,4,신용카드,2377079,48
C100409,2026-05-08,4,신용카드,2768354,55
C100410,2026-05-08,4,체크카드,591044,12
C100411,2026-05-08,4,신용카드,2830036,57
C100412,2026-05-08,4,신용카드,1318336,26
C100413,2026-05-08,4,신용카드,193340,4
C100414,2026-05-08,4,체크카드,3654697,73
C100415,2026-05-08,4,체크카드,1961008,39
C100416,2026-05-08,4,체크카드,3170175,63
C100417,2026-05-08,4,체크카드,0,0
C100418,2026-05-08,4,체크카드,816345,16
C100419,2026-05-08,4,체크카드,3852914,77
C100420,2026-05-08,4,신용카드,1104200,22
C100421,2026-05-08,4,신용카드,1832320,37
C100422,2026-05-08,4,신용카드,2666212,53
C100423,2026-05-08,4,신용카드,0,0
C100424,2026-05-08,4,신용카드,1298649,26
C100425,2026-05-08,4,체크카드,2592292,52
C100426,2026-05-08,4,체크카드,1106361,22
C100427,2026-05-08,4,신용카드,3292493,66
C100428,2026-05-08,4,체크카드,3459639,69
C100429,2026-05-08,4,체크카드,1136661,23
C100430,2026-05-08,4,신용카드,2461996,49
C100431,2026-05-08,4,체크카드,3077905,62
C100432,2026-05-08,4,신용카드,320363,6
C100433,2026-05-08,4,신용카드,1833057,37
C100434,2026-05-08,4,신용카드,2254870,45
C100435,2026-05-08,4,신용카드,3100517,62
C100436,2026-05-08,4,체크카드,2029648,41
C100437,2026-05-08,4,신용카드,0,0
C100438,2026-05-08,4,체크카드,2056668,41
C100439,2026-05-08,4,신용카드,660545,13
C100440,2026-05-08,4,체크카드,560604,11
C100441,2026-05-08,4,체크카드,1007745,20
C100442,2026-05-08,4,신용카드,148369,3
C100443,2026-05-08,4,신용카드,0,0
C100444,2026-05-08,4,체크카드,846998,17
C100445,2026-05-08,4,신용카드,1763852,35
C100446,2026-05-08,4,체크카드,551213,11
C100447,2026-05-08,4,신용카드,1579234,32
C100448,2026-05-08,4,신용카드,1488218,30
C100449,2026-05-08,4,신용카드,2275241,46
C100450,2026-05-08,4,체크카드,0,0
C100451,2026-05-08,4,신용카드,2383840,48
C100452,2026-05-08,4,신용카드,1269728,25
C100453,2026-05-08,4,신용카드,2144000,43
C100454,2026-05-08,4,신용카드,1054580,21
C100455,2026-05-08,4,신용카드,2535535,51
C100456,2026-05-08,4,체크카드,1363033,27
C100457,2026-05-08,4,체크카드,2705787,54
C100458,2026-05-08,4,체크카드,573859,11
C100459,2026-05-08,4,체크카드,0,0
C100460,2026-05-08,4,신용카드,2084365,42
C100461,2026-05-08,4,신용카드,0,0
C100462,2026-05-08,4,체크카드,4121914,82
C100463,2026-05-08,4,체크카드,233038,5
C100464,2026-05-08,4,체크카드,504517,10
C100465,2026-05-08,4,신용카드,4160396,83
C100466,2026-05-08,4,신용카드,1878831,38
C100467,2026-05-08,4,체크카드,656497,13
C100468,2026-05-08,4,신용카드,3815776,76
C100469,2026-05-08,4,신용카드,657258,13
C100470,2026-05-08,4,체크카드,3468779,69
C100471,2026-05-08,4,신용카드,1254136,25
C100472,2026-05-08,4,신용카드,2490708,50
C100473,2026-05-08,4,신용카드,67038,1
C100474,2026-05-08,4,체크카드,2421959,48
C100475,2026-05-08,4,체크카드,0,0
C100476,2026-05-08,4,체크카드,2464773,49
C100477,2026-05-08,4,신용카드,3185873,64
C100478,2026-05-08,4,체크카드,0,0
C100479,2026-05-08,4,신용카드,1467840,29
C100480,2026-05-08,4,체크카드,2220790,44
C100481,2026-05-08,4,신용카드,2719956,54
C100482,2026-05-08,4,체크카드,1954867,39
C100483,2026-05-08,4,신용카드,1734485,35
C100484,2026-05-08,4,체크카드,3299066,66
C100485,2026-05-08,4,신용카드,284405,6
C100486,2026-05-08,4,체크카드,344764,7
C100487,2026-05-08,4,체크카드,3697574,74
C100488,2026-05-08,4,신용카드,0,0
C100489,2026-05-08,4,체크카드,3693693,74
C100490,2026-05-08,4,체크카드,911216,18
C100491,2026-05-08,4,신용카드,2436154,49
C100492,2026-05-08,4,신용카드,0,0
C100493,2026-05-08,4,체크카드,3552047,71
C100494,2026-05-08,4,신용카드,719826,14
C100495,2026-05-08,4,체크카드,2828966,57
C100496,2026-05-08,4,체크카드,3222174,64
C100497,2026-05-08,4,신용카드,2383059,48
C100498,2026-05-08,4,체크카드,0,0
C100499,2026-05-08,4,신용카드,2189584,44
C100500,2026-05-08,4,체크카드,0,0
