고객ID,기준일자,주차,상품구분,수신잔액
C100348,2026-05-08,4,적금,32944990
C100349,2026-05-08,4,정기예금,45948033
C100350,2026-05-08,4,입출금예금,36893905
C100351,2026-05-08,4,입출금예금,42538449
C100352,2026-05-08,4,적금,42771104
C100353,2026-05-08,4,정기예금,60152776
C100354,2026-05-08,4,적금,16599085
C100355,2026-05-08,4,적금,16096550
C100356,2026-05-08,4,입출금예금,41946264
C100357,2026-05-08,4,입출금예금,0
C100358,2026-05-08,4,입출금예금,36710186
C100359,2026-05-08,4,정기예금,58727190
C100360,2026-05-08,4,정기예금,48873689
C100361,2026-05-08,4,정기예금,80339017
C100362,2026-05-08,4,적금,31417432
C100363,2026-05-08,4,적금,21385773
C100364,2026-05-08,4,정기예금,7108511
C100365,2026-05-08,4,입출금예금,42674972
C100366,2026-05-08,4,적금,32052665
C100367,2026-05-08,4,입출금예금,19761242
C100368,2026-05-08,4,정기예금,71090053
C100369,2026-05-08,4,적금,43028197
C100370,2026-05-08,4,적금,0
C100371,2026-05-08,4,적금,7505713
C100372,2026-05-08,4,입출금예금,66118470
C100373,2026-05-08,4,정기예금,24002762
C100374,2026-05-08,4,입출금예금,75694618
C100375,2026-05-08,4,정기예금,39576125
C100376,2026-05-08,4,정기예금,54893651
C100377,2026-05-08,4,적금,28800513
C100378,2026-05-08,4,적금,20415561
C100379,2026-05-08,4,정기예금,23401622
C100380,2026-05-08,4,정기예금,31626685
C100381,2026-05-08,4,정기예금,21846814
C100382,2026-05-08,4,입출금예금,3250933
C100383,2026-05-08,4,적금,22962278
C100384,2026-05-08,4,적금,73660772
C100385,2026-05-08,4,정기예금,53764347
C100386,2026-05-08,4,정기예금,47816420
C100387,2026-05-08,4,입출금예금,43925416
C100388,2026-05-08,4,정기예금,23940387
C100389,2026-05-08,4,정기예금,69318258
C100390,2026-05-08,4,정기예금,8909723
C100391,2026-05-08,4,적금,0
C100392,2026-05-08,4,적금,27424564
C100393,2026-05-08,4,적금,65509267
C100394,2026-05-08,4,정기예금,77975901
C100395,2026-05-08,4,적금,0
C100396,2026-05-08,4,입출금예금,707491
C100397,2026-05-08,4,적금,64464972
C100398,2026-05-08,4,적금,39164103
C100399,2026-05-08,4,정기예금,41015587
C100400,2026-05-08,4,정기예금,11141393
C100401,2026-05-08,4,정기예금,61523819
C100402,2026-05-08,4,적금,63852370
C100403,2026-05-08,4,정기예금,5040172
C100404,2026-05-08,4,정기예금,12431772
C100405,2026-05-08,4,적금,47101842
C100406,2026-05-08,4,정기예금,52450605
C100407,2026-05-08,4,적금,73184432
C100408,2026-05-08,4,적금,14856464
C100409,2026-05-08,4,정기예금,64209659
C100410,2026-05-08,4,적금,23186864
C100411,2026-05-08,4,입출금예금,17061468
C100412,2026-05-08,4,적금,79227234
C100413,2026-05-08,4,정기예금,77163749
C100414,2026-05-08,4,입출금예금,12404077
C100415,2026-05-08,4,입출금예금,1448755
C100416,2026-05-08,4,정기예금,46729517
C100417,2026-05-08,4,정기예금,10716318
C100418,2026-05-08,4,입출금예금,56771717
C100419,2026-05-08,4,적금,42993105
C100420,2026-05-08,4,적금,77955805
C100421,2026-05-08,4,입출금예금,67191814
C100422,2026-05-08,4,적금,37147618
C100423,2026-05-08,4,입출금예금,34589164
C100424,2026-05-08,4,정기예금,71468102
C100425,2026-05-08,4,정기예금,34239528
C100426,2026-05-08,4,입출금예금,78406066
C100427,2026-05-08,4,입출금예금,41822786
C100428,2026-05-08,4,적금,8083018
C100429,2026-05-08,4,적금,53869231
C100430,2026-05-08,4,입출금예금,26495338
C100431,2026-05-08,4,적금,16428948
C100432,2026-05-08,4,적금,25098122
C100433,2026-05-08,4,입출금예금,5366423
C100434,2026-05-08,4,정기예금,37571325
C100435,2026-05-08,4,입출금예금,60889733
C100436,2026-05-08,4,적금,49598414
C100437,2026-05-08,4,입출금예금,14417654
C100438,2026-05-08,4,입출금예금,43223790
C100439,2026-05-08,4,정기예금,66298820
C100440,2026-05-08,4,입출금예금,62833203
C100441,2026-05-08,4,정기예금,51197899
C100442,2026-05-08,4,정기예금,80535587
C100443,2026-05-08,4,적금,60347206
C100444,2026-05-08,4,입출금예금,26438944
C100445,2026-05-08,4,입출금예금,0
C100446,2026-05-08,4,적금,60719688
C100447,2026-05-08,4,입출금예금,70245735
C100448,2026-05-08,4,정기예금,0
C100449,2026-05-08,4,정기예금,39368580
C100450,2026-05-08,4,적금,74397059
C100451,2026-05-08,4,입출금예금,41513458
C100452,2026-05-08,4,정기예금,15524692
C100453,2026-05-08,4,정기예금,74969316
C100454,2026-05-08,4,정기예금,54045326
C100455,2026-05-08,4,적금,38988903
C100456,2026-05-08,4,정기예금,1807684
C100457,2026-05-08,4,적금,3551985
C100458,2026-05-08,4,적금,55541433
C100459,2026-05-08,4,적금,4427330
C100460,2026-05-08,4,적금,81699662
C100461,2026-05-08,4,적금,26004754
C100462,2026-05-08,4,입출금예금,64065816
C100463,2026-05-08,4,적금,66254210
C100464,2026-05-08,4,입출금예금,4795514
C100465,2026-05-08,4,입출금예금,50417945
C100466,2026-05-08,4,적금,9326171
C100467,2026-05-08,4,적금,74666601
C100468,2026-05-08,4,입출금예금,37983840
C100469,2026-05-08,4,적금,36840738
C100470,2026-05-08,4,적금,57387976
C100471,2026-05-08,4,입출금예금,13905210
C100472,2026-05-08,4,적금,64436994
C100473,2026-05-08,4,정기예금,19319357
C100474,2026-05-08,4,정기예금,7346445
C100475,2026-05-08,4,정기예금,31934070
C100476,2026-05-08,4,입출금예금,55065796
C100477,2026-05-08,4,정기예금,64341585
C100478,2026-05-08,4,정기예금,0
C100479,2026-05-08,4,정기예금,60254116
C100480,2026-05-08,4,적금,2499040
C100481,2026-05-08,4,정기예금,71473053
C100482,2026-05-08,4,정기예금,68355895
C100483,2026-05-08,4,정기예금,55945928
C100484,2026-05-08,4,적금,50134828
C100485,2026-05-08,4,적금,41018924
C100486,2026-05-08,4,입출금예금,79816630
C100487,2026-05-08,4,정기예금,36662009
C100488,2026-05-08,4,정기예금,34963230
C100489,2026-05-08,4,적금,41143002
C100490,2026-05-08,4,적금,18420871
C100491,2026-05-08,4,정기예금,24107991
C100492,2026-05-08,4,정기예금,23376054
C100493,2026-05-08,4,정기예금,17088032
C100494,2026-05-08,4,정기예금,55836320
C100495,2026-05-08,4,입출금예금,47665543
C100496,2026-05-08,4,입출금예금,18484100
C100497,2026-05-08,4,입출금예금,54598755
C100498,2026-05-08,4,입출금예금,48396372
C100499,2026-05-08,4,입출금예금,15660126
C100500,2026-05-08,4,적금,64465409
