고객ID,기준일자,주차,상품구분,여신잔액
C100179,2026-05-29,7,주택담보대출,27461648
C100180,2026-05-29,7,전세자금대출,17032694
C100181,2026-05-29,7,전세자금대출,51584509
C100182,2026-05-29,7,신용대출,0
C100183,2026-05-29,7,전세자금대출,30142035
C100184,2026-05-29,7,신용대출,51119690
C100185,2026-05-29,7,신용대출,0
C100186,2026-05-29,7,전세자금대출,0
C100187,2026-05-29,7,전세자금대출,27172757
C100188,2026-05-29,7,전세자금대출,25596765
C100189,2026-05-29,7,주택담보대출,38062958
C100190,2026-05-29,7,전세자금대출,70245702
C100191,2026-05-29,7,신용대출,0
C100192,2026-05-29,7,신용대출,0
C100193,2026-05-29,7,전세자금대출,11641618
C100194,2026-05-29,7,신용대출,91127245
C100195,2026-05-29,7,전세자금대출,85041777
C100196,2026-05-29,7,주택담보대출,118850515
C100197,2026-05-29,7,전세자금대출,0
C100198,2026-05-29,7,전세자금대출,95917026
C100199,2026-05-29,7,주택담보대출,121103011
C100200,2026-05-29,7,주택담보대출,0
C100201,2026-05-29,7,전세자금대출,0
C100202,2026-05-29,7,전세자금대출,58773580
C100203,2026-05-29,7,신용대출,0
C100204,2026-05-29,7,주택담보대출,31299232
C100205,2026-05-29,7,주택담보대출,91875457
C100206,2026-05-29,7,주택담보대출,45883107
C100207,2026-05-29,7,전세자금대출,56095798
C100208,2026-05-29,7,전세자금대출,0
C100209,2026-05-29,7,주택담보대출,0
C100210,2026-05-29,7,전세자금대출,93121926
C100211,2026-05-29,7,신용대출,86347964
C100212,2026-05-29,7,신용대출,0
C100213,2026-05-29,7,주택담보대출,98682385
C100214,2026-05-29,7,신용대출,0
C100215,2026-05-29,7,신용대출,28330836
C100216,2026-05-29,7,신용대출,48074151
C100217,2026-05-29,7,신용대출,42555573
C100218,2026-05-29,7,전세자금대출,0
C100219,2026-05-29,7,신용대출,43418050
C100220,2026-05-29,7,전세자금대출,0
C100221,2026-05-29,7,전세자금대출,24555161
C100222,2026-05-29,7,신용대출,133064523
C100223,2026-05-29,7,주택담보대출,0
C100224,2026-05-29,7,전세자금대출,92762691
C100225,2026-05-29,7,주택담보대출,30425194
C100226,2026-05-29,7,주택담보대출,0
C100227,2026-05-29,7,신용대출,10416725
C100228,2026-05-29,7,전세자금대출,18767323
C100229,2026-05-29,7,전세자금대출,44303978
C100230,2026-05-29,7,신용대출,0
C100231,2026-05-29,7,주택담보대출,83826917
C100232,2026-05-29,7,주택담보대출,82416042
C100233,2026-05-29,7,주택담보대출,6740168
C100234,2026-05-29,7,전세자금대출,50477709
C100235,2026-05-29,7,신용대출,0
C100236,2026-05-29,7,전세자금대출,66196018
C100237,2026-05-29,7,신용대출,53140915
C100238,2026-05-29,7,신용대출,0
C100239,2026-05-29,7,신용대출,101352311
C100240,2026-05-29,7,신용대출,0
C100241,2026-05-29,7,주택담보대출,61739344
C100242,2026-05-29,7,전세자금대출,0
C100243,2026-05-29,7,전세자금대출,102533042
C100244,2026-05-29,7,주택담보대출,71384031
C100245,2026-05-29,7,신용대출,0
C100246,2026-05-29,7,신용대출,0
C100247,2026-05-29,7,전세자금대출,62376989
C100248,2026-05-29,7,전세자금대출,0
C100249,2026-05-29,7,신용대출,0
C100250,2026-05-29,7,주택담보대출,32308609
C100251,2026-05-29,7,신용대출,23652542
C100252,2026-05-29,7,신용대출,0
C100253,2026-05-29,7,주택담보대출,0
C100254,2026-05-29,7,신용대출,0
C100255,2026-05-29,7,전세자금대출,71907867
C100256,2026-05-29,7,주택담보대출,0
C100257,2026-05-29,7,주택담보대출,51930197
C100258,2026-05-29,7,주택담보대출,61611028
C100259,2026-05-29,7,신용대출,75321077
C100260,2026-05-29,7,신용대출,0
C100261,2026-05-29,7,주택담보대출,65171178
C100262,2026-05-29,7,주택담보대출,0
C100263,2026-05-29,7,전세자금대출,0
C100264,2026-05-29,7,주택담보대출,0
C100265,2026-05-29,7,주택담보대출,56579706
C100266,2026-05-29,7,신용대출,53274393
C100267,2026-05-29,7,전세자금대출,43975800
C100268,2026-05-29,7,전세자금대출,74635181
C100269,2026-05-29,7,주택담보대출,44829464
C100270,2026-05-29,7,전세자금대출,86995593
C100271,2026-05-29,7,전세자금대출,18947792
C100272,2026-05-29,7,주택담보대출,0
C100273,2026-05-29,7,주택담보대출,0
C100274,2026-05-29,7,주택담보대출,90524879
C100275,2026-05-29,7,주택담보대출,0
C100276,2026-05-29,7,전세자금대출,48818339
C100277,2026-05-29,7,주택담보대출,99809077
C100278,2026-05-29,7,주택담보대출,32497260
C100279,2026-05-29,7,신용대출,5388008
C100280,2026-05-29,7,전세자금대출,75406551
C100281,2026-05-29,7,신용대출,0
C100282,2026-05-29,7,주택담보대출,65781286
C100283,2026-05-29,7,신용대출,0
C100284,2026-05-29,7,신용대출,7582113
C100285,2026-05-29,7,신용대출,42555573
C100286,2026-05-29,7,주택담보대출,48159193
C100287,2026-05-29,7,신용대출,101328128
C100288,2026-05-29,7,전세자금대출,0
C100289,2026-05-29,7,신용대출,48797783
C100290,2026-05-29,7,신용대출,111026385
C100291,2026-05-29,7,신용대출,108175437
C100292,2026-05-29,7,전세자금대출,0
C100293,2026-05-29,7,주택담보대출,0
C100294,2026-05-29,7,주택담보대출,0
C100295,2026-05-29,7,전세자금대출,0
C100296,2026-05-29,7,신용대출,32330532
C100297,2026-05-29,7,전세자금대출,0
C100298,2026-05-29,7,전세자금대출,24883484
C100299,2026-05-29,7,주택담보대출,63184554
C100300,2026-05-29,7,전세자금대출,83042237
C100301,2026-05-29,7,주택담보대출,46612590
C100302,2026-05-29,7,전세자금대출,76408689
C100303,2026-05-29,7,전세자금대출,0
C100304,2026-05-29,7,전세자금대출,0
C100305,2026-05-29,7,신용대출,58467568
C100306,2026-05-29,7,신용대출,0
C100307,2026-05-29,7,전세자금대출,122360599
C100308,2026-05-29,7,신용대출,47376652
C100309,2026-05-29,7,주택담보대출,0
C100310,2026-05-29,7,전세자금대출,22268328
C100311,2026-05-29,7,주택담보대출,75541242
C100312,2026-05-29,7,주택담보대출,93273857
C100313,2026-05-29,7,신용대출,114507935
C100314,2026-05-29,7,전세자금대출,0
C100315,2026-05-29,7,신용대출,0
C100316,2026-05-29,7,주택담보대출,120128699
C100317,2026-05-29,7,전세자금대출,82929261
C100318,2026-05-29,7,전세자금대출,67612310
C100319,2026-05-29,7,전세자금대출,65631401
C100320,2026-05-29,7,전세자금대출,105239077
C100321,2026-05-29,7,신용대출,0
C100322,2026-05-29,7,주택담보대출,0
C100323,2026-05-29,7,신용대출,90272365
C100324,2026-05-29,7,신용대출,97950551
C100325,2026-05-29,7,전세자금대출,0
C100326,2026-05-29,7,전세자금대출,0
C100327,2026-05-29,7,신용대출,0
C100328,2026-05-29,7,주택담보대출,58899170
C100329,2026-05-29,7,신용대출,0
C100330,2026-05-29,7,주택담보대출,0
C100331,2026-05-29,7,신용대출,0
C100332,2026-05-29,7,신용대출,65478448
C100333,2026-05-29,7,주택담보대출,60164331
C100334,2026-05-29,7,주택담보대출,98223819
C100335,2026-05-29,7,신용대출,0
C100336,2026-05-29,7,신용대출,43073817
C100337,2026-05-29,7,주택담보대출,54645799
C100338,2026-05-29,7,신용대출,34320501
C100339,2026-05-29,7,주택담보대출,105676593
C100340,2026-05-29,7,전세자금대출,42555573
C100341,2026-05-29,7,주택담보대출,0
C100342,2026-05-29,7,신용대출,0
C100343,2026-05-29,7,전세자금대출,0
C100344,2026-05-29,7,주택담보대출,91207724
C100345,2026-05-29,7,신용대출,27393695
C100346,2026-05-29,7,주택담보대출,124208252
C100347,2026-05-29,7,신용대출,0
C100348,2026-05-29,7,주택담보대출,63446950
C100349,2026-05-29,7,신용대출,0
C100350,2026-05-29,7,전세자금대출,0
C100351,2026-05-29,7,신용대출,0
C100352,2026-05-29,7,전세자금대출,42543664
C100353,2026-05-29,7,신용대출,0
C100354,2026-05-29,7,주택담보대출,44140977
C100355,2026-05-29,7,전세자금대출,80363448
C100356,2026-05-29,7,주택담보대출,0
C100357,2026-05-29,7,전세자금대출,91420289
C100358,2026-05-29,7,전세자금대출,62303953
C100359,2026-05-29,7,주택담보대출,0
C100360,2026-05-29,7,신용대출,121693252
C100361,2026-05-29,7,주택담보대출,17128238
C100362,2026-05-29,7,신용대출,61250252
C100363,2026-05-29,7,신용대출,0
C100364,2026-05-29,7,주택담보대출,0
C100365,2026-05-29,7,신용대출,71607624
C100366,2026-05-29,7,신용대출,110190029
C100367,2026-05-29,7,전세자금대출,0
C100368,2026-05-29,7,전세자금대출,93367929
C100369,2026-05-29,7,주택담보대출,94358107
C100370,2026-05-29,7,신용대출,0
C100371,2026-05-29,7,전세자금대출,79987153
C100372,2026-05-29,7,전세자금대출,107378718
C100373,2026-05-29,7,신용대출,0
C100374,2026-05-29,7,전세자금대출,113309107
C100375,2026-05-29,7,전세자금대출,120395707
C100376,2026-05-29,7,신용대출,0
C100377,2026-05-29,7,전세자금대출,59243040
C100378,2026-05-29,7,주택담보대출,68767248
C100379,2026-05-29,7,신용대출,0
C100380,2026-05-29,7,신용대출,33077388
C100381,2026-05-29,7,전세자금대출,0
C100382,2026-05-29,7,주택담보대출,73454748
C100383,2026-05-29,7,신용대출,108831302
C100384,2026-05-29,7,주택담보대출,0
C100385,2026-05-29,7,전세자금대출,58174188
C100386,2026-05-29,7,주택담보대출,0
C100387,2026-05-29,7,전세자금대출,43730606
C100388,2026-05-29,7,주택담보대출,87322226
C100389,2026-05-29,7,전세자금대출,88046633
C100390,2026-05-29,7,전세자금대출,68144174
C100391,2026-05-29,7,신용대출,120092238
C100392,2026-05-29,7,전세자금대출,63278882
C100393,2026-05-29,7,전세자금대출,9650690
C100394,2026-05-29,7,전세자금대출,0
C100395,2026-05-29,7,신용대출,24723425
C100396,2026-05-29,7,신용대출,37776883
C100397,2026-05-29,7,신용대출,0
C100398,2026-05-29,7,신용대출,86169227
C100399,2026-05-29,7,주택담보대출,0
C100400,2026-05-29,7,주택담보대출,40011060
C100401,2026-05-29,7,주택담보대출,0
C100402,2026-05-29,7,전세자금대출,9990388
C100403,2026-05-29,7,전세자금대출,94245479
C100404,2026-05-29,7,주택담보대출,0
C100405,2026-05-29,7,주택담보대출,0
C100406,2026-05-29,7,주택담보대출,0
C100407,2026-05-29,7,신용대출,106485733
C100408,2026-05-29,7,전세자금대출,14533007
C100409,2026-05-29,7,주택담보대출,93330449
C100410,2026-05-29,7,신용대출,95162330
C100411,2026-05-29,7,전세자금대출,79178939
C100412,2026-05-29,7,신용대출,0
C100413,2026-05-29,7,전세자금대출,0
C100414,2026-05-29,7,신용대출,109232229
C100415,2026-05-29,7,신용대출,77433360
C100416,2026-05-29,7,전세자금대출,13530542
C100417,2026-05-29,7,신용대출,52310097
C100418,2026-05-29,7,신용대출,71726779
C100419,2026-05-29,7,주택담보대출,36775808
C100420,2026-05-29,7,신용대출,67247300
C100421,2026-05-29,7,신용대출,47112829
C100422,2026-05-29,7,주택담보대출,90848820
C100423,2026-05-29,7,신용대출,0
C100424,2026-05-29,7,전세자금대출,0
C100425,2026-05-29,7,신용대출,47371961
C100426,2026-05-29,7,주택담보대출,34595921
C100427,2026-05-29,7,신용대출,119280114
C100428,2026-05-29,7,주택담보대출,29203811
C100429,2026-05-29,7,전세자금대출,0
C100430,2026-05-29,7,신용대출,29907754
C100431,2026-05-29,7,전세자금대출,52143700
C100432,2026-05-29,7,신용대출,0
C100433,2026-05-29,7,신용대출,59907180
C100434,2026-05-29,7,신용대출,0
C100435,2026-05-29,7,전세자금대출,18979520
C100436,2026-05-29,7,전세자금대출,93408661
C100437,2026-05-29,7,전세자금대출,0
C100438,2026-05-29,7,주택담보대출,23212690
C100439,2026-05-29,7,주택담보대출,39680548
C100440,2026-05-29,7,주택담보대출,59702831
C100441,2026-05-29,7,주택담보대출,121423217
C100442,2026-05-29,7,전세자금대출,39782209
C100443,2026-05-29,7,전세자금대출,60596608
C100444,2026-05-29,7,신용대출,8532592
C100445,2026-05-29,7,주택담보대출,0
C100446,2026-05-29,7,전세자금대출,0
C100447,2026-05-29,7,전세자금대출,0
C100448,2026-05-29,7,신용대출,43758184
C100449,2026-05-29,7,주택담보대출,0
C100450,2026-05-29,7,신용대출,57453199
C100451,2026-05-29,7,주택담보대출,53472855
C100452,2026-05-29,7,주택담보대출,70265616
C100453,2026-05-29,7,전세자금대출,106912510
C100454,2026-05-29,7,신용대출,102194135
C100455,2026-05-29,7,주택담보대출,50670319
C100456,2026-05-29,7,신용대출,70278673
C100457,2026-05-29,7,전세자금대출,84577709
C100458,2026-05-29,7,주택담보대출,0
C100459,2026-05-29,7,주택담보대출,0
C100460,2026-05-29,7,전세자금대출,23242667
C100461,2026-05-29,7,신용대출,36086188
C100462,2026-05-29,7,신용대출,47714679
C100463,2026-05-29,7,주택담보대출,0
C100464,2026-05-29,7,주택담보대출,79965627
C100465,2026-05-29,7,전세자금대출,34628286
C100466,2026-05-29,7,주택담보대출,0
C100467,2026-05-29,7,신용대출,94804307
C100468,2026-05-29,7,전세자금대출,32035455
C100469,2026-05-29,7,신용대출,63206354
C100470,2026-05-29,7,주택담보대출,80435108
C100471,2026-05-29,7,신용대출,67985507
C100472,2026-05-29,7,전세자금대출,38426197
C100473,2026-05-29,7,주택담보대출,10643310
C100474,2026-05-29,7,주택담보대출,87490097
C100475,2026-05-29,7,전세자금대출,94913746
C100476,2026-05-29,7,전세자금대출,108626144
C100477,2026-05-29,7,주택담보대출,42433060
C100478,2026-05-29,7,전세자금대출,100816716
C100479,2026-05-29,7,신용대출,0
C100480,2026-05-29,7,신용대출,0
C100481,2026-05-29,7,주택담보대출,0
C100482,2026-05-29,7,전세자금대출,0
C100483,2026-05-29,7,전세자금대출,0
C100484,2026-05-29,7,신용대출,0
C100485,2026-05-29,7,신용대출,0
C100486,2026-05-29,7,신용대출,30466264
C100487,2026-05-29,7,전세자금대출,117285102
C100488,2026-05-29,7,전세자금대출,0
C100489,2026-05-29,7,주택담보대출,37208287
C100490,2026-05-29,7,주택담보대출,0
C100491,2026-05-29,7,주택담보대출,0
C100492,2026-05-29,7,주택담보대출,23239727
C100493,2026-05-29,7,전세자금대출,79851283
C100494,2026-05-29,7,전세자금대출,0
C100495,2026-05-29,7,전세자금대출,19171653
C100496,2026-05-29,7,전세자금대출,0
C100497,2026-05-29,7,전세자금대출,16961032
C100498,2026-05-29,7,주택담보대출,0
C100499,2026-05-29,7,신용대출,0
C100500,2026-05-29,7,신용대출,22368998
