고객ID,기준일자,주차,상품구분,보험잔액
C100398,2026-05-29,7,저축성보험,0
C100399,2026-05-29,7,저축성보험,23626846
C100400,2026-05-29,7,저축성보험,0
C100401,2026-05-29,7,저축성보험,0
C100402,2026-05-29,7,보장성보험,0
C100403,2026-05-29,7,저축성보험,30799579
C100404,2026-05-29,7,저축성보험,16186936
C100405,2026-05-29,7,저축성보험,21166770
C100406,2026-05-29,7,보장성보험,0
C100407,2026-05-29,7,저축성보험,0
C100408,2026-05-29,7,보장성보험,14732487
C100409,2026-05-29,7,저축성보험,36315735
C100410,2026-05-29,7,저축성보험,33719120
C100411,2026-05-29,7,저축성보험,26296142
C100412,2026-05-29,7,보장성보험,0
C100413,2026-05-29,7,보장성보험,0
C100414,2026-05-29,7,저축성보험,0
C100415,2026-05-29,7,보장성보험,36523272
C100416,2026-05-29,7,보장성보험,0
C100417,2026-05-29,7,저축성보험,27719877
C100418,2026-05-29,7,저축성보험,21971183
C100419,2026-05-29,7,저축성보험,0
C100420,2026-05-29,7,저축성보험,10356755
C100421,2026-05-29,7,보장성보험,0
C100422,2026-05-29,7,보장성보험,25478311
C100423,2026-05-29,7,저축성보험,0
C100424,2026-05-29,7,저축성보험,46011411
C100425,2026-05-29,7,보장성보험,16261029
C100426,2026-05-29,7,저축성보험,34860544
C100427,2026-05-29,7,보장성보험,46401140
C100428,2026-05-29,7,보장성보험,0
C100429,2026-05-29,7,저축성보험,10993550
C100430,2026-05-29,7,보장성보험,0
C100431,2026-05-29,7,저축성보험,0
C100432,2026-05-29,7,저축성보험,0
C100433,2026-05-29,7,저축성보험,0
C100434,2026-05-29,7,보장성보험,42435945
C100435,2026-05-29,7,저축성보험,29877424
C100436,2026-05-29,7,저축성보험,38545010
C100437,2026-05-29,7,보장성보험,0
C100438,2026-05-29,7,보장성보험,21430129
C100439,2026-05-29,7,저축성보험,6944883
C100440,2026-05-29,7,저축성보험,38660001
C100441,2026-05-29,7,보장성보험,20579372
C100442,2026-05-29,7,저축성보험,5974357
C100443,2026-05-29,7,저축성보험,40190067
C100444,2026-05-29,7,저축성보험,0
C100445,2026-05-29,7,저축성보험,33671695
C100446,2026-05-29,7,저축성보험,0
C100447,2026-05-29,7,저축성보험,46028892
C100448,2026-05-29,7,저축성보험,36343795
C100449,2026-05-29,7,보장성보험,20811810
C100450,2026-05-29,7,저축성보험,3148245
C100451,2026-05-29,7,저축성보험,29443336
C100452,2026-05-29,7,저축성보험,36118015
C100453,2026-05-29,7,저축성보험,4656677
C100454,2026-05-29,7,보장성보험,37927481
C100455,2026-05-29,7,저축성보험,10583940
C100456,2026-05-29,7,보장성보험,0
C100457,2026-05-29,7,저축성보험,13408582
C100458,2026-05-29,7,보장성보험,29113341
C100459,2026-05-29,7,보장성보험,0
C100460,2026-05-29,7,보장성보험,0
C100461,2026-05-29,7,저축성보험,22297014
C100462,2026-05-29,7,보장성보험,11401249
C100463,2026-05-29,7,저축성보험,0
C100464,2026-05-29,7,저축성보험,6135806
C100465,2026-05-29,7,보장성보험,0
C100466,2026-05-29,7,보장성보험,0
C100467,2026-05-29,7,보장성보험,32850643
C100468,2026-05-29,7,보장성보험,10500075
C100469,2026-05-29,7,보장성보험,21241338
C100470,2026-05-29,7,저축성보험,15128787
C100471,2026-05-29,7,보장성보험,0
C100472,2026-05-29,7,보장성보험,50359353
C100473,2026-05-29,7,보장성보험,28676362
C100474,2026-05-29,7,저축성보험,25902978
C100475,2026-05-29,7,저축성보험,4826508
C100476,2026-05-29,7,저축성보험,18540279
C100477,2026-05-29,7,저축성보험,37996832
C100478,2026-05-29,7,저축성보험,0
C100479,2026-05-29,7,저축성보험,26658021
C100480,2026-05-29,7,보장성보험,45796697
C100481,2026-05-29,7,저축성보험,0
C100482,2026-05-29,7,저축성보험,30478409
C100483,2026-05-29,7,보장성보험,0
C100484,2026-05-29,7,보장성보험,19867722
C100485,2026-05-29,7,저축성보험,24869067
C100486,2026-05-29,7,보장성보험,25399029
C100487,2026-05-29,7,저축성보험,35523940
C100488,2026-05-29,7,저축성보험,26807411
C100489,2026-05-29,7,보장성보험,0
C100490,2026-05-29,7,저축성보험,0
C100491,2026-05-29,7,저축성보험,0
C100492,2026-05-29,7,보장성보험,0
C100493,2026-05-29,7,저축성보험,0
C100494,2026-05-29,7,보장성보험,30258488
C100495,2026-05-29,7,저축성보험,39916544
C100496,2026-05-29,7,저축성보험,46703262
C100497,2026-05-29,7,보장성보험,0
C100498,2026-05-29,7,저축성보험,0
C100499,2026-05-29,7,보장성보험,0
C100500,2026-05-29,7,저축성보험,0
