고객ID,기준일자,주차,카드구분,사용금액,사용건수
C100081,2026-05-29,7,신용카드,1401757,28
C100082,2026-05-29,7,신용카드,416318,8
C100083,2026-05-29,7,신용카드,1080097,22
C100084,2026-05-29,7,신용카드,1920498,38
C100085,2026-05-29,7,체크카드,0,0
C100086,2026-05-29,7,체크카드,2064564,41
C100087,2026-05-29,7,신용카드,0,0
C100088,2026-05-29,7,신용카드,0,0
C100089,2026-05-29,7,체크카드,1114279,22
C100090,2026-05-29,7,신용카드,489888,10
C100091,2026-05-29,7,체크카드,3383679,68
C100092,2026-05-29,7,신용카드,3414790,68
C100093,2026-05-29,7,체크카드,696932,14
C100094,2026-05-29,7,신용카드,2629022,53
C100095,2026-05-29,7,체크카드,717983,14
C100096,2026-05-29,7,신용카드,1365241,27
C100097,2026-05-29,7,신용카드,3442841,69
C100098,2026-05-29,7,체크카드,1572495,31
C100099,2026-05-29,7,체크카드,414284,8
C100100,2026-05-29,7,체크카드,1617576,32
C100101,2026-05-29,7,체크카드,3203934,64
C100102,2026-05-29,7,신용카드,3497368,70
C100103,2026-05-29,7,체크카드,3241293,65
C100104,2026-05-29,7,신용카드,3213176,64
C100105,2026-05-29,7,체크카드,78102,2
C100106,2026-05-29,7,체크카드,70594,1
C100107,2026-05-29,7,체크카드,1249685,25
C100108,2026-05-29,7,체크카드,1509635,30
C100109,2026-05-29,7,신용카드,1928268,39
C100110,2026-05-29,7,체크카드,1196124,24
C100111,2026-05-29,7,신용카드,3677280,74
C100112,2026-05-29,7,신용카드,0,0
C100113,2026-05-29,7,신용카드,2817693,56
C100114,2026-05-29,7,체크카드,3588808,72
C100115,2026-05-29,7,체크카드,3974855,79
C100116,2026-05-29,7,신용카드,1214665,24
C100117,2026-05-29,7,신용카드,166053,3
C100118,2026-05-29,7,신용카드,497800,10
C100119,2026-05-29,7,신용카드,765633,15
C100120,2026-05-29,7,체크카드,107275,2
C100121,2026-05-29,7,체크카드,839814,17
C100122,2026-05-29,7,신용카드,435401,9
C100123,2026-05-29,7,체크카드,0,0
C100124,2026-05-29,7,체크카드,895417,18
C100125,2026-05-29,7,신용카드,952896,19
C100126,2026-05-29,7,신용카드,3113824,62
C100127,2026-05-29,7,신용카드,2047697,41
C100128,2026-05-29,7,신용카드,3810372,76
C100129,2026-05-29,7,신용카드,2962731,59
C100130,2026-05-29,7,신용카드,3136301,63
C100131,2026-05-29,7,신용카드,2053192,41
C100132,2026-05-29,7,신용카드,310554,6
C100133,2026-05-29,7,신용카드,571862,11
C100134,2026-05-29,7,체크카드,0,0
C100135,2026-05-29,7,체크카드,1571652,31
C100136,2026-05-29,7,체크카드,2396601,48
C100137,2026-05-29,7,신용카드,632604,13
C100138,2026-05-29,7,체크카드,2651231,53
C100139,2026-05-29,7,체크카드,3163103,63
C100140,2026-05-29,7,체크카드,4217594,84
C100141,2026-05-29,7,신용카드,1513599,30
C100142,2026-05-29,7,신용카드,2289814,46
C100143,2026-05-29,7,신용카드,3416830,68
C100144,2026-05-29,7,신용카드,3687656,74
C100145,2026-05-29,7,체크카드,2454736,49
C100146,2026-05-29,7,체크카드,4008609,80
C100147,2026-05-29,7,체크카드,572977,11
C100148,2026-05-29,7,신용카드,1583776,32
C100149,2026-05-29,7,신용카드,3081507,62
C100150,2026-05-29,7,체크카드,3967955,79
C100151,2026-05-29,7,신용카드,0,0
C100152,2026-05-29,7,체크카드,2811403,56
C100153,2026-05-29,7,신용카드,1276220,26
C100154,2026-05-29,7,신용카드,3357188,67
C100155,2026-05-29,7,신용카드,3316001,66
C100156,2026-05-29,7,체크카드,3343851,67
C100157,2026-05-29,7,신용카드,2086596,42
C100158,2026-05-29,7,신용카드,2940332,59
C100159,2026-05-29,7,체크카드,0,0
C100160,2026-05-29,7,체크카드,1592582,32
C100161,2026-05-29,7,체크카드,1934757,39
C100162,2026-05-29,7,신용카드,2768993,55
C100163,2026-05-29,7,체크카드,0,0
C100164,2026-05-29,7,체크카드,0,0
C100165,2026-05-29,7,체크카드,2692288,54
C100166,2026-05-29,7,체크카드,218446,4
C100167,2026-05-29,7,체크카드,916316,18
C100168,2026-05-29,7,체크카드,3277748,66
C100169,2026-05-29,7,신용카드,171102,3
C100170,2026-05-29,7,신용카드,0,0
C100171,2026-05-29,7,신용카드,0,0
C100172,2026-05-29,7,체크카드,1230474,25
C100173,2026-05-29,7,체크카드,2554500,51
C100174,2026-05-29,7,체크카드,0,0
C100175,2026-05-29,7,체크카드,0,0
C100176,2026-05-29,7,체크카드,1855280,37
C100177,2026-05-29,7,체크카드,697968,14
C100178,2026-05-29,7,체크카드,0,0
C100179,2026-05-29,7,체크카드,2814690,56
C100180,2026-05-29,7,신용카드,821037,16
C100181,2026-05-29,7,체크카드,447922,9
C100182,2026-05-29,7,체크카드,0,0
C100183,2026-05-29,7,체크카드,2884475,58
C100184,2026-05-29,7,체크카드,0,0
C100185,2026-05-29,7,신용카드,3455032,69
C100186,2026-05-29,7,신용카드,3994025,80
C100187,2026-05-29,7,신용카드,0,0
C100188,2026-05-29,7,체크카드,0,0
C100189,2026-05-29,7,신용카드,305165,6
C100190,2026-05-29,7,신용카드,1766507,35
C100191,2026-05-29,7,신용카드,261106,5
C100192,2026-05-29,7,신용카드,3157586,63
C100193,2026-05-29,7,신용카드,1010734,20
C100194,2026-05-29,7,체크카드,2298441,46
C100195,2026-05-29,7,신용카드,2967441,59
C100196,2026-05-29,7,체크카드,0,0
C100197,2026-05-29,7,신용카드,682766,14
C100198,2026-05-29,7,체크카드,1647917,33
C100199,2026-05-29,7,체크카드,0,0
C100200,2026-05-29,7,신용카드,547358,11
C100201,2026-05-29,7,신용카드,0,0
C100202,2026-05-29,7,신용카드,2065735,41
C100203,2026-05-29,7,신용카드,0,0
C100204,2026-05-29,7,신용카드,3923779,78
C100205,2026-05-29,7,체크카드,914999,18
C100206,2026-05-29,7,신용카드,2470593,49
C100207,2026-05-29,7,신용카드,1009557,20
C100208,2026-05-29,7,신용카드,610919,12
C100209,2026-05-29,7,체크카드,3178957,64
C100210,2026-05-29,7,신용카드,2369310,47
C100211,2026-05-29,7,체크카드,1736383,35
C100212,2026-05-29,7,체크카드,1003836,20
C100213,2026-05-29,7,체크카드,3572763,71
C100214,2026-05-29,7,신용카드,1708627,34
C100215,2026-05-29,7,체크카드,0,0
C100216,2026-05-29,7,신용카드,493013,10
C100217,2026-05-29,7,신용카드,4304862,86
C100218,2026-05-29,7,체크카드,1135533,23
C100219,2026-05-29,7,체크카드,3645605,73
C100220,2026-05-29,7,신용카드,1299402,26
C100221,2026-05-29,7,체크카드,2159219,43
C100222,2026-05-29,7,신용카드,2914471,58
C100223,2026-05-29,7,신용카드,479318,10
C100224,2026-05-29,7,체크카드,947829,19
C100225,2026-05-29,7,신용카드,1741724,35
C100226,2026-05-29,7,신용카드,0,0
C100227,2026-05-29,7,체크카드,3120334,62
C100228,2026-05-29,7,신용카드,2809433,56
C100229,2026-05-29,7,체크카드,0,0
C100230,2026-05-29,7,신용카드,1022287,20
C100231,2026-05-29,7,체크카드,1020519,20
C100232,2026-05-29,7,체크카드,0,0
C100233,2026-05-29,7,신용카드,1645391,33
C100234,2026-05-29,7,신용카드,497850,10
C100235,2026-05-29,7,체크카드,2488579,50
C100236,2026-05-29,7,체크카드,3344856,67
C100237,2026-05-29,7,신용카드,107653,2
C100238,2026-05-29,7,체크카드,1880074,38
C100239,2026-05-29,7,체크카드,0,0
C100240,2026-05-29,7,체크카드,330176,7
C100241,2026-05-29,7,체크카드,1985711,40
C100242,2026-05-29,7,체크카드,1550426,31
C100243,2026-05-29,7,신용카드,0,0
C100244,2026-05-29,7,신용카드,965103,19
C100245,2026-05-29,7,신용카드,0,0
C100246,2026-05-29,7,체크카드,1979152,40
C100247,2026-05-29,7,체크카드,2562881,51
C100248,2026-05-29,7,체크카드,1190316,24
C100249,2026-05-29,7,신용카드,1929051,39
C100250,2026-05-29,7,신용카드,3225948,65
C100251,2026-05-29,7,신용카드,0,0
C100252,2026-05-29,7,신용카드,1513622,30
C100253,2026-05-29,7,신용카드,2199630,44
C100254,2026-05-29,7,신용카드,1900472,38
C100255,2026-05-29,7,신용카드,3238861,65
C100256,2026-05-29,7,체크카드,2708876,54
C100257,2026-05-29,7,체크카드,1922555,38
C100258,2026-05-29,7,신용카드,2607928,52
C100259,2026-05-29,7,체크카드,592572,12
C100260,2026-05-29,7,신용카드,0,0
C100261,2026-05-29,7,신용카드,965298,19
C100262,2026-05-29,7,체크카드,2439972,49
C100263,2026-05-29,7,신용카드,1515230,30
C100264,2026-05-29,7,체크카드,1685930,34
C100265,2026-05-29,7,체크카드,3515948,70
C100266,2026-05-29,7,체크카드,1533796,31
C100267,2026-05-29,7,신용카드,3391082,68
C100268,2026-05-29,7,체크카드,2122360,42
C100269,2026-05-29,7,신용카드,1802209,36
C100270,2026-05-29,7,체크카드,0,0
C100271,2026-05-29,7,체크카드,759610,15
C100272,2026-05-29,7,신용카드,3071534,61
C100273,2026-05-29,7,체크카드,2965795,59
C100274,2026-05-29,7,체크카드,3520567,70
C100275,2026-05-29,7,신용카드,2261505,45
C100276,2026-05-29,7,체크카드,396113,8
C100277,2026-05-29,7,체크카드,0,0
C100278,2026-05-29,7,체크카드,3091048,62
C100279,2026-05-29,7,신용카드,0,0
C100280,2026-05-29,7,체크카드,3524898,70
C100281,2026-05-29,7,신용카드,3678847,74
C100282,2026-05-29,7,신용카드,938556,19
C100283,2026-05-29,7,신용카드,0,0
C100284,2026-05-29,7,체크카드,2014578,40
C100285,2026-05-29,7,체크카드,2852248,57
C100286,2026-05-29,7,체크카드,1851930,37
C100287,2026-05-29,7,체크카드,0,0
C100288,2026-05-29,7,체크카드,0,0
C100289,2026-05-29,7,신용카드,1451529,29
C100290,2026-05-29,7,체크카드,405532,8
C100291,2026-05-29,7,신용카드,3922826,78
C100292,2026-05-29,7,체크카드,3260066,65
C100293,2026-05-29,7,체크카드,2239959,45
C100294,2026-05-29,7,체크카드,2504377,50
C100295,2026-05-29,7,신용카드,2816735,56
C100296,2026-05-29,7,체크카드,0,0
C100297,2026-05-29,7,체크카드,0,0
C100298,2026-05-29,7,신용카드,3524090,70
C100299,2026-05-29,7,신용카드,0,0
C100300,2026-05-29,7,체크카드,356952,7
C100301,2026-05-29,7,신용카드,0,0
C100302,2026-05-29,7,신용카드,327390,7
C100303,2026-05-29,7,체크카드,1195162,24
C100304,2026-05-29,7,체크카드,4056214,81
C100305,2026-05-29,7,신용카드,0,0
C100306,2026-05-29,7,신용카드,1637072,33
C100307,2026-05-29,7,신용카드,2824893,56
C100308,2026-05-29,7,신용카드,769812,15
C100309,2026-05-29,7,신용카드,2110575,42
C100310,2026-05-29,7,체크카드,0,0
C100311,2026-05-29,7,체크카드,959929,19
C100312,2026-05-29,7,체크카드,806986,16
C100313,2026-05-29,7,체크카드,768823,15
C100314,2026-05-29,7,체크카드,1616016,32
C100315,2026-05-29,7,신용카드,2564945,51
C100316,2026-05-29,7,신용카드,2788347,56
C100317,2026-05-29,7,체크카드,652380,13
C100318,2026-05-29,7,신용카드,801978,16
C100319,2026-05-29,7,체크카드,3610959,72
C100320,2026-05-29,7,신용카드,2800534,56
C100321,2026-05-29,7,체크카드,2188654,44
C100322,2026-05-29,7,신용카드,4172030,83
C100323,2026-05-29,7,신용카드,2739743,55
C100324,2026-05-29,7,신용카드,170988,3
C100325,2026-05-29,7,체크카드,3969621,79
C100326,2026-05-29,7,체크카드,4168821,83
C100327,2026-05-29,7,신용카드,2185822,44
C100328,2026-05-29,7,신용카드,0,0
C100329,2026-05-29,7,신용카드,0,0
C100330,2026-05-29,7,신용카드,0,0
C100331,2026-05-29,7,체크카드,2068941,41
C100332,2026-05-29,7,체크카드,0,0
C100333,2026-05-29,7,신용카드,1123073,22
C100334,2026-05-29,7,체크카드,0,0
C100335,2026-05-29,7,신용카드,3334275,67
C100336,2026-05-29,7,체크카드,0,0
C100337,2026-05-29,7,신용카드,1120247,22
C100338,2026-05-29,7,체크카드,3185181,64
C100339,2026-05-29,7,신용카드,4393724,88
C100340,2026-05-29,7,체크카드,741081,15
C100341,2026-05-29,7,신용카드,713831,14
C100342,2026-05-29,7,신용카드,1267612,25
C100343,2026-05-29,7,신용카드,2100927,42
C100344,2026-05-29,7,체크카드,0,0
C100345,2026-05-29,7,신용카드,1501557,30
C100346,2026-05-29,7,체크카드,0,0
C100347,2026-05-29,7,신용카드,2985088,60
C100348,2026-05-29,7,신용카드,75421,2
C100349,2026-05-29,7,신용카드,0,0
C100350,2026-05-29,7,체크카드,626570,13
C100351,2026-05-29,7,체크카드,984387,20
C100352,2026-05-29,7,신용카드,625253,13
C100353,2026-05-29,7,체크카드,104029,2
C100354,2026-05-29,7,신용카드,2033930,41
C100355,2026-05-29,7,신용카드,3349304,67
C100356,2026-05-29,7,신용카드,1078477,22
C100357,2026-05-29,7,신용카드,364846,7
C100358,2026-05-29,7,체크카드,3183873,64
C100359,2026-05-29,7,체크카드,1096048,22
C100360,2026-05-29,7,체크카드,353268,7
C100361,2026-05-29,7,체크카드,0,0
C100362,2026-05-29,7,신용카드,3273439,65
C100363,2026-05-29,7,체크카드,817766,16
C100364,2026-05-29,7,체크카드,373422,7
C100365,2026-05-29,7,체크카드,3147605,63
C100366,2026-05-29,7,체크카드,2692319,54
C100367,2026-05-29,7,신용카드,2314259,46
C100368,2026-05-29,7,체크카드,306771,6
C100369,2026-05-29,7,체크카드,2306208,46
C100370,2026-05-29,7,신용카드,2717349,54
C100371,2026-05-29,7,체크카드,789927,16
C100372,2026-05-29,7,체크카드,3490280,70
C100373,2026-05-29,7,신용카드,0,0
C100374,2026-05-29,7,신용카드,815682,16
C100375,2026-05-29,7,신용카드,2784036,56
C100376,2026-05-29,7,신용카드,283637,6
C100377,2026-05-29,7,신용카드,1815495,36
C100378,2026-05-29,7,신용카드,650184,13
C100379,2026-05-29,7,체크카드,3661494,73
C100380,2026-05-29,7,체크카드,2861471,57
C100381,2026-05-29,7,체크카드,950229,19
C100382,2026-05-29,7,체크카드,3159000,63
C100383,2026-05-29,7,체크카드,3697851,74
C100384,2026-05-29,7,체크카드,0,0
C100385,2026-05-29,7,체크카드,0,0
C100386,2026-05-29,7,체크카드,0,0
C100387,2026-05-29,7,신용카드,0,0
C100388,2026-05-29,7,신용카드,3830155,77
C100389,2026-05-29,7,신용카드,2135987,43
C100390,2026-05-29,7,신용카드,0,0
C100391,2026-05-29,7,신용카드,0,0
C100392,2026-05-29,7,신용카드,4323211,86
C100393,2026-05-29,7,체크카드,302432,6
C100394,2026-05-29,7,신용카드,546270,11
C100395,2026-05-29,7,신용카드,1408034,28
C100396,2026-05-29,7,신용카드,668287,13
C100397,2026-05-29,7,신용카드,544755,11
C100398,2026-05-29,7,신용카드,763373,15
C100399,2026-05-29,7,신용카드,2440282,49
C100400,2026-05-29,7,체크카드,2626186,53
C100401,2026-05-29,7,신용카드,1185055,24
C100402,2026-05-29,7,체크카드,3417787,68
C100403,2026-05-29,7,신용카드,3280530,66
C100404,2026-05-29,7,체크카드,2136130,43
C100405,2026-05-29,7,체크카드,3946191,79
C100406,2026-05-29,7,신용카드,4015567,80
C100407,2026-05-29,7,신용카드,0,0
C100408,2026-05-29,7,신용카드,2471829,49
C100409,2026-05-29,7,신용카드,2676528,54
C100410,2026-05-29,7,체크카드,612549,12
C100411,2026-05-29,7,신용카드,2935640,59
C100412,2026-05-29,7,신용카드,1280492,26
C100413,2026-05-29,7,신용카드,207465,4
C100414,2026-05-29,7,체크카드,3930909,79
C100415,2026-05-29,7,체크카드,1942353,39
C100416,2026-05-29,7,체크카드,3322304,66
C100417,2026-05-29,7,체크카드,0,0
C100418,2026-05-29,7,체크카드,794441,16
C100419,2026-05-29,7,체크카드,4049427,81
C100420,2026-05-29,7,신용카드,1092399,22
C100421,2026-05-29,7,신용카드,1823430,36
C100422,2026-05-29,7,신용카드,2620412,52
C100423,2026-05-29,7,신용카드,0,0
C100424,2026-05-29,7,신용카드,1241625,25
C100425,2026-05-29,7,체크카드,2546933,51
C100426,2026-05-29,7,체크카드,1025258,21
C100427,2026-05-29,7,신용카드,3454089,69
C100428,2026-05-29,7,체크카드,3544083,71
C100429,2026-05-29,7,체크카드,1124172,22
C100430,2026-05-29,7,신용카드,2442828,49
C100431,2026-05-29,7,체크카드,3101686,62
C100432,2026-05-29,7,신용카드,321128,6
C100433,2026-05-29,7,신용카드,1954503,39
C100434,2026-05-29,7,신용카드,2025504,41
C100435,2026-05-29,7,신용카드,3324572,66
C100436,2026-05-29,7,체크카드,1955325,39
C100437,2026-05-29,7,신용카드,0,0
C100438,2026-05-29,7,체크카드,2177199,44
C100439,2026-05-29,7,신용카드,641717,13
C100440,2026-05-29,7,체크카드,600610,12
C100441,2026-05-29,7,체크카드,1020450,20
C100442,2026-05-29,7,신용카드,138894,3
C100443,2026-05-29,7,신용카드,0,0
C100444,2026-05-29,7,체크카드,869449,17
C100445,2026-05-29,7,신용카드,1951690,39
C100446,2026-05-29,7,체크카드,573579,11
C100447,2026-05-29,7,신용카드,1647118,33
C100448,2026-05-29,7,신용카드,1489511,30
C100449,2026-05-29,7,신용카드,2394264,48
C100450,2026-05-29,7,체크카드,0,0
C100451,2026-05-29,7,신용카드,2415599,48
C100452,2026-05-29,7,신용카드,1197112,24
C100453,2026-05-29,7,신용카드,2398426,48
C100454,2026-05-29,7,신용카드,1056637,21
C100455,2026-05-29,7,신용카드,2266394,45
C100456,2026-05-29,7,체크카드,1345886,27
C100457,2026-05-29,7,체크카드,2624895,52
C100458,2026-05-29,7,체크카드,593742,12
C100459,2026-05-29,7,체크카드,0,0
C100460,2026-05-29,7,신용카드,1757467,35
C100461,2026-05-29,7,신용카드,0,0
C100462,2026-05-29,7,체크카드,4121230,82
C100463,2026-05-29,7,체크카드,238037,5
C100464,2026-05-29,7,체크카드,548474,11
C100465,2026-05-29,7,신용카드,3937097,79
C100466,2026-05-29,7,신용카드,2005223,40
C100467,2026-05-29,7,체크카드,672071,13
C100468,2026-05-29,7,신용카드,3772122,75
C100469,2026-05-29,7,신용카드,669537,13
C100470,2026-05-29,7,체크카드,3217855,64
C100471,2026-05-29,7,신용카드,1305800,26
C100472,2026-05-29,7,신용카드,2389250,48
C100473,2026-05-29,7,신용카드,79144,2
C100474,2026-05-29,7,체크카드,2453129,49
C100475,2026-05-29,7,체크카드,0,0
C100476,2026-05-29,7,체크카드,2511657,50
C100477,2026-05-29,7,신용카드,3351404,67
C100478,2026-05-29,7,체크카드,0,0
C100479,2026-05-29,7,신용카드,1544053,31
C100480,2026-05-29,7,체크카드,2194975,44
C100481,2026-05-29,7,신용카드,3031534,61
C100482,2026-05-29,7,체크카드,2162905,43
C100483,2026-05-29,7,신용카드,1982922,40
C100484,2026-05-29,7,체크카드,3109549,62
C100485,2026-05-29,7,신용카드,289744,6
C100486,2026-05-29,7,체크카드,324989,6
C100487,2026-05-29,7,체크카드,3669911,73
C100488,2026-05-29,7,신용카드,0,0
C100489,2026-05-29,7,체크카드,3824031,76
C100490,2026-05-29,7,체크카드,898505,18
C100491,2026-05-29,7,신용카드,2398618,48
C100492,2026-05-29,7,신용카드,0,0
C100493,2026-05-29,7,체크카드,3699670,74
C100494,2026-05-29,7,신용카드,668302,13
C100495,2026-05-29,7,체크카드,2734467,55
C100496,2026-05-29,7,체크카드,3130838,63
C100497,2026-05-29,7,신용카드,2559064,51
C100498,2026-05-29,7,체크카드,0,0
C100499,2026-05-29,7,신용카드,2294687,46
C100500,2026-05-29,7,체크카드,0,0
