고객ID,기준일자,주차,상품구분,수신잔액
C100077,2026-05-29,7,적금,36863387
C100078,2026-05-29,7,정기예금,55127846
C100079,2026-05-29,7,적금,27454961
C100080,2026-05-29,7,입출금예금,59121028
C100081,2026-05-29,7,입출금예금,20258792
C100082,2026-05-29,7,정기예금,37822100
C100083,2026-05-29,7,입출금예금,23591748
C100084,2026-05-29,7,적금,36698872
C100085,2026-05-29,7,적금,34364490
C100086,2026-05-29,7,입출금예금,55548788
C100087,2026-05-29,7,입출금예금,59176453
C100088,2026-05-29,7,입출금예금,27419417
C100089,2026-05-29,7,정기예금,57236769
C100090,2026-05-29,7,정기예금,57158065
C100091,2026-05-29,7,적금,0
C100092,2026-05-29,7,적금,51522428
C100093,2026-05-29,7,정기예금,12089540
C100094,2026-05-29,7,정기예금,29261276
C100095,2026-05-29,7,입출금예금,37588453
C100096,2026-05-29,7,정기예금,41260236
C100097,2026-05-29,7,입출금예금,23220841
C100098,2026-05-29,7,적금,20627751
C100099,2026-05-29,7,입출금예금,64288854
C100100,2026-05-29,7,입출금예금,79623696
C100101,2026-05-29,7,적금,37988325
C100102,2026-05-29,7,정기예금,48353813
C100103,2026-05-29,7,입출금예금,66798628
C100104,2026-05-29,7,적금,68076371
C100105,2026-05-29,7,입출금예금,38374861
C100106,2026-05-29,7,입출금예금,22524314
C100107,2026-05-29,7,입출금예금,67709152
C100108,2026-05-29,7,적금,3896582
C100109,2026-05-29,7,입출금예금,62361386
C100110,2026-05-29,7,입출금예금,25604170
C100111,2026-05-29,7,정기예금,38043624
C100112,2026-05-29,7,정기예금,32051220
C100113,2026-05-29,7,정기예금,24293365
C100114,2026-05-29,7,입출금예금,11070486
C100115,2026-05-29,7,적금,64144918
C100116,2026-05-29,7,입출금예금,38907349
C100117,2026-05-29,7,입출금예금,59327067
C100118,2026-05-29,7,정기예금,54877564
C100119,2026-05-29,7,입출금예금,41358611
C100120,2026-05-29,7,적금,42392906
C100121,2026-05-29,7,입출금예금,62459639
C100122,2026-05-29,7,입출금예금,71244603
C100123,2026-05-29,7,입출금예금,29777888
C100124,2026-05-29,7,입출금예금,33627661
C100125,2026-05-29,7,적금,23342291
C100126,2026-05-29,7,입출금예금,0
C100127,2026-05-29,7,입출금예금,78819797
C100128,2026-05-29,7,적금,38893919
C100129,2026-05-29,7,적금,49586556
C100130,2026-05-29,7,적금,48762719
C100131,2026-05-29,7,적금,38192891
C100132,2026-05-29,7,정기예금,69999491
C100133,2026-05-29,7,적금,70550119
C100134,2026-05-29,7,적금,27338438
C100135,2026-05-29,7,정기예금,23644882
C100136,2026-05-29,7,입출금예금,60655541
C100137,2026-05-29,7,정기예금,21301795
C100138,2026-05-29,7,적금,80989832
C100139,2026-05-29,7,정기예금,74009333
C100140,2026-05-29,7,입출금예금,43323693
C100141,2026-05-29,7,입출금예금,24317092
C100142,2026-05-29,7,입출금예금,42912023
C100143,2026-05-29,7,정기예금,36279413
C100144,2026-05-29,7,적금,9139934
C100145,2026-05-29,7,적금,39152879
C100146,2026-05-29,7,적금,30617510
C100147,2026-05-29,7,정기예금,0
C100148,2026-05-29,7,적금,36570083
C100149,2026-05-29,7,입출금예금,6298699
C100150,2026-05-29,7,입출금예금,72797926
C100151,2026-05-29,7,입출금예금,49353982
C100152,2026-05-29,7,적금,57614625
C100153,2026-05-29,7,입출금예금,76907414
C100154,2026-05-29,7,정기예금,33362579
C100155,2026-05-29,7,입출금예금,21583014
C100156,2026-05-29,7,적금,0
C100157,2026-05-29,7,적금,27309502
C100158,2026-05-29,7,입출금예금,5491886
C100159,2026-05-29,7,정기예금,10091919
C100160,2026-05-29,7,입출금예금,57106222
C100161,2026-05-29,7,입출금예금,43357705
C100162,2026-05-29,7,입출금예금,8466043
C100163,2026-05-29,7,정기예금,30191766
C100164,2026-05-29,7,적금,8432300
C100165,2026-05-29,7,적금,0
C100166,2026-05-29,7,정기예금,57921473
C100167,2026-05-29,7,적금,55219028
C100168,2026-05-29,7,입출금예금,81670760
C100169,2026-05-29,7,입출금예금,3917643
C100170,2026-05-29,7,입출금예금,30425655
C100171,2026-05-29,7,적금,51921351
C100172,2026-05-29,7,정기예금,32799386
C100173,2026-05-29,7,입출금예금,40551752
C100174,2026-05-29,7,입출금예금,40957700
C100175,2026-05-29,7,정기예금,19920994
C100176,2026-05-29,7,입출금예금,77130722
C100177,2026-05-29,7,정기예금,17857979
C100178,2026-05-29,7,입출금예금,68669762
C100179,2026-05-29,7,정기예금,2566098
C100180,2026-05-29,7,입출금예금,43174906
C100181,2026-05-29,7,적금,27016848
C100182,2026-05-29,7,적금,28149518
C100183,2026-05-29,7,정기예금,34725508
C100184,2026-05-29,7,적금,15003857
C100185,2026-05-29,7,입출금예금,32322754
C100186,2026-05-29,7,적금,3770876
C100187,2026-05-29,7,정기예금,9551267
C100188,2026-05-29,7,적금,80758241
C100189,2026-05-29,7,정기예금,14027355
C100190,2026-05-29,7,적금,69134131
C100191,2026-05-29,7,적금,80155599
C100192,2026-05-29,7,입출금예금,595816
C100193,2026-05-29,7,입출금예금,38838013
C100194,2026-05-29,7,정기예금,5399223
C100195,2026-05-29,7,적금,65194767
C100196,2026-05-29,7,정기예금,77272956
C100197,2026-05-29,7,적금,2891831
C100198,2026-05-29,7,적금,49369737
C100199,2026-05-29,7,적금,51521616
C100200,2026-05-29,7,정기예금,18036607
C100201,2026-05-29,7,입출금예금,76223847
C100202,2026-05-29,7,입출금예금,0
C100203,2026-05-29,7,정기예금,47782248
C100204,2026-05-29,7,정기예금,32172384
C100205,2026-05-29,7,입출금예금,9901249
C100206,2026-05-29,7,입출금예금,16248713
C100207,2026-05-29,7,입출금예금,59789555
C100208,2026-05-29,7,적금,1354068
C100209,2026-05-29,7,적금,62392241
C100210,2026-05-29,7,정기예금,69412853
C100211,2026-05-29,7,정기예금,29716645
C100212,2026-05-29,7,적금,58726482
C100213,2026-05-29,7,적금,15042011
C100214,2026-05-29,7,정기예금,70755807
C100215,2026-05-29,7,적금,76750362
C100216,2026-05-29,7,적금,68448466
C100217,2026-05-29,7,정기예금,24960454
C100218,2026-05-29,7,입출금예금,16450049
C100219,2026-05-29,7,입출금예금,38287855
C100220,2026-05-29,7,입출금예금,14717399
C100221,2026-05-29,7,입출금예금,51839774
C100222,2026-05-29,7,적금,41317168
C100223,2026-05-29,7,적금,66158270
C100224,2026-05-29,7,적금,20413138
C100225,2026-05-29,7,입출금예금,69984420
C100226,2026-05-29,7,적금,1908124
C100227,2026-05-29,7,정기예금,66864502
C100228,2026-05-29,7,입출금예금,37730805
C100229,2026-05-29,7,입출금예금,66158270
C100230,2026-05-29,7,정기예금,15665238
C100231,2026-05-29,7,입출금예금,75780820
C100232,2026-05-29,7,정기예금,3275433
C100233,2026-05-29,7,입출금예금,39289427
C100234,2026-05-29,7,적금,33111865
C100235,2026-05-29,7,입출금예금,13102853
C100236,2026-05-29,7,적금,73120639
C100237,2026-05-29,7,정기예금,15593865
C100238,2026-05-29,7,입출금예금,60921128
C100239,2026-05-29,7,적금,10695007
C100240,2026-05-29,7,적금,22378273
C100241,2026-05-29,7,적금,65051955
C100242,2026-05-29,7,적금,50022791
C100243,2026-05-29,7,정기예금,69381981
C100244,2026-05-29,7,입출금예금,20782821
C100245,2026-05-29,7,적금,32214861
C100246,2026-05-29,7,정기예금,3908153
C100247,2026-05-29,7,적금,77039064
C100248,2026-05-29,7,적금,32836463
C100249,2026-05-29,7,입출금예금,50872478
C100250,2026-05-29,7,입출금예금,63034510
C100251,2026-05-29,7,정기예금,59015769
C100252,2026-05-29,7,적금,61176551
C100253,2026-05-29,7,입출금예금,53775672
C100254,2026-05-29,7,적금,63724597
C100255,2026-05-29,7,적금,58062702
C100256,2026-05-29,7,정기예금,66158270
C100257,2026-05-29,7,정기예금,65922496
C100258,2026-05-29,7,적금,1326452
C100259,2026-05-29,7,정기예금,34834838
C100260,2026-05-29,7,정기예금,70898035
C100261,2026-05-29,7,정기예금,59086397
C100262,2026-05-29,7,정기예금,11414476
C100263,2026-05-29,7,입출금예금,68739906
C100264,2026-05-29,7,적금,68381062
C100265,2026-05-29,7,정기예금,61866717
C100266,2026-05-29,7,정기예금,11202882
C100267,2026-05-29,7,입출금예금,0
C100268,2026-05-29,7,적금,37380826
C100269,2026-05-29,7,입출금예금,53978499
C100270,2026-05-29,7,입출금예금,80758453
C100271,2026-05-29,7,정기예금,71412516
C100272,2026-05-29,7,입출금예금,39143029
C100273,2026-05-29,7,적금,0
C100274,2026-05-29,7,적금,57144140
C100275,2026-05-29,7,적금,45455234
C100276,2026-05-29,7,입출금예금,64491390
C100277,2026-05-29,7,정기예금,49400823
C100278,2026-05-29,7,적금,32229806
C100279,2026-05-29,7,적금,77747037
C100280,2026-05-29,7,적금,49320989
C100281,2026-05-29,7,정기예금,67681499
C100282,2026-05-29,7,정기예금,18854718
C100283,2026-05-29,7,적금,67203139
C100284,2026-05-29,7,입출금예금,19201406
C100285,2026-05-29,7,입출금예금,38263370
C100286,2026-05-29,7,입출금예금,7000989
C100287,2026-05-29,7,적금,1428281
C100288,2026-05-29,7,입출금예금,49364455
C100289,2026-05-29,7,정기예금,28498266
C100290,2026-05-29,7,입출금예금,72175976
C100291,2026-05-29,7,정기예금,9477213
C100292,2026-05-29,7,정기예금,54233516
C100293,2026-05-29,7,입출금예금,80399470
C100294,2026-05-29,7,입출금예금,35791530
C100295,2026-05-29,7,입출금예금,43513811
C100296,2026-05-29,7,입출금예금,21169166
C100297,2026-05-29,7,정기예금,25876038
C100298,2026-05-29,7,입출금예금,5792095
C100299,2026-05-29,7,입출금예금,10636412
C100300,2026-05-29,7,적금,59641991
C100301,2026-05-29,7,입출금예금,0
C100302,2026-05-29,7,정기예금,7273256
C100303,2026-05-29,7,적금,29238196
C100304,2026-05-29,7,입출금예금,51825203
C100305,2026-05-29,7,정기예금,35966857
C100306,2026-05-29,7,정기예금,75173670
C100307,2026-05-29,7,정기예금,57768577
C100308,2026-05-29,7,입출금예금,79825932
C100309,2026-05-29,7,적금,37571497
C100310,2026-05-29,7,입출금예금,31928065
C100311,2026-05-29,7,입출금예금,69620877
C100312,2026-05-29,7,적금,2425290
C100313,2026-05-29,7,정기예금,68629147
C100314,2026-05-29,7,입출금예금,37371363
C100315,2026-05-29,7,정기예금,54898299
C100316,2026-05-29,7,입출금예금,65322063
C100317,2026-05-29,7,정기예금,0
C100318,2026-05-29,7,정기예금,64489449
C100319,2026-05-29,7,정기예금,59069501
C100320,2026-05-29,7,입출금예금,8025630
C100321,2026-05-29,7,입출금예금,19216534
C100322,2026-05-29,7,입출금예금,47139856
C100323,2026-05-29,7,적금,67906369
C100324,2026-05-29,7,적금,37685959
C100325,2026-05-29,7,정기예금,52825325
C100326,2026-05-29,7,입출금예금,79526020
C100327,2026-05-29,7,정기예금,42697733
C100328,2026-05-29,7,적금,50570833
C100329,2026-05-29,7,입출금예금,58187174
C100330,2026-05-29,7,입출금예금,3623155
C100331,2026-05-29,7,입출금예금,5998220
C100332,2026-05-29,7,입출금예금,22478046
C100333,2026-05-29,7,정기예금,71609185
C100334,2026-05-29,7,적금,27135658
C100335,2026-05-29,7,정기예금,62991130
C100336,2026-05-29,7,적금,74578535
C100337,2026-05-29,7,정기예금,7896897
C100338,2026-05-29,7,적금,53898111
C100339,2026-05-29,7,입출금예금,53597709
C100340,2026-05-29,7,정기예금,11184683
C100341,2026-05-29,7,적금,986755
C100342,2026-05-29,7,정기예금,29169097
C100343,2026-05-29,7,적금,62432657
C100344,2026-05-29,7,입출금예금,64858824
C100345,2026-05-29,7,적금,53461059
C100346,2026-05-29,7,정기예금,41742933
C100347,2026-05-29,7,적금,28575848
C100348,2026-05-29,7,적금,31335383
C100349,2026-05-29,7,정기예금,45849804
C100350,2026-05-29,7,입출금예금,37045629
C100351,2026-05-29,7,입출금예금,42893340
C100352,2026-05-29,7,적금,41962918
C100353,2026-05-29,7,정기예금,54939242
C100354,2026-05-29,7,적금,17281664
C100355,2026-05-29,7,적금,16121123
C100356,2026-05-29,7,입출금예금,40922850
C100357,2026-05-29,7,입출금예금,0
C100358,2026-05-29,7,입출금예금,35265383
C100359,2026-05-29,7,정기예금,63636273
C100360,2026-05-29,7,정기예금,48258535
C100361,2026-05-29,7,정기예금,83584876
C100362,2026-05-29,7,적금,33615995
C100363,2026-05-29,7,적금,20170254
C100364,2026-05-29,7,정기예금,7849243
C100365,2026-05-29,7,입출금예금,42798252
C100366,2026-05-29,7,적금,31412375
C100367,2026-05-29,7,입출금예금,19184480
C100368,2026-05-29,7,정기예금,68716153
C100369,2026-05-29,7,적금,43915125
C100370,2026-05-29,7,적금,0
C100371,2026-05-29,7,적금,7754547
C100372,2026-05-29,7,입출금예금,63025405
C100373,2026-05-29,7,정기예금,24280382
C100374,2026-05-29,7,입출금예금,78515360
C100375,2026-05-29,7,정기예금,41208293
C100376,2026-05-29,7,정기예금,52864808
C100377,2026-05-29,7,적금,27898492
C100378,2026-05-29,7,적금,21453013
C100379,2026-05-29,7,정기예금,22816989
C100380,2026-05-29,7,정기예금,30338723
C100381,2026-05-29,7,정기예금,21724589
C100382,2026-05-29,7,입출금예금,3380589
C100383,2026-05-29,7,적금,22751207
C100384,2026-05-29,7,적금,74594902
C100385,2026-05-29,7,정기예금,53209547
C100386,2026-05-29,7,정기예금,47161785
C100387,2026-05-29,7,입출금예금,44233201
C100388,2026-05-29,7,정기예금,23600307
C100389,2026-05-29,7,정기예금,73071377
C100390,2026-05-29,7,정기예금,9668691
C100391,2026-05-29,7,적금,0
C100392,2026-05-29,7,적금,28596266
C100393,2026-05-29,7,적금,66201275
C100394,2026-05-29,7,정기예금,78424951
C100395,2026-05-29,7,적금,0
C100396,2026-05-29,7,입출금예금,743739
C100397,2026-05-29,7,적금,67613954
C100398,2026-05-29,7,적금,37474531
C100399,2026-05-29,7,정기예금,40612559
C100400,2026-05-29,7,정기예금,11181214
C100401,2026-05-29,7,정기예금,63489443
C100402,2026-05-29,7,적금,60383908
C100403,2026-05-29,7,정기예금,5092266
C100404,2026-05-29,7,정기예금,12885540
C100405,2026-05-29,7,적금,48290756
C100406,2026-05-29,7,정기예금,53593943
C100407,2026-05-29,7,적금,72755015
C100408,2026-05-29,7,적금,15360573
C100409,2026-05-29,7,정기예금,62847020
C100410,2026-05-29,7,적금,24297033
C100411,2026-05-29,7,입출금예금,17453501
C100412,2026-05-29,7,적금,81165808
C100413,2026-05-29,7,정기예금,66158270
C100414,2026-05-29,7,입출금예금,12857661
C100415,2026-05-29,7,입출금예금,1546023
C100416,2026-05-29,7,정기예금,50518330
C100417,2026-05-29,7,정기예금,11336680
C100418,2026-05-29,7,입출금예금,56483409
C100419,2026-05-29,7,적금,46111004
C100420,2026-05-29,7,적금,77495989
C100421,2026-05-29,7,입출금예금,66144459
C100422,2026-05-29,7,적금,36110670
C100423,2026-05-29,7,입출금예금,36320107
C100424,2026-05-29,7,정기예금,73216476
C100425,2026-05-29,7,정기예금,33893888
C100426,2026-05-29,7,입출금예금,70228660
C100427,2026-05-29,7,입출금예금,40779996
C100428,2026-05-29,7,적금,8250466
C100429,2026-05-29,7,적금,53595650
C100430,2026-05-29,7,입출금예금,26360499
C100431,2026-05-29,7,적금,15998525
C100432,2026-05-29,7,적금,24977590
C100433,2026-05-29,7,입출금예금,5625512
C100434,2026-05-29,7,정기예금,34034640
C100435,2026-05-29,7,입출금예금,64434115
C100436,2026-05-29,7,적금,48843537
C100437,2026-05-29,7,입출금예금,13943527
C100438,2026-05-29,7,입출금예금,44254329
C100439,2026-05-29,7,정기예금,66181546
C100440,2026-05-29,7,입출금예금,68590792
C100441,2026-05-29,7,정기예금,49381720
C100442,2026-05-29,7,정기예금,78023924
C100443,2026-05-29,7,적금,59211253
C100444,2026-05-29,7,입출금예금,28053927
C100445,2026-05-29,7,입출금예금,0
C100446,2026-05-29,7,적금,61562567
C100447,2026-05-29,7,입출금예금,76840221
C100448,2026-05-29,7,정기예금,0
C100449,2026-05-29,7,정기예금,40951764
C100450,2026-05-29,7,적금,73102122
C100451,2026-05-29,7,입출금예금,41829893
C100452,2026-05-29,7,정기예금,14707549
C100453,2026-05-29,7,정기예금,81514360
C100454,2026-05-29,7,정기예금,56285207
C100455,2026-05-29,7,적금,36605886
C100456,2026-05-29,7,정기예금,1815773
C100457,2026-05-29,7,적금,3533530
C100458,2026-05-29,7,적금,56931079
C100459,2026-05-29,7,적금,4802583
C100460,2026-05-29,7,적금,73583146
C100461,2026-05-29,7,적금,25887335
C100462,2026-05-29,7,입출금예금,61842916
C100463,2026-05-29,7,적금,66069405
C100464,2026-05-29,7,입출금예금,5157614
C100465,2026-05-29,7,입출금예금,47146686
C100466,2026-05-29,7,적금,9293462
C100467,2026-05-29,7,적금,78442433
C100468,2026-05-29,7,입출금예금,35341521
C100469,2026-05-29,7,적금,36054665
C100470,2026-05-29,7,적금,55412230
C100471,2026-05-29,7,입출금예금,14225123
C100472,2026-05-29,7,적금,65098168
C100473,2026-05-29,7,정기예금,21920200
C100474,2026-05-29,7,정기예금,7692460
C100475,2026-05-29,7,정기예금,33113688
C100476,2026-05-29,7,입출금예금,55404005
C100477,2026-05-29,7,정기예금,66020660
C100478,2026-05-29,7,정기예금,0
C100479,2026-05-29,7,정기예금,60715199
C100480,2026-05-29,7,적금,2503723
C100481,2026-05-29,7,정기예금,76558679
C100482,2026-05-29,7,정기예금,73771428
C100483,2026-05-29,7,정기예금,62333446
C100484,2026-05-29,7,적금,49365635
C100485,2026-05-29,7,적금,40980720
C100486,2026-05-29,7,입출금예금,77337141
C100487,2026-05-29,7,정기예금,34992998
C100488,2026-05-29,7,정기예금,36391786
C100489,2026-05-29,7,적금,44925505
C100490,2026-05-29,7,적금,19995860
C100491,2026-05-29,7,정기예금,23993554
C100492,2026-05-29,7,정기예금,23790078
C100493,2026-05-29,7,정기예금,18699242
C100494,2026-05-29,7,정기예금,54595751
C100495,2026-05-29,7,입출금예금,48299782
C100496,2026-05-29,7,입출금예금,17494407
C100497,2026-05-29,7,입출금예금,55362725
C100498,2026-05-29,7,입출금예금,46838282
C100499,2026-05-29,7,입출금예금,16127829
C100500,2026-05-29,7,적금,64394870
