고객ID,기준일자,주차,상품구분,여신잔액
C100058,2026-05-22,6,주택담보대출,0
C100059,2026-05-22,6,주택담보대출,0
C100060,2026-05-22,6,주택담보대출,40146767
C100061,2026-05-22,6,신용대출,31685740
C100062,2026-05-22,6,신용대출,0
C100063,2026-05-22,6,주택담보대출,21229239
C100064,2026-05-22,6,주택담보대출,10619310
C100065,2026-05-22,6,주택담보대출,0
C100066,2026-05-22,6,신용대출,0
C100067,2026-05-22,6,신용대출,0
C100068,2026-05-22,6,신용대출,0
C100069,2026-05-22,6,주택담보대출,96875618
C100070,2026-05-22,6,주택담보대출,105593059
C100071,2026-05-22,6,전세자금대출,40972740
C100072,2026-05-22,6,전세자금대출,95887979
C100073,2026-05-22,6,전세자금대출,0
C100074,2026-05-22,6,전세자금대출,23585785
C100075,2026-05-22,6,전세자금대출,0
C100076,2026-05-22,6,신용대출,62981092
C100077,2026-05-22,6,주택담보대출,6001553
C100078,2026-05-22,6,전세자금대출,67669526
C100079,2026-05-22,6,신용대출,0
C100080,2026-05-22,6,주택담보대출,31286018
C100081,2026-05-22,6,주택담보대출,22929108
C100082,2026-05-22,6,신용대출,11386759
C100083,2026-05-22,6,전세자금대출,53225720
C100084,2026-05-22,6,전세자금대출,41930157
C100085,2026-05-22,6,주택담보대출,28522581
C100086,2026-05-22,6,신용대출,0
C100087,2026-05-22,6,주택담보대출,81955133
C100088,2026-05-22,6,주택담보대출,63691021
C100089,2026-05-22,6,신용대출,17794873
C100090,2026-05-22,6,주택담보대출,62973531
C100091,2026-05-22,6,전세자금대출,9214626
C100092,2026-05-22,6,신용대출,105024394
C100093,2026-05-22,6,주택담보대출,74346695
C100094,2026-05-22,6,주택담보대출,0
C100095,2026-05-22,6,전세자금대출,50245302
C100096,2026-05-22,6,전세자금대출,103092611
C100097,2026-05-22,6,신용대출,0
C100098,2026-05-22,6,전세자금대출,63107177
C100099,2026-05-22,6,신용대출,45907904
C100100,2026-05-22,6,신용대출,0
C100101,2026-05-22,6,전세자금대출,113062539
C100102,2026-05-22,6,신용대출,103311727
C100103,2026-05-22,6,전세자금대출,84595207
C100104,2026-05-22,6,전세자금대출,0
C100105,2026-05-22,6,전세자금대출,0
C100106,2026-05-22,6,신용대출,58174391
C100107,2026-05-22,6,주택담보대출,93651417
C100108,2026-05-22,6,신용대출,99319183
C100109,2026-05-22,6,주택담보대출,44254519
C100110,2026-05-22,6,주택담보대출,36019394
C100111,2026-05-22,6,전세자금대출,56883416
C100112,2026-05-22,6,신용대출,55617379
C100113,2026-05-22,6,신용대출,74867144
C100114,2026-05-22,6,주택담보대출,6687923
C100115,2026-05-22,6,신용대출,17647995
C100116,2026-05-22,6,주택담보대출,61777227
C100117,2026-05-22,6,전세자금대출,91727721
C100118,2026-05-22,6,신용대출,88780884
C100119,2026-05-22,6,전세자금대출,0
C100120,2026-05-22,6,신용대출,0
C100121,2026-05-22,6,주택담보대출,37573135
C100122,2026-05-22,6,신용대출,55516618
C100123,2026-05-22,6,전세자금대출,0
C100124,2026-05-22,6,신용대출,58589682
C100125,2026-05-22,6,주택담보대출,28701773
C100126,2026-05-22,6,신용대출,15122562
C100127,2026-05-22,6,신용대출,108181996
C100128,2026-05-22,6,신용대출,0
C100129,2026-05-22,6,신용대출,73620353
C100130,2026-05-22,6,전세자금대출,54956556
C100131,2026-05-22,6,신용대출,44609385
C100132,2026-05-22,6,주택담보대출,42670958
C100133,2026-05-22,6,신용대출,0
C100134,2026-05-22,6,주택담보대출,66806444
C100135,2026-05-22,6,주택담보대출,15789614
C100136,2026-05-22,6,주택담보대출,52038888
C100137,2026-05-22,6,전세자금대출,40146767
C100138,2026-05-22,6,전세자금대출,0
C100139,2026-05-22,6,신용대출,0
C100140,2026-05-22,6,전세자금대출,23087219
C100141,2026-05-22,6,주택담보대출,63753872
C100142,2026-05-22,6,주택담보대출,85973540
C100143,2026-05-22,6,전세자금대출,91890544
C100144,2026-05-22,6,전세자금대출,12538110
C100145,2026-05-22,6,주택담보대출,0
C100146,2026-05-22,6,주택담보대출,39055851
C100147,2026-05-22,6,주택담보대출,0
C100148,2026-05-22,6,주택담보대출,0
C100149,2026-05-22,6,전세자금대출,11574184
C100150,2026-05-22,6,전세자금대출,0
C100151,2026-05-22,6,신용대출,112584978
C100152,2026-05-22,6,주택담보대출,33615713
C100153,2026-05-22,6,신용대출,73207172
C100154,2026-05-22,6,전세자금대출,46312228
C100155,2026-05-22,6,신용대출,118073504
C100156,2026-05-22,6,신용대출,35791606
C100157,2026-05-22,6,전세자금대출,0
C100158,2026-05-22,6,주택담보대출,0
C100159,2026-05-22,6,신용대출,40502462
C100160,2026-05-22,6,신용대출,105874315
C100161,2026-05-22,6,전세자금대출,0
C100162,2026-05-22,6,전세자금대출,0
C100163,2026-05-22,6,신용대출,65508380
C100164,2026-05-22,6,신용대출,24382735
C100165,2026-05-22,6,전세자금대출,74155069
C100166,2026-05-22,6,전세자금대출,49794112
C100167,2026-05-22,6,신용대출,28000894
C100168,2026-05-22,6,주택담보대출,58732076
C100169,2026-05-22,6,주택담보대출,81545711
C100170,2026-05-22,6,전세자금대출,118798355
C100171,2026-05-22,6,신용대출,98324694
C100172,2026-05-22,6,주택담보대출,0
C100173,2026-05-22,6,전세자금대출,58020634
C100174,2026-05-22,6,전세자금대출,0
C100175,2026-05-22,6,주택담보대출,0
C100176,2026-05-22,6,신용대출,42907125
C100177,2026-05-22,6,신용대출,111307279
C100178,2026-05-22,6,신용대출,44964733
C100179,2026-05-22,6,주택담보대출,27564337
C100180,2026-05-22,6,전세자금대출,17897904
C100181,2026-05-22,6,전세자금대출,54129110
C100182,2026-05-22,6,신용대출,0
C100183,2026-05-22,6,전세자금대출,31943116
C100184,2026-05-22,6,신용대출,52637608
C100185,2026-05-22,6,신용대출,0
C100186,2026-05-22,6,전세자금대출,0
C100187,2026-05-22,6,전세자금대출,26970475
C100188,2026-05-22,6,전세자금대출,25504626
C100189,2026-05-22,6,주택담보대출,38509902
C100190,2026-05-22,6,전세자금대출,74383765
C100191,2026-05-22,6,신용대출,0
C100192,2026-05-22,6,신용대출,0
C100193,2026-05-22,6,전세자금대출,11713025
C100194,2026-05-22,6,신용대출,89322778
C100195,2026-05-22,6,전세자금대출,85948397
C100196,2026-05-22,6,주택담보대출,114190889
C100197,2026-05-22,6,전세자금대출,0
C100198,2026-05-22,6,전세자금대출,97026248
C100199,2026-05-22,6,주택담보대출,126118285
C100200,2026-05-22,6,주택담보대출,0
C100201,2026-05-22,6,전세자금대출,0
C100202,2026-05-22,6,전세자금대출,59100577
C100203,2026-05-22,6,신용대출,0
C100204,2026-05-22,6,주택담보대출,32384157
C100205,2026-05-22,6,주택담보대출,92799538
C100206,2026-05-22,6,주택담보대출,46753062
C100207,2026-05-22,6,전세자금대출,59091892
C100208,2026-05-22,6,전세자금대출,0
C100209,2026-05-22,6,주택담보대출,0
C100210,2026-05-22,6,전세자금대출,88410435
C100211,2026-05-22,6,신용대출,87617913
C100212,2026-05-22,6,신용대출,0
C100213,2026-05-22,6,주택담보대출,97830997
C100214,2026-05-22,6,신용대출,0
C100215,2026-05-22,6,신용대출,28067241
C100216,2026-05-22,6,신용대출,48442625
C100217,2026-05-22,6,신용대출,40146767
C100218,2026-05-22,6,전세자금대출,0
C100219,2026-05-22,6,신용대출,42788152
C100220,2026-05-22,6,전세자금대출,0
C100221,2026-05-22,6,전세자금대출,24234541
C100222,2026-05-22,6,신용대출,129401329
C100223,2026-05-22,6,주택담보대출,0
C100224,2026-05-22,6,전세자금대출,97198685
C100225,2026-05-22,6,주택담보대출,31113818
C100226,2026-05-22,6,주택담보대출,0
C100227,2026-05-22,6,신용대출,9576056
C100228,2026-05-22,6,전세자금대출,20463000
C100229,2026-05-22,6,전세자금대출,45914343
C100230,2026-05-22,6,신용대출,0
C100231,2026-05-22,6,주택담보대출,82948728
C100232,2026-05-22,6,주택담보대출,78944512
C100233,2026-05-22,6,주택담보대출,6697724
C100234,2026-05-22,6,전세자금대출,48145202
C100235,2026-05-22,6,신용대출,0
C100236,2026-05-22,6,전세자금대출,65086331
C100237,2026-05-22,6,신용대출,54310779
C100238,2026-05-22,6,신용대출,0
C100239,2026-05-22,6,신용대출,111157879
C100240,2026-05-22,6,신용대출,0
C100241,2026-05-22,6,주택담보대출,66087125
C100242,2026-05-22,6,전세자금대출,0
C100243,2026-05-22,6,전세자금대출,103616277
C100244,2026-05-22,6,주택담보대출,72995630
C100245,2026-05-22,6,신용대출,0
C100246,2026-05-22,6,신용대출,0
C100247,2026-05-22,6,전세자금대출,59413083
C100248,2026-05-22,6,전세자금대출,0
C100249,2026-05-22,6,신용대출,0
C100250,2026-05-22,6,주택담보대출,31951228
C100251,2026-05-22,6,신용대출,24673061
C100252,2026-05-22,6,신용대출,0
C100253,2026-05-22,6,주택담보대출,0
C100254,2026-05-22,6,신용대출,0
C100255,2026-05-22,6,전세자금대출,75411770
C100256,2026-05-22,6,주택담보대출,0
C100257,2026-05-22,6,주택담보대출,47109974
C100258,2026-05-22,6,주택담보대출,60485950
C100259,2026-05-22,6,신용대출,74801663
C100260,2026-05-22,6,신용대출,0
C100261,2026-05-22,6,주택담보대출,67222498
C100262,2026-05-22,6,주택담보대출,0
C100263,2026-05-22,6,전세자금대출,0
C100264,2026-05-22,6,주택담보대출,0
C100265,2026-05-22,6,주택담보대출,56416797
C100266,2026-05-22,6,신용대출,50104094
C100267,2026-05-22,6,전세자금대출,45831684
C100268,2026-05-22,6,전세자금대출,73286787
C100269,2026-05-22,6,주택담보대출,42647734
C100270,2026-05-22,6,전세자금대출,83124001
C100271,2026-05-22,6,전세자금대출,19151865
C100272,2026-05-22,6,주택담보대출,0
C100273,2026-05-22,6,주택담보대출,0
C100274,2026-05-22,6,주택담보대출,85554927
C100275,2026-05-22,6,주택담보대출,0
C100276,2026-05-22,6,전세자금대출,51373783
C100277,2026-05-22,6,주택담보대출,101062303
C100278,2026-05-22,6,주택담보대출,31593862
C100279,2026-05-22,6,신용대출,5250719
C100280,2026-05-22,6,전세자금대출,73111463
C100281,2026-05-22,6,신용대출,0
C100282,2026-05-22,6,주택담보대출,66138131
C100283,2026-05-22,6,신용대출,0
C100284,2026-05-22,6,신용대출,7412518
C100285,2026-05-22,6,신용대출,40146767
C100286,2026-05-22,6,주택담보대출,52906312
C100287,2026-05-22,6,신용대출,104535053
C100288,2026-05-22,6,전세자금대출,0
C100289,2026-05-22,6,신용대출,52609870
C100290,2026-05-22,6,신용대출,121417485
C100291,2026-05-22,6,신용대출,101804780
C100292,2026-05-22,6,전세자금대출,0
C100293,2026-05-22,6,주택담보대출,0
C100294,2026-05-22,6,주택담보대출,0
C100295,2026-05-22,6,전세자금대출,0
C100296,2026-05-22,6,신용대출,31716892
C100297,2026-05-22,6,전세자금대출,0
C100298,2026-05-22,6,전세자금대출,24580732
C100299,2026-05-22,6,주택담보대출,64293693
C100300,2026-05-22,6,전세자금대출,84987652
C100301,2026-05-22,6,주택담보대출,50033246
C100302,2026-05-22,6,전세자금대출,82174704
C100303,2026-05-22,6,전세자금대출,0
C100304,2026-05-22,6,전세자금대출,0
C100305,2026-05-22,6,신용대출,57769005
C100306,2026-05-22,6,신용대출,0
C100307,2026-05-22,6,전세자금대출,116307167
C100308,2026-05-22,6,신용대출,47175887
C100309,2026-05-22,6,주택담보대출,0
C100310,2026-05-22,6,전세자금대출,23418452
C100311,2026-05-22,6,주택담보대출,75427634
C100312,2026-05-22,6,주택담보대출,92477310
C100313,2026-05-22,6,신용대출,111846445
C100314,2026-05-22,6,전세자금대출,0
C100315,2026-05-22,6,신용대출,0
C100316,2026-05-22,6,주택담보대출,116547656
C100317,2026-05-22,6,전세자금대출,83964875
C100318,2026-05-22,6,전세자금대출,67993769
C100319,2026-05-22,6,전세자금대출,65570261
C100320,2026-05-22,6,전세자금대출,113246002
C100321,2026-05-22,6,신용대출,0
C100322,2026-05-22,6,주택담보대출,0
C100323,2026-05-22,6,신용대출,91510716
C100324,2026-05-22,6,신용대출,99194321
C100325,2026-05-22,6,전세자금대출,0
C100326,2026-05-22,6,전세자금대출,0
C100327,2026-05-22,6,신용대출,0
C100328,2026-05-22,6,주택담보대출,53109857
C100329,2026-05-22,6,신용대출,0
C100330,2026-05-22,6,주택담보대출,0
C100331,2026-05-22,6,신용대출,0
C100332,2026-05-22,6,신용대출,68598490
C100333,2026-05-22,6,주택담보대출,61142340
C100334,2026-05-22,6,주택담보대출,95957938
C100335,2026-05-22,6,신용대출,0
C100336,2026-05-22,6,신용대출,44900165
C100337,2026-05-22,6,주택담보대출,58264490
C100338,2026-05-22,6,신용대출,37608013
C100339,2026-05-22,6,주택담보대출,101917568
C100340,2026-05-22,6,전세자금대출,40146767
C100341,2026-05-22,6,주택담보대출,0
C100342,2026-05-22,6,신용대출,0
C100343,2026-05-22,6,전세자금대출,0
C100344,2026-05-22,6,주택담보대출,98203017
C100345,2026-05-22,6,신용대출,27448678
C100346,2026-05-22,6,주택담보대출,124421881
C100347,2026-05-22,6,신용대출,0
C100348,2026-05-22,6,주택담보대출,63400628
C100349,2026-05-22,6,신용대출,0
C100350,2026-05-22,6,전세자금대출,0
C100351,2026-05-22,6,신용대출,0
C100352,2026-05-22,6,전세자금대출,46131231
C100353,2026-05-22,6,신용대출,0
C100354,2026-05-22,6,주택담보대출,39617173
C100355,2026-05-22,6,전세자금대출,86218114
C100356,2026-05-22,6,주택담보대출,0
C100357,2026-05-22,6,전세자금대출,90438182
C100358,2026-05-22,6,전세자금대출,62714410
C100359,2026-05-22,6,주택담보대출,0
C100360,2026-05-22,6,신용대출,124095315
C100361,2026-05-22,6,주택담보대출,16275892
C100362,2026-05-22,6,신용대출,61539357
C100363,2026-05-22,6,신용대출,0
C100364,2026-05-22,6,주택담보대출,0
C100365,2026-05-22,6,신용대출,71521045
C100366,2026-05-22,6,신용대출,109318701
C100367,2026-05-22,6,전세자금대출,0
C100368,2026-05-22,6,전세자금대출,93437484
C100369,2026-05-22,6,주택담보대출,93269490
C100370,2026-05-22,6,신용대출,0
C100371,2026-05-22,6,전세자금대출,78780739
C100372,2026-05-22,6,전세자금대출,105123661
C100373,2026-05-22,6,신용대출,0
C100374,2026-05-22,6,전세자금대출,113380867
C100375,2026-05-22,6,전세자금대출,112976494
C100376,2026-05-22,6,신용대출,0
C100377,2026-05-22,6,전세자금대출,62363638
C100378,2026-05-22,6,주택담보대출,61578584
C100379,2026-05-22,6,신용대출,0
C100380,2026-05-22,6,신용대출,32446014
C100381,2026-05-22,6,전세자금대출,0
C100382,2026-05-22,6,주택담보대출,70226139
C100383,2026-05-22,6,신용대출,103778642
C100384,2026-05-22,6,주택담보대출,0
C100385,2026-05-22,6,전세자금대출,59046928
C100386,2026-05-22,6,주택담보대출,0
C100387,2026-05-22,6,전세자금대출,41825532
C100388,2026-05-22,6,주택담보대출,80235998
C100389,2026-05-22,6,전세자금대출,93477082
C100390,2026-05-22,6,전세자금대출,65408316
C100391,2026-05-22,6,신용대출,116166674
C100392,2026-05-22,6,전세자금대출,63502764
C100393,2026-05-22,6,전세자금대출,9571657
C100394,2026-05-22,6,전세자금대출,0
C100395,2026-05-22,6,신용대출,23177493
C100396,2026-05-22,6,신용대출,38761671
C100397,2026-05-22,6,신용대출,0
C100398,2026-05-22,6,신용대출,90138106
C100399,2026-05-22,6,주택담보대출,0
C100400,2026-05-22,6,주택담보대출,40634322
C100401,2026-05-22,6,주택담보대출,0
C100402,2026-05-22,6,전세자금대출,10385633
C100403,2026-05-22,6,전세자금대출,102967416
C100404,2026-05-22,6,주택담보대출,0
C100405,2026-05-22,6,주택담보대출,0
C100406,2026-05-22,6,주택담보대출,0
C100407,2026-05-22,6,신용대출,106944109
C100408,2026-05-22,6,전세자금대출,14807111
C100409,2026-05-22,6,주택담보대출,92934113
C100410,2026-05-22,6,신용대출,91647009
C100411,2026-05-22,6,전세자금대출,77168755
C100412,2026-05-22,6,신용대출,0
C100413,2026-05-22,6,전세자금대출,0
C100414,2026-05-22,6,신용대출,104201775
C100415,2026-05-22,6,신용대출,75287728
C100416,2026-05-22,6,전세자금대출,13309485
C100417,2026-05-22,6,신용대출,54777164
C100418,2026-05-22,6,신용대출,71063700
C100419,2026-05-22,6,주택담보대출,37191189
C100420,2026-05-22,6,신용대출,63232648
C100421,2026-05-22,6,신용대출,45896168
C100422,2026-05-22,6,주택담보대출,88260943
C100423,2026-05-22,6,신용대출,0
C100424,2026-05-22,6,전세자금대출,0
C100425,2026-05-22,6,신용대출,52302886
C100426,2026-05-22,6,주택담보대출,38378181
C100427,2026-05-22,6,신용대출,111082394
C100428,2026-05-22,6,주택담보대출,27237764
C100429,2026-05-22,6,전세자금대출,0
C100430,2026-05-22,6,신용대출,29960775
C100431,2026-05-22,6,전세자금대출,53965593
C100432,2026-05-22,6,신용대출,0
C100433,2026-05-22,6,신용대출,57840108
C100434,2026-05-22,6,신용대출,0
C100435,2026-05-22,6,전세자금대출,18259370
C100436,2026-05-22,6,전세자금대출,98863309
C100437,2026-05-22,6,전세자금대출,0
C100438,2026-05-22,6,주택담보대출,21356122
C100439,2026-05-22,6,주택담보대출,40981099
C100440,2026-05-22,6,주택담보대출,59031586
C100441,2026-05-22,6,주택담보대출,124735406
C100442,2026-05-22,6,전세자금대출,39402199
C100443,2026-05-22,6,전세자금대출,59136463
C100444,2026-05-22,6,신용대출,8542741
C100445,2026-05-22,6,주택담보대출,0
C100446,2026-05-22,6,전세자금대출,0
C100447,2026-05-22,6,전세자금대출,0
C100448,2026-05-22,6,신용대출,45682501
C100449,2026-05-22,6,주택담보대출,0
C100450,2026-05-22,6,신용대출,56892934
C100451,2026-05-22,6,주택담보대출,52616035
C100452,2026-05-22,6,주택담보대출,75312729
C100453,2026-05-22,6,전세자금대출,100653892
C100454,2026-05-22,6,신용대출,102028457
C100455,2026-05-22,6,주택담보대출,50422143
C100456,2026-05-22,6,신용대출,65375644
C100457,2026-05-22,6,전세자금대출,87072907
C100458,2026-05-22,6,주택담보대출,0
C100459,2026-05-22,6,주택담보대출,0
C100460,2026-05-22,6,전세자금대출,22677169
C100461,2026-05-22,6,신용대출,37131147
C100462,2026-05-22,6,신용대출,49565503
C100463,2026-05-22,6,주택담보대출,0
C100464,2026-05-22,6,주택담보대출,76284844
C100465,2026-05-22,6,전세자금대출,38778442
C100466,2026-05-22,6,주택담보대출,0
C100467,2026-05-22,6,신용대출,93946805
C100468,2026-05-22,6,전세자금대출,31143297
C100469,2026-05-22,6,신용대출,61680830
C100470,2026-05-22,6,주택담보대출,83313347
C100471,2026-05-22,6,신용대출,66590523
C100472,2026-05-22,6,전세자금대출,38896278
C100473,2026-05-22,6,주택담보대출,9982945
C100474,2026-05-22,6,주택담보대출,86899981
C100475,2026-05-22,6,전세자금대출,89976570
C100476,2026-05-22,6,전세자금대출,112923590
C100477,2026-05-22,6,주택담보대출,42486893
C100478,2026-05-22,6,전세자금대출,101757639
C100479,2026-05-22,6,신용대출,0
C100480,2026-05-22,6,신용대출,0
C100481,2026-05-22,6,주택담보대출,0
C100482,2026-05-22,6,전세자금대출,0
C100483,2026-05-22,6,전세자금대출,0
C100484,2026-05-22,6,신용대출,0
C100485,2026-05-22,6,신용대출,0
C100486,2026-05-22,6,신용대출,31030380
C100487,2026-05-22,6,전세자금대출,117886094
C100488,2026-05-22,6,전세자금대출,0
C100489,2026-05-22,6,주택담보대출,35657154
C100490,2026-05-22,6,주택담보대출,0
C100491,2026-05-22,6,주택담보대출,0
C100492,2026-05-22,6,주택담보대출,23904050
C100493,2026-05-22,6,전세자금대출,77710617
C100494,2026-05-22,6,전세자금대출,0
C100495,2026-05-22,6,전세자금대출,19561634
C100496,2026-05-22,6,전세자금대출,0
C100497,2026-05-22,6,전세자금대출,16688249
C100498,2026-05-22,6,주택담보대출,0
C100499,2026-05-22,6,신용대출,0
C100500,2026-05-22,6,신용대출,22358730
