고객ID,기준일자,주차,상품구분,보험잔액
C100275,2026-06-05,8,저축성보험,0
C100276,2026-06-05,8,저축성보험,14937908
C100277,2026-06-05,8,보장성보험,0
C100278,2026-06-05,8,저축성보험,41783564
C100279,2026-06-05,8,저축성보험,0
C100280,2026-06-05,8,보장성보험,0
C100281,2026-06-05,8,저축성보험,0
C100282,2026-06-05,8,보장성보험,35693875
C100283,2026-06-05,8,보장성보험,0
C100284,2026-06-05,8,보장성보험,39998993
C100285,2026-06-05,8,저축성보험,9420159
C100286,2026-06-05,8,저축성보험,0
C100287,2026-06-05,8,보장성보험,34339865
C100288,2026-06-05,8,보장성보험,15520839
C100289,2026-06-05,8,저축성보험,13476007
C100290,2026-06-05,8,보장성보험,0
C100291,2026-06-05,8,보장성보험,13716590
C100292,2026-06-05,8,보장성보험,0
C100293,2026-06-05,8,저축성보험,0
C100294,2026-06-05,8,저축성보험,26954807
C100295,2026-06-05,8,저축성보험,27147393
C100296,2026-06-05,8,보장성보험,0
C100297,2026-06-05,8,저축성보험,9793906
C100298,2026-06-05,8,저축성보험,20043863
C100299,2026-06-05,8,보장성보험,18799151
C100300,2026-06-05,8,저축성보험,0
C100301,2026-06-05,8,보장성보험,46652002
C100302,2026-06-05,8,보장성보험,0
C100303,2026-06-05,8,보장성보험,0
C100304,2026-06-05,8,저축성보험,0
C100305,2026-06-05,8,저축성보험,10047056
C100306,2026-06-05,8,보장성보험,12310515
C100307,2026-06-05,8,저축성보험,0
C100308,2026-06-05,8,보장성보험,0
C100309,2026-06-05,8,보장성보험,50400795
C100310,2026-06-05,8,보장성보험,9314078
C100311,2026-06-05,8,저축성보험,4503691
C100312,2026-06-05,8,보장성보험,28414327
C100313,2026-06-05,8,보장성보험,1776420
C100314,2026-06-05,8,보장성보험,0
C100315,2026-06-05,8,보장성보험,33309010
C100316,2026-06-05,8,보장성보험,0
C100317,2026-06-05,8,저축성보험,45386175
C100318,2026-06-05,8,저축성보험,20777100
C100319,2026-06-05,8,보장성보험,37214449
C100320,2026-06-05,8,저축성보험,13064872
C100321,2026-06-05,8,보장성보험,0
C100322,2026-06-05,8,저축성보험,0
C100323,2026-06-05,8,저축성보험,46202112
C100324,2026-06-05,8,보장성보험,5573977
C100325,2026-06-05,8,보장성보험,18587688
C100326,2026-06-05,8,저축성보험,42098909
C100327,2026-06-05,8,저축성보험,39810827
C100328,2026-06-05,8,보장성보험,43272844
C100329,2026-06-05,8,저축성보험,41661544
C100330,2026-06-05,8,보장성보험,40619094
C100331,2026-06-05,8,보장성보험,25838649
C100332,2026-06-05,8,보장성보험,0
C100333,2026-06-05,8,보장성보험,30677331
C100334,2026-06-05,8,보장성보험,14054970
C100335,2026-06-05,8,저축성보험,0
C100336,2026-06-05,8,보장성보험,0
C100337,2026-06-05,8,보장성보험,0
C100338,2026-06-05,8,보장성보험,39055656
C100339,2026-06-05,8,저축성보험,4852826
C100340,2026-06-05,8,보장성보험,32741643
C100341,2026-06-05,8,보장성보험,0
C100342,2026-06-05,8,저축성보험,31338409
C100343,2026-06-05,8,보장성보험,48031406
C100344,2026-06-05,8,보장성보험,0
C100345,2026-06-05,8,보장성보험,0
C100346,2026-06-05,8,저축성보험,0
C100347,2026-06-05,8,저축성보험,49301461
C100348,2026-06-05,8,보장성보험,5888131
C100349,2026-06-05,8,저축성보험,0
C100350,2026-06-05,8,저축성보험,29252029
C100351,2026-06-05,8,저축성보험,0
C100352,2026-06-05,8,보장성보험,0
C100353,2026-06-05,8,저축성보험,50553206
C100354,2026-06-05,8,보장성보험,16578466
C100355,2026-06-05,8,저축성보험,0
C100356,2026-06-05,8,저축성보험,16003478
C100357,2026-06-05,8,보장성보험,12545458
C100358,2026-06-05,8,저축성보험,16603157
C100359,2026-06-05,8,보장성보험,6718946
C100360,2026-06-05,8,저축성보험,37972174
C100361,2026-06-05,8,보장성보험,23911731
C100362,2026-06-05,8,저축성보험,13169588
C100363,2026-06-05,8,저축성보험,4888634
C100364,2026-06-05,8,저축성보험,1968732
C100365,2026-06-05,8,보장성보험,47171572
C100366,2026-06-05,8,저축성보험,2524571
C100367,2026-06-05,8,저축성보험,49322944
C100368,2026-06-05,8,보장성보험,0
C100369,2026-06-05,8,저축성보험,49106125
C100370,2026-06-05,8,보장성보험,0
C100371,2026-06-05,8,보장성보험,13472822
C100372,2026-06-05,8,저축성보험,0
C100373,2026-06-05,8,저축성보험,24868899
C100374,2026-06-05,8,보장성보험,11357376
C100375,2026-06-05,8,보장성보험,0
C100376,2026-06-05,8,저축성보험,0
C100377,2026-06-05,8,저축성보험,10658974
C100378,2026-06-05,8,저축성보험,29543133
C100379,2026-06-05,8,보장성보험,0
C100380,2026-06-05,8,저축성보험,43389874
C100381,2026-06-05,8,저축성보험,32132986
C100382,2026-06-05,8,보장성보험,12257919
C100383,2026-06-05,8,저축성보험,0
C100384,2026-06-05,8,저축성보험,1034503
C100385,2026-06-05,8,보장성보험,0
C100386,2026-06-05,8,보장성보험,0
C100387,2026-06-05,8,보장성보험,0
C100388,2026-06-05,8,보장성보험,0
C100389,2026-06-05,8,저축성보험,15569865
C100390,2026-06-05,8,보장성보험,14553930
C100391,2026-06-05,8,보장성보험,4548131
C100392,2026-06-05,8,보장성보험,0
C100393,2026-06-05,8,저축성보험,0
C100394,2026-06-05,8,저축성보험,0
C100395,2026-06-05,8,보장성보험,46865389
C100396,2026-06-05,8,저축성보험,45664212
C100397,2026-06-05,8,보장성보험,47878750
C100398,2026-06-05,8,저축성보험,0
C100399,2026-06-05,8,저축성보험,22788927
C100400,2026-06-05,8,저축성보험,0
C100401,2026-06-05,8,저축성보험,0
C100402,2026-06-05,8,보장성보험,0
C100403,2026-06-05,8,저축성보험,32924310
C100404,2026-06-05,8,저축성보험,15626926
C100405,2026-06-05,8,저축성보험,21690257
C100406,2026-06-05,8,보장성보험,0
C100407,2026-06-05,8,저축성보험,0
C100408,2026-06-05,8,보장성보험,15599089
C100409,2026-06-05,8,저축성보험,38865195
C100410,2026-06-05,8,저축성보험,34505657
C100411,2026-06-05,8,저축성보험,25735685
C100412,2026-06-05,8,보장성보험,0
C100413,2026-06-05,8,보장성보험,0
C100414,2026-06-05,8,저축성보험,0
C100415,2026-06-05,8,보장성보험,35759300
C100416,2026-06-05,8,보장성보험,0
C100417,2026-06-05,8,저축성보험,29088367
C100418,2026-06-05,8,저축성보험,21137403
C100419,2026-06-05,8,저축성보험,0
C100420,2026-06-05,8,저축성보험,9764181
C100421,2026-06-05,8,보장성보험,0
C100422,2026-06-05,8,보장성보험,27924352
C100423,2026-06-05,8,저축성보험,0
C100424,2026-06-05,8,저축성보험,46687926
C100425,2026-06-05,8,보장성보험,16554653
C100426,2026-06-05,8,저축성보험,36871293
C100427,2026-06-05,8,보장성보험,44914931
C100428,2026-06-05,8,보장성보험,0
C100429,2026-06-05,8,저축성보험,11341845
C100430,2026-06-05,8,보장성보험,0
C100431,2026-06-05,8,저축성보험,0
C100432,2026-06-05,8,저축성보험,0
C100433,2026-06-05,8,저축성보험,0
C100434,2026-06-05,8,보장성보험,47263226
C100435,2026-06-05,8,저축성보험,28723911
C100436,2026-06-05,8,저축성보험,37891689
C100437,2026-06-05,8,보장성보험,0
C100438,2026-06-05,8,보장성보험,21065154
C100439,2026-06-05,8,저축성보험,6979263
C100440,2026-06-05,8,저축성보험,39716761
C100441,2026-06-05,8,보장성보험,19565433
C100442,2026-06-05,8,저축성보험,6116992
C100443,2026-06-05,8,저축성보험,40372410
C100444,2026-06-05,8,저축성보험,0
C100445,2026-06-05,8,저축성보험,32164650
C100446,2026-06-05,8,저축성보험,0
C100447,2026-06-05,8,저축성보험,44341111
C100448,2026-06-05,8,저축성보험,35887669
C100449,2026-06-05,8,보장성보험,21829666
C100450,2026-06-05,8,저축성보험,3228948
C100451,2026-06-05,8,저축성보험,30282657
C100452,2026-06-05,8,저축성보험,36556602
C100453,2026-06-05,8,저축성보험,4369501
C100454,2026-06-05,8,보장성보험,37770867
C100455,2026-06-05,8,저축성보험,11089050
C100456,2026-06-05,8,보장성보험,0
C100457,2026-06-05,8,저축성보험,13585476
C100458,2026-06-05,8,보장성보험,27545539
C100459,2026-06-05,8,보장성보험,0
C100460,2026-06-05,8,보장성보험,0
C100461,2026-06-05,8,저축성보험,22831275
C100462,2026-06-05,8,보장성보험,11613899
C100463,2026-06-05,8,저축성보험,0
C100464,2026-06-05,8,저축성보험,5733840
C100465,2026-06-05,8,보장성보험,0
C100466,2026-06-05,8,보장성보험,0
C100467,2026-06-05,8,보장성보험,32398887
C100468,2026-06-05,8,보장성보험,11501880
C100469,2026-06-05,8,보장성보험,22373466
C100470,2026-06-05,8,저축성보험,15250765
C100471,2026-06-05,8,보장성보험,0
C100472,2026-06-05,8,보장성보험,50969967
C100473,2026-06-05,8,보장성보험,27020598
C100474,2026-06-05,8,저축성보험,24095139
C100475,2026-06-05,8,저축성보험,4384001
C100476,2026-06-05,8,저축성보험,18953370
C100477,2026-06-05,8,저축성보험,38542278
C100478,2026-06-05,8,저축성보험,0
C100479,2026-06-05,8,저축성보험,26481202
C100480,2026-06-05,8,보장성보험,46019225
C100481,2026-06-05,8,저축성보험,0
C100482,2026-06-05,8,저축성보험,30487465
C100483,2026-06-05,8,보장성보험,0
C100484,2026-06-05,8,보장성보험,18966606
C100485,2026-06-05,8,저축성보험,25374233
C100486,2026-06-05,8,보장성보험,26033360
C100487,2026-06-05,8,저축성보험,37078927
C100488,2026-06-05,8,저축성보험,26485345
C100489,2026-06-05,8,보장성보험,0
C100490,2026-06-05,8,저축성보험,0
C100491,2026-06-05,8,저축성보험,0
C100492,2026-06-05,8,보장성보험,0
C100493,2026-06-05,8,저축성보험,0
C100494,2026-06-05,8,보장성보험,29711901
C100495,2026-06-05,8,저축성보험,39653664
C100496,2026-06-05,8,저축성보험,46877304
C100497,2026-06-05,8,보장성보험,0
C100498,2026-06-05,8,저축성보험,0
C100499,2026-06-05,8,보장성보험,0
C100500,2026-06-05,8,저축성보험,0
